n_harmonics,base_freq,magnitudes,instruments
8,2.5863124050741177,"[ 1.26906854 -1.33420334  0.31042806 -1.40378054 -1.35139255 -0.09635321
  0.14856389  0.54824627]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.963934017223033,2.474408135777789
-2.962483205196783,2.4673944931045066
-2.9574017303417146,2.44647649237485
-2.946126186335455,2.313083414550239
-2.941032979843777,2.2208474232517994
-2.9294454962985736,1.9374923596245406
-2.9089881881531516,1.2212845181703635
-2.892343910852297,0.4919377467801136
-2.892245413423497,0.476690037421419
-2.891862370426966,0.4643546311401394
-2.864100092964631,-0.9234491426452262
-2.858894309612663,-1.1793657384115306
-2.8521676369012106,-1.5139342845557267
-2.851752641592439,-1.5275220434013268
-2.8511811821064237,-1.5566223350375414
-2.8460240383297584,-1.802854995635985
-2.843536468845752,-1.918860832550371
-2.8320214416613494,-2.4373938575436127
-2.8300140144177903,-2.532030711781071
-2.8192859545893794,-2.937678112276862
-2.807525260896903,-3.321353472734705
-2.7803771448317605,-3.8694088552770705
-2.777753983265675,-3.9066286249047706
-2.7663901600932963,-3.964554162633821
-2.749343599352678,-3.890811388967113
-2.7488106835845416,-3.8972405065677
-2.74638512446636,-3.866864192968831
-2.7390607578969117,-3.7677931329480296
-2.7262206005362106,-3.524722383732281
-2.715854914651029,-3.255332081002524
-2.715525436243583,-3.250274169963188
-2.7122300792869676,-3.169607586902813
-2.7049314566158715,-2.950431170858065
-2.701543259843978,-2.835464872884049
-2.690020823975084,-2.4409969428561507
-2.6875485352976023,-2.3552264741345375
-2.6841662794243857,-2.23817811154436
-2.670200041547946,-1.7053325675535207
-2.66451844550581,-1.4889634733748134
-2.663449259842678,-1.4374220813234915
-2.6605127628721217,-1.3360424143000194
-2.639661521066034,-0.5188260051291474
-2.63103245903647,-0.18443428275675233
-2.6198873013901913,0.22149129294183956
-2.602369967822527,0.8296593111690116
-2.602040702159896,0.8351918905178556
-2.6015181760096593,0.8545722967498184
-2.5991517302525877,0.9303661466039466
-2.5960729116246863,1.0241798412711813
-2.5869407902323855,1.29669742386493
-2.583500905822085,1.3894931938995552
-2.5805615610929413,1.4750629868281364
-2.5782442693238705,1.5296845476042913
-2.5603626654604965,1.9468048943062386
-2.560289119968922,1.946471342954475
-2.5583447947070646,1.987652178096102
-2.5568416902249167,2.024111967649523
-2.540267469486367,2.293562787182418
-2.535329162283002,2.351609649069776
-2.532055736288931,2.391047493320689
-2.5235045239757206,2.4615295938529
-2.520153984742747,2.4850097776878144
-2.518176226353921,2.4971787683198214
-2.5141293618283362,2.516574665589929
-2.5121530344106118,2.522862516567751
-2.509312133750255,2.5297180561066774
-2.5083054670918177,2.529559471531187
-2.502425983047811,2.529039904587035
-2.5021881394448258,2.5299005720339736
-2.4909965171790622,2.4973014696834266
-2.4861068076531394,2.464919808782617
-2.477303806352234,2.3805086343096185
-2.472972663341433,2.3299922868145764
-2.453268629713101,2.00714943181402
-2.443997293284185,1.8037315997872925
