n_harmonics,base_freq,magnitudes,instruments
7,1.3089508582615603,"[-0.12752961 -0.37967754 -0.8632769  -0.57515444  1.16802379  0.11624912
  0.69311118]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9925059775074785,1.2251958595643997
-2.9920409760454856,1.146577996510944
-2.9820242200977525,1.210863800472005
-2.9767945780758462,1.1837408144082486
-2.974626971161136,1.1865821227824302
-2.971288832225577,1.1648971404720485
-2.964052899862982,1.198933516309701
-2.9634704366661113,1.2216040343631795
-2.962086660456312,1.179556484698426
-2.9543462765107993,1.1827340237309627
-2.9383021997035117,1.2204499580827382
-2.931424267356326,1.199405189487616
-2.928149775517749,1.106852989257256
-2.9277378318517853,1.1673552919181835
-2.918395771897417,1.1627927437393413
-2.9167255493804713,1.1683310690089561
-2.9126384841452335,1.1464326777894716
-2.9044512593759837,1.0644253518135622
-2.892041028845068,0.9869162357910061
-2.889964091283322,1.0352863615967294
-2.880671989278298,1.0006686193931538
-2.8707348992299533,0.906387642839436
-2.8584145868057935,0.8761701947130671
-2.848314879571922,0.748083116866118
-2.840645942429132,0.7603779276548571
-2.8376014184760807,0.6745573225063902
-2.834886227661685,0.6940424800796714
-2.8330777929761592,0.6513083257593894
-2.831062311994227,0.591125630787543
-2.827545834779349,0.5811289207592284
-2.8172929169282597,0.5079141642541268
-2.8169010606009897,0.44267564777245527
-2.8137860843311184,0.45265545071620944
-2.810826867964474,0.5038755189203055
-2.8092914859041054,0.46495582489112197
-2.793045782922328,0.27869525858099986
-2.788762558026253,0.2338424424237564
-2.7839690521539393,0.19934033438089765
-2.776109706961163,0.10003684215840106
-2.7633277633487388,-0.010197851742597998
-2.757856716354116,-0.10518332283760855
-2.7474222994605437,-0.2789553954863204
-2.7285746915509694,-0.47182908904966914
-2.721464363514401,-0.571760145645957
-2.696762619004736,-0.9025014621714751
-2.696402280864604,-0.8592640874323914
-2.6688089176945278,-1.1661606242491631
-2.659981741421647,-1.2926279568952437
-2.6598846997591634,-1.2933590613703285
-2.65883444998346,-1.3155562643117502
-2.6298341936431973,-1.6769341710812027
-2.623055734918447,-1.7054539167035554
-2.620633287219494,-1.7277079586884665
-2.6164639999275456,-1.7895482748997378
-2.616195490809745,-1.7533044585116702
-2.6104109287057886,-1.846775422430433
-2.5953616773880706,-1.9527883761094125
-2.5908360696797557,-1.9600702241184655
-2.5796254705228634,-2.0999219348844154
-2.5740911867404996,-2.125308701147071
-2.5691319880177437,-2.169187276138619
-2.5660548250747133,-2.174196701083683
-2.5636665798896976,-2.1726241543956486
-2.5520558949025647,-2.3067536182715465
-2.532987093192463,-2.314763161567847
-2.5283087648075617,-2.362411376324643
-2.526485558508366,-2.389988034008305
-2.5192877674230436,-2.3884985219133648
-2.5134916193327634,-2.3677737864089745
-2.5129342324228343,-2.376456637574631
-2.508729151857067,-2.374772105626873
-2.50342724541411,-2.4139758007479184
-2.4985407800310764,-2.3967007057404404
-2.496634693832342,-2.4088026728387293
-2.4911935995605887,-2.3942971819660688
-2.4893445982761486,-2.4186552622269364
-2.476585023119394,-2.380273208024594
-2.4733162323793483,-2.3640678126927788
-2.4654883495193647,-2.358730012494509
-2.456682414529461,-2.3762979655146736
-2.4560162314659983,-2.385306679710516
-2.455075555775296,-2.3485841906889777
-2.449502964189545,-2.3280644634069074
-2.447868875572854,-2.300119913249742
-2.4252733005591836,-2.168919350493219
-2.421387032320539,-2.1410092676380352
-2.41128911156271,-2.1352661337639742
-2.4011884277284343,-2.0243737963016533
-2.400071305879365,-2.0193482114702657
-2.3922851636801523,-2.005764872388702
-2.3869921956116205,-1.9050243336282342
-2.384710789874998,-1.8871874891234115
-2.3837328657928185,-1.889915807759863
-2.3784775396088165,-1.827504562734515
-2.3571574023689257,-1.684632952574899
-2.352178733945017,-1.6229596932112211
-2.349931217138573,-1.587710399232479
-2.3488713182017698,-1.5983920529858766
-2.3413170003894646,-1.5377347571045163
-2.338802239319287,-1.4955331974525683
