n_harmonics,base_freq,magnitudes,instruments
9,3.702528556889674,"[ 0.70887088  0.16283519 -0.55069435  1.17372971  0.23054115  1.38785438
  0.2092483  -2.27064853 -0.74431582]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9932850831071596,1.6099265734760961
-2.9915884625700757,1.626983855542941
-2.9899095053330154,1.6739754868524228
-2.9861159265373542,1.7392668442958972
-2.978757230786822,1.8128742219570257
-2.959252575010572,1.9082771463843375
-2.959189224725284,1.9064447878270112
-2.9576162001819553,1.8887549094956495
-2.9532776289377205,1.910285835589005
-2.949211956877212,1.9534381659811386
-2.9397033458926645,1.901331543850981
-2.935570778314303,1.9270437600795396
-2.9285712824495134,1.9337940643745952
-2.9256139224791484,1.9123806967565657
-2.9097029638311844,2.0793042921780955
-2.8904724508271693,2.4722268049213305
-2.8811676880094272,2.7705984241597075
-2.8693439002350507,3.1883264182570357
-2.8657527525536794,3.295932687361079
-2.8623366158095553,3.411532053950231
-2.858906571687295,3.5142452577141854
-2.8429304627891687,4.014405708935974
-2.840106205272206,4.01316487944885
-2.837560166674306,4.066618224062942
-2.835491512240627,4.107962397264484
-2.831187425503088,4.206318230143563
-2.8251228089200584,4.19474285558754
-2.808828305867909,3.9691086277528
-2.800183041211179,3.7312446668753716
-2.7944149644844067,3.535870769101869
-2.7914666964454096,3.4380385265419924
-2.789834298770833,3.352694657415489
-2.7892442670485504,3.3583159076827043
-2.781688791272038,2.9303224197179194
-2.7717650143361316,2.3209718357545333
-2.763884577944216,1.8517575416421586
-2.7605666748589983,1.6578854315152864
-2.7439752757158002,0.6362524801812677
-2.7429838415812613,0.5671971198388679
-2.722902069817038,-0.2444965078120484
-2.716797269217982,-0.44839232914428273
-2.701312683439606,-0.6368888203841517
-2.7008261231082455,-0.7436187335667663
-2.698648728241511,-0.6782637138222963
-2.6978038851908024,-0.6833409269326498
-2.6948044267991698,-0.6646297928140851
