n_harmonics,base_freq,magnitudes,instruments
7,3.3389812693877925,"[-0.41980785  0.43490771 -1.66294305  0.53285353  0.01349951  0.68444961
 -0.90721378]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9951140976358817,0.5472321427865189
-2.994856345845133,0.6074091088257473
-2.985768694178626,0.41910996873554673
-2.976889707717986,0.4934467608767669
-2.975455417413487,0.3829463629550899
-2.9725494565537747,0.4267118716994818
-2.9694842441221376,0.40398259652181906
-2.960578481029536,0.5296719151062199
-2.9573041507542372,0.6005852729949157
-2.9566580557298123,0.6255000965194921
-2.9544489545219017,0.7401219109150328
-2.9535776413198676,0.7110488639642196
-2.9518854021922154,0.695853736741766
-2.948867026986925,0.7267711952278229
-2.939460316853933,1.0476717543380452
-2.92517101108108,1.5354831059685703
-2.9149913460947774,1.9615456386297379
-2.913823629035788,1.9646954645462922
-2.913002643533762,2.006464184224875
-2.910383953194743,2.1563190591777235
-2.901343316680101,2.5462613882533365
-2.8938415316601462,2.84637082225174
-2.892533431665644,2.9171159481826607
-2.8781987123992216,3.408495865913336
-2.8735293227819483,3.5779129067300866
-2.8704488437854287,3.6878663120911757
-2.8701203261734225,3.730859015593517
-2.8551526641318294,4.09788660159762
-2.851755676388347,4.076218097948128
-2.839448187229114,4.22796824224782
-2.8290024255884703,4.15634063719613
-2.8220999113106005,4.012489108707226
-2.813221453925369,3.792228471591268
-2.8094558264011686,3.676616536863893
-2.7965178180770405,3.185018486151337
-2.792382507177015,3.03062941538937
-2.7903938252620666,2.8428503053334278
-2.7891221465705107,2.810065885332834
-2.787265061472853,2.6927099506880663
-2.7759092921788104,1.9938275995785106
-2.763698384379108,1.1936348898584879
-2.763175869403103,1.234153858881868
-2.7581783866510126,0.8219348024412668
-2.75662451949146,0.6821484557481753
-2.750422544392851,0.25380043515897965
-2.7450809430873755,-0.11016975694435949
-2.74421967994604,-0.12609517971727496
-2.7398660796940844,-0.4364262533870269
-2.734857090309811,-0.8020942656057032
-2.7307548916062645,-1.0379833293109768
-2.724356284487441,-1.5267272901371471
-2.7191538841526794,-1.8185030067354833
-2.718729628511049,-1.8818846538128566
-2.7184106687576697,-1.9354328386998725
-2.7165321068055377,-1.9638467453053674
-2.7110644658531275,-2.3167888891409283
-2.7012002449081463,-2.755550197085991
-2.681449709181419,-3.5072637383497343
-2.668090846596389,-3.741107443140221
-2.6666728497020005,-3.765793163778434
-2.6645555329117188,-3.7809434993680786
-2.6555341630438294,-3.8019308853069296
-2.6449830386430744,-3.660848778531824
-2.643597507078721,-3.6940451816698445
-2.642873703414798,-3.6385626974409235
-2.6411634256805643,-3.6841162056970354
-2.6406263968375328,-3.620521412010197
-2.6353400450570432,-3.5520216139122422
-2.634946507871015,-3.572250199954861
-2.6295197133724226,-3.3854687291136156
-2.6288552750637284,-3.4224034679847914
-2.620904257355681,-3.165189051272369
-2.616647812773481,-3.0808046144978154
-2.611316826973855,-2.84338723932522
-2.6097966228244545,-2.824160545921421
-2.6088656823209653,-2.789990228823547
-2.599452485574295,-2.4418085317542104
-2.59816890338302,-2.423804794336773
-2.5959144314027878,-2.291906211650603
-2.587286238402152,-1.9803780026381541
-2.5855167922000266,-1.9452528430432932
-2.5802669278040704,-1.6471450073349474
-2.5632340895125556,-1.2134406215737068
-2.5459952836318758,-0.695583657569653
-2.542955421499567,-0.5976293322705974
-2.5374841661433933,-0.44627039292465837
-2.535781798407233,-0.46123073471755016
-2.5339140448550452,-0.40322755578272945
-2.5320284063594856,-0.4049225673953723
-2.5295540313910934,-0.3855955313009272
-2.528222079166328,-0.3609254936345867
-2.5252467389039657,-0.3013539947154226
-2.5160129332691397,-0.24717643932627484
-2.507596009286933,-0.27220318301281105
-2.5057944182387906,-0.1456777840304006
-2.501081768406265,-0.20204046865970518
