n_harmonics,base_freq,magnitudes,instruments
8,4.181202457064382,"[ 0.52500006 -0.78194598  0.89515825 -0.49700417  0.80480467 -0.04103888
 -1.34581026  0.08567133]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9969096643539475,2.14530665978157
-2.9782377231344186,2.3245773809951156
-2.9765351941524862,2.298533400020328
-2.968596257942525,2.1776791093499215
-2.9685056672802266,2.1733779858424187
-2.9661171841811003,2.111772630425162
-2.9324918443665555,0.6011726875161761
-2.927193524573313,0.2927411414589093
-2.9259352106272853,0.22908002085262
-2.9256572664476455,0.22082454260526901
-2.925252459017097,0.18376315552852185
-2.9218918666889433,0.012576936132855775
-2.9204963321026014,-0.06226729098060317
-2.9172452410329797,-0.23416025517678576
-2.914167585643587,-0.37377568041885545
-2.9114518128594753,-0.5193830212858365
-2.9078102618612,-0.6881493482899488
-2.9038414108576736,-0.8558254756423714
-2.8955883813520424,-1.1261832898740314
-2.8922299864344994,-1.2154425462269176
-2.886745219732675,-1.3215891516114
-2.886304206864489,-1.334975637366907
-2.8839692536856902,-1.3520552387967884
-2.878868309767909,-1.4003828953187318
-2.8621177838287286,-1.2759691092351357
-2.857657283830795,-1.1842910173570145
-2.8561040608062047,-1.1421286276207154
-2.8407365413352528,-0.7118212054341123
-2.839313390831057,-0.6735824657865019
-2.8306001518317085,-0.3895541171428573
-2.826124699344213,-0.27466645802480094
-2.824210102034418,-0.20270892903944418
-2.8140137298489476,0.009350251919212366
-2.8129282265496123,0.03016273460195572
-2.8094990329604053,0.06937509419599434
-2.8086403984827815,0.08069880473046119
-2.806016177978923,0.1074048896774243
-2.802847350538127,0.12322218024698743
-2.8005278336699515,0.13139700870670112
-2.8001075195447767,0.12647707556193338
-2.797161393674509,0.10896212558338042
-2.754493252669356,-1.3526707088599543
-2.754364907878047,-1.364960382796805
-2.7391620672538353,-2.18942398332141
-2.726241157865301,-2.7846763454521106
-2.7218601087586753,-2.9382888500468045
-2.719020713132542,-3.021936239801206
-2.7070660508370907,-3.205148217477683
-2.6956833591529765,-3.1032795271368463
-2.694407020881751,-3.0727749739129346
-2.6831563448889515,-2.6436906496555723
-2.677279448103148,-2.2934342487757378
-2.665620057928874,-1.424742443520267
-2.663176633189777,-1.2173849903019456
-2.6548500079723594,-0.44657971254354517
-2.642832785532031,0.7624941012425704
-2.640541017342965,0.9863024595186932
-2.6394994445835147,1.0957006867665233
-2.6376318084603296,1.2918175613800142
-2.631093349435961,1.909966012658326
-2.625285598121919,2.4460241939317173
-2.619131915903792,2.968451394501597
-2.6189028160820973,2.967130702561809
-2.6101235790397173,3.5724521566543386
-2.60350249315319,3.8995272051699
-2.5731630184405905,3.845266447776302
-2.5716728806021205,3.7813072908779
-2.567105065704742,3.513134296113317
-2.5660645672047973,3.454580616289078
-2.5436611357525614,1.4684920808392523
-2.5424353091797096,1.3410575071240687
-2.524715945905148,-0.6877567912895223
-2.5230539467639073,-0.8785277748046966
-2.5150533897135317,-1.7759583312111957
-2.5129358819260488,-2.0213208767002975
-2.5064038647928255,-2.703336151535739
-2.5056843825220545,-2.771072844861416
-2.5052002200214005,-2.8202384293402383
-2.4688611162911975,-5.1376534707251995
-2.459816448841223,-5.268041252444185
-2.459284069937076,-5.268430770874036
-2.4495168306140496,-5.196109437881808
-2.4436899310023126,-5.07222668990613
-2.4390401153323795,-4.932626573074306
-2.4322732787262122,-4.6659182133396895
-2.430789323994773,-4.608393345160469
-2.4289656441406793,-4.52284405221779
-2.4274020418764533,-4.438671220004948
-2.4243757693772796,-4.282801931531366
-2.4215100354534416,-4.141567594843893
-2.416187940082967,-3.850351973250976
-2.4109936677040764,-3.559390246749429
-2.4057298993112815,-3.244818243448067
-2.397910164337522,-2.7972503290803803
-2.3891818627473373,-2.29332886939571
-2.384984917332611,-2.0609522354970777
-2.3822609631332927,-1.9253880231173293
-2.381920848728415,-1.9046288613446616
-2.3749494353349405,-1.566828300679334
-2.3603801478975814,-0.9685461020961598
-2.3414055013353012,-0.43557429343582454
-2.328912609098572,-0.22502811493506453
-2.3262071617697737,-0.18972597516991502
-2.313811350833037,-0.06721536904208208
-2.3076595119777275,-0.02815282629041488
-2.3041237479113272,-0.005638699339927533
-2.303672651738764,0.00804684782953202
-2.3032237134954965,-0.007496501067563971
-2.2937356166987994,0.029828942893127274
-2.2856146465302167,0.04703063307518595
-2.278829182166791,0.05373211459649753
-2.274195840735251,0.06149782048531868
-2.2667707673571917,0.045616703914672575
