n_harmonics,base_freq,magnitudes,instruments
9,2.6561395532725984,"[-1.06944701 -0.01952882 -2.18067948 -0.83978223  1.20027819 -1.17757501
  1.29653114  1.49478123 -0.26535029]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994235373019862,-4.844404542303407
-2.9852213542879236,-4.726380508202266
-2.9822545313084934,-4.660695092259349
-2.9792491318210557,-4.582597374851402
-2.9718035769800206,-4.335207713157235
-2.9707491628842395,-4.295642120040242
-2.9646605628892218,-4.028685818962712
-2.96067578671668,-3.8351275598284844
-2.9538882946072906,-3.457148669489102
-2.9426361901502105,-2.7275826024956875
-2.926528634004015,-1.5292816336704302
-2.9209874054155494,-1.091248439205044
-2.9078671998537233,-0.04029294338626987
-2.8996435424001987,0.5983701134343166
-2.897030079646572,0.7989537553914561
-2.8917586417381234,1.1871763887926843
-2.8853804148375994,1.6325982553570222
-2.8790017575303253,2.039115570411992
-2.878139129017983,2.0947953838844735
-2.8769329774129018,2.1653361372099345
-2.8727424954854914,2.404370735610839
-2.871422807319628,2.473416447438686
-2.8540509172005235,3.2190210422236323
-2.8425645894853266,3.495502407765291
-2.836091907955005,3.567952848101249
-2.834533818635832,3.5791763847367015
-2.814173355975817,3.409476196106855
-2.8141044253507377,3.4100313881693505
-2.8137210366630754,3.401633001339112
-2.799391367758462,2.9888533831790807
-2.7900989648560905,2.6258317410621763
-2.7889960395206606,2.5774587926122567
-2.7831512621283987,2.3146511729828085
-2.7809538105371057,2.213758359058063
-2.7795735278549465,2.1450836056351754
-2.7772700730383737,2.034643920829011
-2.776210442203148,1.98452265200361
-2.7756444427374443,1.9579911467554187
-2.768916066037871,1.6227190020635305
-2.7511733017814795,0.7468279519540532
-2.7380396864553065,0.16955863454618658
-2.7231845190241333,-0.3470831844698902
-2.7189162681576287,-0.4557592930617056
-2.7034722804207987,-0.7082688674147528
-2.6957893443635297,-0.7360584685384913
-2.694693842087601,-0.7339206148163459
-2.6933546689753904,-0.7325848465280358
-2.6779081730238126,-0.5519303216292538
-2.676525149563283,-0.523479110612542
-2.674676625549436,-0.4829834127627848
-2.665578861862489,-0.23279135084094596
-2.6588623104908358,-0.007252479143010724
-2.6506271435146616,0.3217855006183245
-2.6483068116252766,0.4218819231485855
-2.6482731425962553,0.4226572686549662
-2.6462072684756177,0.5154064531688471
-2.634586059971282,1.06734881174575
-2.6274383649773716,1.423920833270155
-2.622733768559521,1.6653450253878994
-2.620714939494584,1.7679303727457825
-2.6139988492485715,2.1108795185050435
-2.6110802056174407,2.2568279436114906
-2.6096411376372917,2.328707588654254
-2.608527354390495,2.382459848047513
-2.608166693864555,2.399718096427543
-2.603507529388729,2.6294141507459083
-2.593508459091532,3.082654921454107
-2.5846101776267685,3.4396932216022313
-2.575329036618112,3.755102016806823
-2.5752603612478824,3.7559828323449604
-2.57193618463252,3.8541164254072906
-2.5635945184321036,4.056494822022972
-2.5628248944342698,4.0726509819419565
-2.55909746715378,4.141322084106944
-2.558681761680142,4.146890429948893
-2.5527995420628518,4.229393386723681
-2.54991164093298,4.254196534881943
-2.5441399398080273,4.286100890139136
-2.539027554748002,4.288869420975756
-2.5384642530727515,4.289690703967966
-2.533824882517956,4.268941919732755
-2.516775939632728,4.042473882252585
-2.512715200861014,3.953093476220872
-2.5121506959326303,3.9415482326719986
-2.5085552547046466,3.8558736128532485
-2.4944008157203745,3.4384882174554847
-2.4883224420637524,3.231731852138567
-2.4879342354413683,3.21437065961513
-2.487412883889615,3.1973504183002577
-2.484471937486502,3.08758765057174
-2.4788234997606535,2.87581793398281
-2.477594968498325,2.8275134954590606
-2.4707747636389836,2.5580747188685304
-2.463239691324606,2.257007707380707
-2.4611030457301197,2.1705276140012115
-2.4598551017643295,2.1206249389243528
-2.4565725624852828,1.9870010510139557
-2.431183275714223,1.0051384506251544
-2.418260778437454,0.5604565194718326
-2.4177106276614646,0.5421195791924318
-2.4097725141608564,0.2998095052340327
-2.4092360323948165,0.28129118944827225
-2.3896570473464127,-0.22430560440189903
-2.376806782957755,-0.4909481209429687
-2.3741663453222923,-0.5361284288074691
-2.3518047191385243,-0.8742584014070929
-2.3458021223710204,-0.9494887530578114
-2.3373100490368266,-1.0461438935413676
-2.3363467098119655,-1.0563581963606692
-2.32571662457167,-1.1623160913553707
-2.3194115242608127,-1.2249185470989872
-2.3065633379565282,-1.3356122143952927
-2.2672230228906387,-1.6140338408557677
-2.26595998269938,-1.6200024283343508
-2.244960248488292,-1.695192461897834
-2.2361619883370007,-1.6983524562334837
-2.2262692073598616,-1.6774023007295815
-2.22063812897849,-1.6554795242536466
-2.216373148535598,-1.6304182256034547
-2.2153017375215587,-1.6273345920822386
-2.2084540354765285,-1.5713914438960428
-2.2021233196514283,-1.5099714568173848
-2.1943229519723904,-1.4143984106168759
-2.184431707220164,-1.2637642765914345
-2.1759056027291934,-1.1075855664473246
-2.174742694245721,-1.0860687697703906
-2.1740701306975465,-1.07480038602689
-2.173030877320536,-1.051276154477427
-2.164508565594388,-0.8683049890077614
-2.1644811957373937,-0.8675026846439764
-2.1595755189822596,-0.7505871238967436
