n_harmonics,base_freq,magnitudes,instruments
9,3.943851204967844,"[-0.8366078   1.8329577   0.21364211 -0.79972516  0.23263048  1.95081807
 -1.43800699  1.31576012 -0.53704859]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9931552840887825,-3.176590153069571
-2.99179279260664,-3.1550079537692066
-2.984623516396768,-3.1885235602672433
-2.9828740782457173,-3.191174143315419
-2.9824019354696647,-3.194187263032295
-2.9768185532925724,-3.2048483185711767
-2.976188556853592,-3.1738367815910045
-2.97014088153294,-3.1745518895895093
-2.953998453400036,-3.0161294283644446
-2.9530577436792083,-2.9756473257572407
-2.944651451001902,-2.903259399919073
-2.9203795398196495,-2.5359127087161473
-2.919675219598728,-2.5560691033530114
-2.917885843944114,-2.455549334595479
-2.915034692049809,-2.4591784074343574
-2.91263445360837,-2.39558665499785
-2.9076519642661385,-2.288872640016205
-2.907421716884266,-2.3158785825792427
-2.8918026738450724,-2.081676043481362
-2.8902164773704255,-2.061311388925817
-2.883856933345549,-1.9218237295459868
-2.8758546899893025,-1.8109611139280466
-2.8679988705833406,-1.6476551310815697
-2.867323637808674,-1.704761573341631
-2.865040602112466,-1.5865005823546752
-2.858702193314632,-1.4850490671602679
-2.8438708143159017,-1.0643523910411699
-2.8421664815334737,-0.999366993087797
-2.8409294006658765,-0.9606609860994746
-2.836667089673396,-0.7865423166365993
-2.8317672282458837,-0.6229449778764571
-2.829479622396188,-0.5269467430684799
-2.810929482070379,0.21811084316748663
-2.810921169375227,0.21705728506772604
-2.803286416157345,0.5043311916981404
-2.795396547286888,0.7472860381861548
-2.7706195093959325,1.2284103907327575
-2.767326943721728,1.2567772604797427
-2.757655262475039,1.1480115073670631
-2.7568469921691174,1.1503957676841416
-2.7433780196575865,0.750970165741858
-2.7408038446566536,0.6709051675042521
-2.7343315137924042,0.33557860256999894
-2.7318772343677464,0.21227867423336536
-2.729985585433949,0.07451760880327427
-2.726945525480114,-0.08804440298233424
-2.7266019366188727,-0.05919961743122797
-2.7221445310424515,-0.36049652854833814
-2.7201115669297264,-0.4826134131218831
-2.715109828288438,-0.8289573517817711
-2.709119771690704,-1.2388762939113813
-2.6993446608496408,-1.8732051459232757
-2.6958895869198773,-2.110746088654437
-2.695566621504491,-2.1398362319510835
-2.6883740687930677,-2.562011861642107
-2.669028316880489,-3.3420552422124112
-2.6666315688435995,-3.3577363572963943
-2.664614572257043,-3.382544907670222
-2.6607681363059816,-3.4724013926736497
-2.649020744604627,-3.357216557659452
-2.6438100913315963,-3.2263739748880864
-2.642101862703477,-3.1789697363130323
-2.641994964988716,-3.1766761330301336
-2.6265219706170626,-2.3907397155289516
-2.6233945491330966,-2.2052401971664
-2.615216304980343,-1.631373752953499
-2.6104185611980055,-1.2659870747662607
-2.605745112358832,-0.8364539927644097
-2.5961487621414086,-0.056475455480865445
-2.5871760705756714,0.6377937037635186
-2.5786306360091467,1.220341958059079
-2.5757415112841526,1.4577520471430652
-2.572055774808925,1.6702045243185981
-2.5695303548862123,1.7984150025202332
-2.5470964405570697,2.670782621401563
-2.536242480520407,2.7528947843694467
-2.533522777245747,2.770433568610556
-2.531390055165118,2.7543222491404884
-2.529992423214664,2.725649595160724
-2.5264579019191142,2.696276373751869
-2.5251928548388447,2.652696772467041
-2.518518549909479,2.5555285373779344
-2.5162223843690565,2.534896546771419
-2.5046777412461485,2.1386724422785224
-2.4995495700334693,1.997704645492811
-2.4942594739303035,1.7741213051473268
-2.486929444081883,1.5253711126198093
-2.4855622843624583,1.4824665209180539
-2.4828686730585545,1.3822299142280254
-2.4754789754351805,1.0512228263618777
-2.4714569152701524,0.9788942994473009
-2.465031811556919,0.7812427147453883
-2.455194401988274,0.4760312321443584
-2.4500088639170863,0.3051787824667871
-2.432497688445604,-0.16194871370352323
-2.431868599393616,-0.168316251507255
-2.4316246548558276,-0.1313861148431901
-2.4255531660585667,-0.2933140529712992
-2.422128420463447,-0.4152460066124367
-2.4107749446274496,-0.7163511996561361
-2.39609665713802,-1.2513152189207872
-2.3873431027051097,-1.586472713089958
-2.386633857105411,-1.618781799287879
-2.3648667730442865,-2.525715740430414
-2.347305240714296,-3.1094630631622198
-2.3472533142336154,-3.099899308091667
-2.3285091870156727,-3.331090297288552
-2.327010721254486,-3.3306403300201155
-2.3268585828808224,-3.34316905535677
-2.325666229402281,-3.2877855952566923
-2.3249099204331727,-3.3162658583091082
-2.3175560412830993,-3.190469186141939
-2.31426532750794,-3.096044929576958
-2.309056762137168,-2.9064886814924287
-2.3036304912468375,-2.6283040200988186
-2.278433643409528,-0.8514141527391258
-2.2782054198564934,-0.8702304439113971
-2.2760196817341076,-0.7103095027832722
-2.248660587965171,1.5737686471136394
-2.2443537499398842,1.8669865326768074
-2.24284309040592,1.9505080199630311
-2.2304552026155835,2.526839145812289
-2.222675232585053,2.708236826179366
-2.2225884001370155,2.773834241608868
-2.2164596599755226,2.7499884913908086
-2.215636997214135,2.7685340393033204
-2.204682571111264,2.520957072874224
-2.202623432540734,2.427500535759903
-2.1947872241143864,2.028045435393966
-2.1901171057363484,1.767228473821887
