n_harmonics,base_freq,magnitudes,instruments
7,4.135866708609557,"[ 0.51302511 -0.27223561  0.98013913 -0.83511761 -1.64817664  1.80473815
 -0.17299602]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9983931363936542,1.4151892534572408
-2.9937489930407235,1.292933333452004
-2.9897360274122775,1.1851444468575123
-2.967329611804329,0.4577664022669941
-2.9618456509075397,0.3211940942540998
-2.9617200302954605,0.2897224817954885
-2.961010098383347,0.2788131786447058
-2.958985181594483,0.2195398281532082
-2.956241227243925,0.1478481556142821
-2.955892001527281,0.11657333230001878
-2.9510367769674968,-0.013024538122535581
-2.9441536196580844,-0.22292949311516994
-2.9368659029711743,-0.4094399101576622
-2.9267310501850092,-0.6435893947368858
-2.9199911008501904,-0.7925456057683685
-2.9129164308847733,-0.8956373118639724
-2.911557896206979,-0.8947872100184213
-2.9102787888258415,-0.9497506741690629
-2.9035101124917375,-1.028145089441145
-2.895725996677995,-1.0673589468259566
-2.883304916449122,-1.1195500628067603
-2.879204709720633,-1.148328774846784
-2.8782567629911604,-1.120530739702878
-2.8782252812303613,-1.1758741905148544
-2.8617009546107957,-1.2339592198557796
-2.855800145458603,-1.2174390740166567
-2.8503492018436987,-1.2924460574695604
-2.850274304892714,-1.2446090342830687
-2.849524372637632,-1.2189872088091742
-2.8455737572469753,-1.2308246367435267
-2.840135940213255,-1.3066855825362143
-2.838325783382415,-1.3159587302531774
-2.828927246573489,-1.3630276632840035
-2.827037344196003,-1.3651080661179749
-2.820410788312463,-1.3900918838416918
-2.79620597486842,-1.6299526238930182
-2.795477698897696,-1.589871879262983
-2.7907910681812043,-1.622766038802483
-2.7894031498088356,-1.627817924792406
-2.7893692660752407,-1.6203061848903872
-2.7891358003465,-1.5950858491193085
-2.7856473432574087,-1.5711321587374822
-2.778449101014271,-1.63618883464332
-2.776483403225395,-1.6169896130648267
-2.7664671017893547,-1.549774038537226
-2.7657095438367563,-1.5464077883249554
-2.76232071890721,-1.4975326806717775
-2.758998103986272,-1.4862997864121885
-2.7554787461979178,-1.48505015073839
-2.75472888190514,-1.3975515755577859
-2.751935732407521,-1.3245812379166035
-2.751895611386466,-1.3669299439843496
-2.7454641669399837,-1.1747425417326405
-2.745455992745862,-1.2381916422073798
-2.739458209015835,-1.080445806587567
-2.7328134592341478,-0.8474408104416943
-2.7283107445525614,-0.7133379171029781
-2.7205698352002075,-0.43443437830942433
-2.714507284474542,-0.16047113449482941
-2.712929125430075,-0.11247812758059275
-2.7119285937960727,-0.06408157475973532
-2.709921896647754,0.046680727549980476
-2.7098621525444653,0.07519078273078791
-2.697859834452183,0.5824165871536047
-2.693757229864984,0.8100988800992364
-2.6750465372120473,1.7049168230018403
-2.6655974510404614,2.1524024899361347
-2.6605531021562396,2.3355928482696116
-2.6588120341362966,2.4363305438870677
-2.651846393542157,2.6997055759971667
-2.6427480219308825,2.936534377204789
-2.638246909401989,3.005834112386716
-2.6356579430828946,3.070203326595379
-2.6351297904149016,3.08955807632373
-2.634801716136086,3.083604368664529
-2.6230376322708766,3.2185302127598607
-2.6208102641908604,3.2312903339172263
-2.6203929077252983,3.246567607600938
-2.6098049275143405,3.1557928901898324
-2.60362204917321,3.089551474624428
-2.5934926382189967,2.849103220813884
-2.589111821546622,2.6990206009083666
-2.5871445314705013,2.705970535416645
-2.58010076467341,2.43597899506198
-2.5754122903706014,2.1948326058366567
-2.567101978206418,1.8618294875708936
-2.564346889263458,1.8169301210188145
-2.563731410948283,1.7324930199499333
-2.559814956271902,1.5748985474566262
-2.5352648051197733,0.3864997084437535
-2.533249922548916,0.27363184342119884
-2.5295532741058997,0.06751877450405272
-2.5275184389032943,-0.03382497538850134
-2.5261824113069444,-0.07145156667585112
-2.5085407550144616,-0.8421723611838937
-2.5053086828569047,-0.9421077084363814
-2.497330767952406,-1.2261304320351234
-2.4891288241090446,-1.5438568112502626
-2.479009560594893,-1.8234863913941224
-2.476339740810343,-1.8616178459831239
-2.474189312732536,-1.9260666154607156
-2.473503195696229,-1.9041649876174536
-2.4662991156440097,-2.120240158169233
-2.4438917616353004,-2.540418349621291
-2.440234256227746,-2.5886811551580458
-2.436316888734426,-2.6563639646383734
-2.4147409956894816,-3.0291323224724342
-2.392449029302365,-3.2624987428514283
-2.383202179679743,-3.3323397201515577
-2.3786542847306427,-3.3338913787015603
-2.3782622782879024,-3.3223508151763017
-2.3763415897150106,-3.391908160332403
-2.3731939111293427,-3.405454382768712
-2.3721889682623427,-3.4080030204175524
-2.3721521508709165,-3.394440407135528
-2.370364593533149,-3.3887198121873996
-2.3633079532296564,-3.364717788766872
-2.3618878177055747,-3.4189179719257905
-2.3618854844531008,-3.39506984887726
-2.3612605229903103,-3.3935674474090036
-2.360227892022727,-3.3604324969417405
-2.356006384664332,-3.3848879493711905
-2.3501953254510224,-3.314384302378109
-2.3368118611563737,-3.1428437661569153
-2.3344140659821866,-3.0784002179725345
-2.312847958965838,-2.4732462227131085
-2.3120378502136276,-2.410489723746298
-2.3118981993242467,-2.4293903353103485
-2.30548647626591,-2.1895421275108347
-2.299362021048624,-1.9492906944768948
-2.2975845427206423,-1.8556248861497886
-2.2963288035549967,-1.8263175391496052
-2.2958938382367093,-1.767074238572514
-2.2895128959445277,-1.5427384188617577
-2.280517944732569,-1.1050814888624463
-2.278919345379199,-1.0437650327777508
-2.2729104949789627,-0.7801207918828778
-2.25183280159257,0.009283582421136142
-2.245084239085797,0.21288998574474394
-2.2418628913102134,0.3831010349494657
-2.22789485999083,0.5485885017081669
-2.2189884968252285,0.6224271564835798
-2.2188752865087227,0.6618121453999741
-2.2098073633099604,0.5386304043855928
-2.2097205429176405,0.6133093936685302
-2.2091279999609563,0.543339269557529
-2.1975743632108222,0.39627565531952447
-2.1941474538410803,0.3524223551915297
-2.183300192237861,0.04510862110037527
-2.1780785130127427,-0.11361930121107955
-2.1745694094870993,-0.3091050207809562
-2.17307421386956,-0.28469098460913783
-2.168236905628838,-0.5058246703433396
-2.164843056839608,-0.5871595336453945
-2.153625359863123,-1.0393903257518162
