n_harmonics,base_freq,magnitudes,instruments
7,4.4951221609063845,"[-0.62836585 -1.24785954 -0.54595357  0.24952731  1.31944486 -0.00368678
  0.24767791]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.988880842087444,-4.613463332705302
-2.987073610672556,-4.511596708150747
-2.983379441328589,-4.310369495376283
-2.974510647822802,-3.921164242122631
-2.971945800689991,-3.761594212313368
-2.9674028398928876,-3.5523482856845328
-2.959717957343929,-3.087953022303006
-2.9560489343402123,-2.910202323369741
-2.953109579566314,-2.722245256778892
-2.9466151284274504,-2.3807900969525737
-2.9437609537748277,-2.1661120434908643
-2.9420079303430757,-2.072206524256415
-2.9332321390243266,-1.565456859308986
-2.924639033875218,-1.0881919605940165
-2.9190204314494266,-0.7926753287675583
-2.910221649271281,-0.300575221440033
-2.8997393116453014,0.27513211628781103
-2.8992453744087925,0.28166953322497895
-2.8871525657152635,0.8835481529248613
-2.8802367441710066,1.1371027822720878
-2.8763257389579606,1.3315608946148891
-2.8746917820499442,1.39467742278459
-2.8652100233097606,1.7267595012947234
-2.854416705363101,2.106954055135852
-2.8539717379048826,2.0944812189156337
-2.853451485919172,2.141053668657018
-2.845738370591971,2.3102787052162244
-2.8455816763956125,2.3208290655806882
-2.8229327415647587,2.7074590749087095
-2.792972989860117,2.3371050756907223
-2.779056630232288,1.857375074124263
-2.7617652623037765,1.1746391253130324
-2.758888279452277,1.0881666387887852
-2.7575489282848915,1.0362583141577248
-2.7570051490190806,1.0234033121355968
-2.7502184499899553,0.6541053971992489
-2.7483814682291916,0.5607551777363932
-2.7379782770528243,0.05466313522263211
-2.72267406070175,-0.5273357103003606
-2.7162317340518607,-0.796951844312165
-2.7142226082711343,-0.8137217252970688
-2.701838815631699,-1.0248518311011618
-2.6989235224652877,-1.068030532040982
-2.6903613805717095,-1.2060130128996014
-2.6705370958701633,-0.927456141890148
-2.6679832766393776,-0.8873696220749764
-2.665502221005749,-0.7973338678959115
-2.662638920339785,-0.6898513823804264
-2.653432054846685,-0.34725532667365466
-2.6469547971534197,-0.10824723299902088
-2.646160910838317,-0.057585835980219505
-2.633835410482589,0.428903623701079
-2.6259131840957584,0.8226492149843972
-2.6258820318502716,0.7922456261205634
-2.6236669892069893,0.8663553645253239
-2.6211207292212486,1.0136369478961291
-2.6112653711661564,1.3429168100323916
-2.606500004810864,1.5364967512816863
-2.606384984673501,1.5634647793351042
-2.5915355269951412,1.8551365048252917
-2.5852305484734144,1.9429874761343355
-2.5835103351157565,1.9723773117078456
-2.574104450522997,1.997237444449
-2.5681714826259476,1.9940892375845785
-2.553888378438031,1.728805806054787
-2.553451870582092,1.6768790216558334
-2.5421731453539413,1.3682113045403759
-2.541908256187826,1.3279435487142877
-2.5302776642666442,0.9752975424311684
-2.5267038490260445,0.8807846725819987
-2.5215860201029487,0.6998034717165176
-2.520728135489805,0.6907868441017171
-2.519344848555244,0.6521054353630708
-2.512825836073128,0.41660921492094294
-2.505715674556095,0.17859831298795162
-2.5052889730214307,0.1488315016282189
-2.5025765204611257,0.1796998052352875
-2.5013458993620725,0.0935873423811349
-2.4805881934319367,-0.13077017499298832
-2.479201318194934,-0.176001849560094
-2.478550973691962,-0.15302033981371926
-2.4718046116206045,-0.19672352425338702
-2.4709831087229803,-0.16012679346206007
-2.4629809987456968,-0.09060991993192288
-2.4603047866395062,-0.05170695354734743
-2.4536569543504707,0.05512930884632894
-2.449257209404304,0.19700244971266426
-2.4452883956800973,0.2892826775400316
-2.441339599752805,0.3902710476209036
-2.440070381015324,0.39800105681583886
-2.434182028142411,0.5724641415669657
-2.428930775129909,0.7156024368456126
-2.422137474382594,0.9210230761396574
-2.419361850488632,0.9585287078711008
-2.4152508041908627,1.0828820785950382
-2.414731703869763,1.0748495367505289
-2.414431954375611,1.0682995845089138
-2.40536891486763,1.2842461067575275
-2.3934888246186805,1.3549031847902615
-2.392824511054431,1.383532875079725
-2.385227187285593,1.3544601054426069
-2.3770235999249794,1.3467596033433205
-2.3721027041339973,1.2563243791445613
-2.3644435573146554,1.1097170044752682
-2.3638943333005447,1.0795797239851799
-2.3614449560589037,1.112944575139727
-2.3485554444544054,0.660104741216031
-2.3400356427144113,0.3811010264805419
-2.335726740044718,0.2223650964615388
-2.3283448813445835,-0.052793233130302895
-2.3276836819792015,-0.10862977018154013
-2.3272287677887524,-0.09931603768486158
-2.323619682651126,-0.146473086302509
-2.3195818722570287,-0.3085021784007418
-2.3170745768271637,-0.3608542997905774
-2.3110005817811183,-0.605724332966863
-2.303154425033805,-0.770404990633414
-2.302100702565637,-0.7529832508225103
-2.2984866050280157,-0.8163932155866825
-2.2978267322253902,-0.8250426881688575
-2.296504447641228,-0.8621749101321395
-2.295139625028974,-0.828666221381478
-2.280141317727809,-0.8139570767550038
-2.272590226920369,-0.751150798638387
-2.2715258928670963,-0.7345481282657949
-2.258914081023684,-0.3417925144892291
-2.2554466399425364,-0.2496211554366157
-2.2507051647548533,-0.03619041918551688
-2.2475563863058605,0.06927302635578146
-2.242692207732315,0.24835723651162203
-2.241779771495348,0.3354304541871351
-2.240414866313972,0.4317574181285194
-2.236791288011413,0.5374443554132542
-2.235703858013726,0.5997649115143919
-2.233300027941514,0.7075583155424917
-2.2286672881449894,0.8963565387852146
-2.227060922503737,0.9896081241767899
-2.22652901247928,1.0400446927736937
-2.22330333379351,1.1360961994905547
-2.214840870027621,1.4869303246152974
-2.2106429499351368,1.635002770571404
-2.2053196770720547,1.7860757667528189
-2.204152347702453,1.8671421000386843
-2.2015860954670865,1.8665824031381761
-2.198438013627298,1.9441738852213348
-2.1981220142740128,1.9933490966001326
-2.1916251433831606,2.04964816817064
-2.188913392662413,2.136045590052889
-2.1768433016497744,2.0204785834430576
-2.1735846765229017,1.9628116423939796
-2.147928003399393,1.1039670288679864
-2.1452713123486866,0.9618308957856945
-2.1416259933171835,0.7547502662713855
-2.137264362612757,0.5067793515335096
-2.1308485694468366,0.13633959615916585
-2.129158872510496,0.014456748197887073
-2.1281066567239018,-0.015706406921987322
-2.1267312089875112,-0.07692949988046316
-2.124872560959627,-0.17031701019702097
-2.1179053747671186,-0.5815616297449346
-2.112949260762468,-0.8368091515743776
-2.1092890394068484,-1.0050935153967715
-2.108559393398292,-1.0681070701468278
-2.1048551721748887,-1.2335814793041944
-2.10014763311675,-1.4447647450930803
-2.0932926861468433,-1.5908265094830367
-2.091449531629136,-1.681941957784015
-2.0865672371316553,-1.7480176045221474
-2.0845358405019305,-1.8210546295341963
-2.0800270387800905,-1.885916982665369
-2.076606268182158,-1.8439081370656134
-2.0719226661924495,-1.7929241577496602
-2.0686990141758437,-1.8211160688689434
-2.0682828214001905,-1.7720483966743474
-2.0674321513918144,-1.7369053933658312
-2.066315320220756,-1.737716006837306
-2.0643414764938552,-1.7234170943699827
-2.063972008542249,-1.6658241756129908
-2.0464564595736743,-1.0997067323704304
-2.037755215010546,-0.5563175421722094
-2.0367438074952586,-0.48995979127111877
-2.0243409595523834,0.18193231409415944
