n_harmonics,base_freq,magnitudes,instruments
10,3.484840350745106,"[-0.73030662  0.1755493  -0.07970952  1.33752136  0.89410332 -0.56315638
 -0.77471982 -0.72609704  0.59030169 -0.5913148 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997816690979143,-0.8176182576370438
-2.9886891756283465,-0.41766844163722316
-2.9719319467670555,0.6250259095592302
-2.967428660205375,0.9637436130471789
-2.963937372474205,1.2422874606583374
-2.958455231599255,1.6948528002277141
-2.9543555142039626,2.0007251127109686
-2.94990314235256,2.36013046225096
-2.9467335193017936,2.6203652188533946
-2.94611058078961,2.638310690567935
-2.9457614222226947,2.6737988493118343
-2.9364556554115033,3.31379141566973
-2.92492866052633,3.940098422205129
-2.921901228223604,4.070334227075881
-2.9198972006020107,4.1432883543458425
-2.911942320788351,4.359196639771724
-2.9103839230196913,4.394151090123647
-2.9027157193782855,4.461212186747671
-2.89736055932921,4.450280012215082
-2.890902944881824,4.362978039810179
-2.8845065635620424,4.238271202690748
-2.8640602642017248,3.5406463817025506
-2.860863305647322,3.414251627159456
-2.860670558972656,3.394124422005069
-2.851085970702427,3.036932284985886
-2.841701300755119,2.6991851764838746
-2.841658984037851,2.7118286913609047
-2.8403563596129118,2.6779215993691743
-2.8391998086427703,2.6227668133283313
-2.8334300737094553,2.4779854516960667
-2.8253354075282773,2.2877441337651634
-2.8191090652164115,2.196795809254007
-2.8014004375974535,2.079449861266071
-2.7919485680538836,2.045737480656835
-2.7849049318511767,2.044534002949687
-2.778856854793984,2.018745245317847
-2.7576358298029446,1.6863813987823941
-2.7542102432417406,1.5677186408941464
-2.740707921487892,0.9392395260310338
-2.7402506992811277,0.8858609066844796
-2.71807851640173,-0.7251494040623001
-2.709518588698141,-1.4900946182215948
-2.708407764494911,-1.5998185100581637
-2.7057520314729064,-1.8533459080513137
-2.704375126777724,-1.9774242071391015
-2.7013413180284624,-2.2702643400168956
-2.688712350482385,-3.398670962917887
-2.6736886861599753,-4.543098828836784
-2.6720220797718754,-4.636030538270882
-2.6587282423414234,-5.232558779832567
-2.6515167328774956,-5.343845142326134
-2.6484442733491815,-5.367844706690697
-2.6404835985533928,-5.284114267653872
-2.623531970018488,-4.549626714300266
-2.619863322810498,-4.308954400108077
-2.6084880307980756,-3.394301715776417
-2.5841872683984786,-1.1280204272047167
-2.575531872014114,-0.39602828735635726
-2.567207754632167,0.2163967804965642
-2.5588625595655605,0.7384813206223246
-2.5585625722520877,0.7493039212897897
-2.5492078936877816,1.1491680915385134
-2.536103998547964,1.3349701922203125
-2.5328063158601757,1.3125172025133107
-2.530739508307262,1.2914888114697123
-2.5235677388401045,1.162877237323843
-2.5128002528134497,0.7928917736926562
-2.5079058008670336,0.5875058500054519
-2.5038584256016376,0.4078642326941708
-2.500467992427927,0.22643833783884734
-2.4995999450590154,0.20642756554185973
-2.4978698040448,0.0987994168657664
-2.495351276519716,-0.023959536439656145
-2.493960901801393,-0.11611584802066803
-2.4881305670808556,-0.40370657526854276
-2.484989917030913,-0.545898877188396
-2.4825586374485455,-0.6747828961124677
-2.481915004474366,-0.7071231891477825
-2.4812268056268674,-0.7384401540659714
-2.479363691519861,-0.8019057824613477
-2.4789521792961917,-0.8416451372159108
-2.4711891024202544,-1.1622175914532624
-2.4580275625436365,-1.5499184621637536
-2.4446574625868966,-1.6929849417840206
-2.4437768550356607,-1.7214349100131043
-2.4341387724978127,-1.6516741512911404
-2.4339271843712464,-1.643183871921733
-2.428192590682267,-1.5538345397681885
-2.424289511946104,-1.4890669391926856
-2.4041468756724917,-0.9438626216596243
-2.4001060796850844,-0.8316144679749011
-2.3953539251546223,-0.7016927590816
-2.3932957486903885,-0.6392268611937411
-2.3874567286671526,-0.49563699331978167
-2.38736195555944,-0.5051525707059707
-2.384891377589203,-0.4628958074944878
-2.3831664364265275,-0.42982341222543374
-2.364944706561485,-0.2653438912865354
-2.352239852147917,-0.34156010603820974
-2.3507728199501408,-0.3474873121696582
-2.346366784413221,-0.41548740366229425
-2.297228678421445,-1.2654001447097454
-2.28354926262105,-1.1642227517179833
-2.271161964731888,-0.8593546872721082
-2.2664728073362714,-0.6947976828827124
-2.266285747707472,-0.6885440878443145
-2.2660461055623875,-0.6903215667899062
-2.2648011473944063,-0.6331012893405801
-2.261418759598716,-0.4844119790384268
-2.250556951060882,0.015835009448316756
-2.249400095218708,0.05884856048145979
-2.2370736991826137,0.6633907017999697
-2.2285073411813237,1.0634617312716053
-2.228254369702973,1.068353591004894
-2.226535927709932,1.149570346512821
-2.2238192815774367,1.241202720852334
-2.2178864261682953,1.4583657473411147
-2.20578529460453,1.7072365029544327
-2.202026142068015,1.7351491651756987
-2.1956459523407723,1.6998189043300727
-2.1927521347758807,1.670529912649114
-2.187298221064988,1.5508153561598965
-2.1558527852911338,-0.203074941755226
-2.1485522441921887,-0.7946932506747807
-2.1447560190853423,-1.1158397861152909
-2.1386151489826566,-1.660044580139372
-2.1376035586545052,-1.7406957112470485
-2.1367667765692424,-1.8147756576707093
-2.128684391457598,-2.4747535791631714
-2.128006017715634,-2.5218274273982777
-2.123992183589254,-2.8199877083466656
-2.121765921365795,-2.9742146421772744
-2.102254920900597,-3.987445400742264
-2.1018012357272617,-3.9887364269807004
-2.097768650620382,-4.110285436070879
-2.090797523049919,-4.220280606777636
-2.0888159733678764,-4.222355419043796
-2.0878362667992056,-4.219586124411873
-2.0866434690228286,-4.224058104298819
-2.0556673664205793,-3.029995990335895
-2.0412304648949116,-1.970184818176755
-2.0372699680990487,-1.6816313680952775
-2.035865693452192,-1.5556466888063845
-2.0353945607129944,-1.523376670748117
-2.0338634356117313,-1.4052866598583884
-2.0132511602234,0.043955112102284886
-2.010138897877357,0.2385473936391363
-2.009687111613519,0.2614638295385003
-2.009592903490396,0.2682754613352923
-2.008898149728418,0.2994431157406681
-2.005116223105249,0.5138816505306476
-2.0045710153621954,0.5191249260984794
-2.00261637424805,0.6250259294669496
-1.997317517480857,0.8390531003103046
-1.9835780966704946,1.175291753808708
-1.9795533308080275,1.2356499469523852
