n_harmonics,base_freq,magnitudes,instruments
7,2.3139002976605094,"[-1.30105446  0.24261912 -0.63194107 -1.68241264  0.50177526 -0.77202319
 -1.79122365]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9956793998466225,0.8114495412887865
-2.9955462210022707,0.8360736189346634
-2.9915133498651456,0.8289885487850303
-2.9873813714717485,0.8545344868892375
-2.973006077276633,0.8654986522862358
-2.9658577153622105,0.8635066301502
-2.9622542637317997,0.8495297249966091
-2.957853503173898,0.8443135906927816
-2.949805308251615,0.7991386226147938
-2.945128953125339,0.7752569955265359
-2.9378807207294635,0.7226697527006009
-2.9332815379781785,0.6870111678929246
-2.9302771196614126,0.6445555899273728
-2.9162569865605343,0.5141928202690851
-2.9149916068755286,0.4788311626371759
-2.9131908842100787,0.4427790331932074
-2.8958891326624308,0.2088946427011888
-2.88772731688527,0.04475801780650321
-2.886317940122865,0.03324451289060227
-2.8847910789947835,0.008192393300596273
-2.8699016002439928,-0.2992356429774298
-2.8691952061718977,-0.27677400044952355
-2.8558258364738602,-0.5439669261819814
-2.851778925103652,-0.614749510445583
-2.8408596930480194,-0.846804273500205
-2.8128581381402027,-1.3878499019717252
-2.8061829898730632,-1.517491788340671
-2.805687285656899,-1.514237749651683
-2.795524945553617,-1.6926934799549513
-2.7952946259449805,-1.7028820215841238
-2.795159482920586,-1.7094314728816942
-2.7636837086769397,-2.135696508778106
-2.761710465598635,-2.1547374022907695
-2.7426132670867975,-2.2906633092613755
-2.7413872544015616,-2.3001270129569793
-2.738050273421303,-2.322633377065114
-2.737728550183691,-2.32060499983852
-2.7367984450686382,-2.3349835824038228
-2.736191900164035,-2.342563121344677
-2.725694647022208,-2.3716905276988047
-2.7226524133976366,-2.3906358097449694
-2.7186920114982653,-2.3905195627535814
-2.702067104157961,-2.350968868667024
-2.69347120382463,-2.336502889069432
-2.6856871190731537,-2.292188083915261
-2.6827615192521197,-2.2648085897011225
-2.6815424729751007,-2.2558001372512364
-2.6714701928428624,-2.18724459616004
-2.6606860982610785,-2.0850323141031835
-2.6574497432722564,-2.0376891345088333
-2.6507407829634806,-1.952074370757307
-2.642101603719519,-1.8491580558806042
-2.6254228354723703,-1.5983898885812862
-2.5833320387708607,-0.8803551015919506
-2.5772113450736196,-0.7716793832613988
-2.5760633391199335,-0.7322510105758214
-2.5753852275781544,-0.7217317685955337
-2.5741672032123706,-0.7053653873535708
-2.5728312521976147,-0.6662213287504821
-2.56886450122896,-0.5932239715289424
-2.5652066340943076,-0.5256933725690477
-2.548952809646148,-0.18960338796048068
-2.544642920793427,-0.08041883948065073
-2.5418888850427495,-0.03749953258379763
-2.5395916301866626,-0.0029894083749778307
-2.5247696509911473,0.34005731352279994
-2.5138831343735824,0.5913766161513436
-2.4840591396087532,1.2884908615688926
-2.4587522460974394,1.932314408888965
-2.454846290004097,2.0318577643727793
-2.4527368808730245,2.0829525104290663
-2.449810852261985,2.157746000746357
-2.4424338560134355,2.354474999856136
-2.4372945746845582,2.4945310828001883
-2.4372194510114475,2.4830504193251137
-2.4296826799638565,2.676103198182357
-2.422136760056153,2.8801861065951626
-2.42181235215548,2.8905921250575908
-2.408810504014732,3.2191207373770925
-2.4064114029376844,3.271160395461888
-2.392090818959785,3.634423409788133
-2.3788766275022706,3.9231503451128997
-2.37660397401546,3.9903393748058003
-2.351986699862773,4.444821881504741
-2.3446853515506216,4.570952442037381
-2.344438008831044,4.566291632612784
-2.3422696535545198,4.624137119752735
-2.3393926917183703,4.643995571440876
-2.328083186899287,4.791309433255121
-2.3193983520885846,4.8571707130831685
-2.318856601863983,4.85985183924445
-2.3138486516423398,4.896525905424107
-2.3074464560411663,4.898116910450419
-2.3071030939934163,4.907744553713158
-2.3031050721034667,4.9216432445826035
-2.3018160643038588,4.914631551370017
-2.296017357131287,4.915841572777911
-2.2957420503049937,4.914839348289642
-2.292818857602456,4.903783852908481
-2.2911869244996383,4.8826194058267305
-2.287718360673081,4.877997908179973
-2.28737366716126,4.890140665252369
-2.2818324899454057,4.851167947618867
-2.279108412151351,4.820597074927963
-2.270072065005938,4.736203658314709
-2.266447799730183,4.693027700672599
