n_harmonics,base_freq,magnitudes,instruments
8,4.803728868723227,"[ 1.09817852  0.02540311  1.14609281 -1.82897962 -0.35573483  0.52518835
  0.15759762 -1.38525154]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9943374876938504,-0.7161457626012612
-2.9907170657597058,-0.8416275369313352
-2.987531296250708,-0.8770552959813259
-2.985375459521859,-0.9677100151691908
-2.982665390281272,-0.9547525180923655
-2.973233197910166,-1.1767310360027912
-2.9690794227540094,-1.3444507528459797
-2.9689378460351925,-1.297489247357219
-2.9660554204254055,-1.4223914272871714
-2.9658020086314147,-1.4027756690732538
-2.9653982612946375,-1.4035025351424717
-2.9575007554160813,-1.607558375733119
-2.948410975537895,-1.837045356921655
-2.9474543067159287,-1.8958749756886148
-2.945870190327126,-1.9236736536568264
-2.945738980927283,-1.9255260914441517
-2.938689447680197,-2.0899010337938493
-2.9166004821321403,-2.529333136836105
-2.9137536822501886,-2.5768291724829884
-2.88837556546658,-2.510885998968147
-2.8787795672001693,-2.291410896960129
-2.8719537776491215,-2.1065986538118735
-2.8661428850748973,-1.942017240739149
-2.8597081679860676,-1.6833228429091478
-2.8514245489818544,-1.3680471693568372
-2.8503699325898992,-1.303385722686082
-2.826452733946274,-0.4031704425342125
-2.8224831777604296,-0.2769384724092189
-2.8170494243659743,-0.1138998549401543
-2.8129449899708465,-0.03675983005565423
-2.798292758896477,0.22399642955577423
-2.7936355526174115,0.23169021250897298
-2.7838051721353994,0.2889355047784033
-2.779035525160917,0.27456038643721825
-2.7758667452839725,0.31057804949355305
-2.751787319904474,0.19771918395822813
-2.7422332608639683,0.29375260159379674
-2.7078967416822497,0.7543086141558067
-2.705961223072322,0.8179591830239613
-2.704691264811154,0.7916363619234421
-2.6790245678566613,0.9151699347944658
-2.6705471192948123,0.8036495190074114
-2.6671168545935586,0.7150937236867205
-2.6643396905963246,0.584142845332103
-2.6568150486414446,0.2718604484701608
-2.6558049918370994,0.2857316871950074
-2.643912703385654,-0.43352723586066383
-2.635948555960032,-1.0327537618898923
-2.6150901898212986,-2.7693160970021458
-2.6106851362306633,-3.091814887386797
-2.6105350294782923,-3.0848316313145743
-2.609417570186764,-3.2025042264142645
-2.5982663512508632,-3.9062747372065414
-2.5913327649428,-4.2589725735471635
-2.586733601695504,-4.420456596069203
-2.5789365053501836,-4.476106719172654
-2.5781169859054573,-4.501433731909122
-2.5762187424301306,-4.465675466607557
-2.560286007615133,-3.89765721279584
-2.5599635162604493,-3.924633852106854
-2.543928957327499,-2.5415109153028905
-2.5368393372240865,-1.6553399639025073
-2.536687653854658,-1.6500688449146008
-2.5361157532545606,-1.567665605467631
-2.530556083875896,-0.8864271483216247
-2.5177617428437036,0.8042653374848998
-2.5110297324276063,1.6180912004019892
-2.508992340999868,1.8700508607763542
-2.498830373072679,2.958641228588083
-2.4959152664261053,3.2016455102894863
-2.4933128560988704,3.411966860890367
-2.492202179789854,3.476885656386916
-2.4885102375626875,3.673111141233284
-2.478970900336927,4.145242551557081
-2.4401001109171183,2.720545990700969
-2.439360173947504,2.6430874187109468
-2.439239265389153,2.6126635359148063
-2.427761178483323,1.6007785286059617
-2.424616785798138,1.3232010043587341
-2.4243797090460384,1.3323376066256112
-2.4215954150779377,1.0681506844163473
-2.4161324746548125,0.6507632514481563
-2.4157985049783646,0.6148816078380863
-2.407432415442754,0.06250635796732386
-2.4073774285772997,0.03523740224765343
-2.3966645093124415,-0.37012666825114127
-2.3914999518447138,-0.5018097582208639
-2.391409265862523,-0.5037020091667932
-2.389219181278637,-0.483850213753029
-2.3811535006942703,-0.4568636370401625
-2.3593330975505404,0.7837288247499917
-2.3589811330708654,0.8508829813305495
-2.3379908798296554,2.71639250325494
-2.3337344577157424,3.1054490092256697
-2.328009863593788,3.62310860531941
-2.3168170361823037,4.479849609063293
-2.3062625583004537,4.959744376033262
-2.2912811976352003,5.052054885335344
-2.2895580286893518,5.0207564322024405
-2.286043608204195,4.930190520539969
-2.280750185204717,4.781134772297235
-2.278006198061421,4.5657931055103385
-2.274006205772791,4.323443405558958
-2.270218833637718,4.060251129883642
-2.2309321894939185,0.5474876511681525
-2.2249407178500378,0.09628392337300433
-2.2169222546644827,-0.3870487948245559
-2.2157086134911714,-0.5502535536098229
-2.2090035464084883,-0.8215188723534199
-2.2078434310231083,-0.874649963032754
-2.207185217219753,-0.8874665866252709
-2.2021566712615304,-1.1009322158265948
-2.196873738832607,-1.2250312153337701
-2.1838009645297953,-1.2399938071476724
-2.182678092963342,-1.258464259854649
-2.181448451478488,-1.2438911779324637
-2.181017956821653,-1.2204111873487582
-2.1685407544012634,-1.0640638972037806
-2.161909926628178,-0.8917139479498886
-2.1618011147866993,-0.8980181265268017
-2.1575774143396806,-0.7977817814785058
-2.1513575501058666,-0.6779352729295817
-2.1401735482361666,-0.4596975484662908
-2.1349096764817586,-0.4132958143342747
-2.1306485845880943,-0.38807719520603223
-2.1299058993575093,-0.36835666185951615
-2.1298079118756688,-0.38354892728742046
-2.1297295112531254,-0.3345199718781628
-2.1091376252758574,-0.478203495271026
-2.107699730314655,-0.47445751234024924
-2.1070447112029767,-0.5085729780281
-2.1038888661404185,-0.5574483346656997
-2.102553855555879,-0.6018540207538153
-2.102289566720085,-0.5242986790250315
-2.095692584518793,-0.6252326601005578
-2.0804000540844774,-0.9273295530559958
-2.066417446381774,-1.0442491798694122
-2.0621544938101755,-1.0289095161794788
-2.052971630243202,-0.9699045995944714
-2.0511331163999698,-0.9946515441690068
-2.0493139218229133,-0.9338150052301141
-2.0477341233594637,-0.9190067191830252
-2.0371996466666387,-0.6546146916677339
-2.0307985097031924,-0.5354493714285433
-2.0184240546183854,-0.20838167501765462
-2.01134346049826,0.03680930610649283
-2.0082240980027404,0.1387602836518034
-2.007911517781985,0.13576084298870053
-2.0074460851371834,0.1630248311816216
-2.0061935880947135,0.1841737671070699
-2.00586361974546,0.16867337073859298
-2.0048715740357146,0.22375157769417198
-2.0008794555985965,0.29590901162579275
-1.9967787758256486,0.392882824796989
-1.9939514060472625,0.3829825282797211
-1.9862214013738002,0.4380738254909398
-1.9847387260479197,0.5002824029900061
-1.9746910611962611,0.38062794536748196
-1.9689042395022502,0.265427119578042
-1.958281008385661,-0.048404619564329586
-1.9540920574845213,-0.20275883817396378
-1.9531159497986486,-0.2355495597695765
-1.950309790952703,-0.357006871304707
-1.9476210420334616,-0.4650512737854219
-1.9468159188752368,-0.4923366058524032
-1.9456143715910341,-0.554485138472696
-1.9430803664624514,-0.6869112629858953
-1.9384379576986959,-0.944161294427746
-1.9364882080534287,-0.9890419040125742
-1.9350155687723993,-1.052920774958377
-1.9199850567759968,-1.69552280400301
-1.9004234314354664,-2.2449549214074027
-1.895487210104194,-2.296853259087435
-1.892376903571168,-2.2390446263278463
-1.8868704743306173,-2.186166138861628
-1.8863492459579383,-2.22247300732073
-1.882690847491915,-2.122480010539513
-1.879718026996876,-2.056177154975467
-1.8622402936701279,-1.3312065253473564
-1.8601600863201777,-1.1935471344709359
-1.8523687755633989,-0.7019068698810168
-1.835940528313818,0.3314143089149116
-1.8353269023691714,0.4044143278774423
-1.8317850764410568,0.5666736395255857
-1.8208855902712804,1.203999536948258
-1.8073394942408925,1.759957512110253
-1.8072942089383093,1.7946792880698732
-1.8026662566668097,1.897079127204998
-1.800871250386854,1.9583182650995634
-1.7967981079439321,2.0244195023609883
-1.7964841204604007,1.955634072576415
-1.7964421878870618,1.9960841672488934
-1.792136500872968,2.0803079795737527
-1.7852989178157843,2.1083613220505875
-1.77155424285814,1.9160914148779824
-1.7694661460313685,1.8564362604231233
-1.7666771040974214,1.7710769615080868
