n_harmonics,base_freq,magnitudes,instruments
7,2.9401305571438017,"[-0.79786894  1.65875094 -0.78965146 -0.24980478 -0.41047142  0.91552554
  0.50902732]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999187194557118,3.7571932244571618
-2.9984339125952326,3.739080072297575
-2.9970706752793284,3.7492101858208575
-2.9966349070236893,3.7382773921348114
-2.9906110107960253,3.697242044958223
-2.9873202312553877,3.6667151989926623
-2.9698176251205393,3.3662354282641083
-2.967841803282114,3.3284988832255697
-2.9669184610533286,3.317114994594843
-2.960922094878304,3.152480777053493
-2.9584842609161797,3.06218929579847
-2.949884666521644,2.8374180415595176
-2.945411672434024,2.6745362857701953
-2.940775882033078,2.5188634556369984
-2.940044512092493,2.459755600750391
-2.929973080046164,2.1052353010402385
-2.92958822626876,2.0551240243130526
-2.9104245824505517,1.3314795030583464
-2.9020086838864483,0.9953541401359296
-2.8910544647356646,0.5770430372589601
-2.8840670813649547,0.34317648414508467
-2.881702525220822,0.2726230485861506
-2.8793674313909476,0.18405206145304348
-2.869063405584348,-0.09970445878194345
-2.8669616182619384,-0.13482127339529756
-2.8658099404855104,-0.17961080303071586
-2.8633911817782804,-0.23021653114581023
-2.863161558927307,-0.22529244587270922
-2.8614111859091285,-0.2517708191827676
-2.858961098703823,-0.30435547550771025
-2.847357295446926,-0.4691732630427967
-2.8430826269433074,-0.49283259903853366
-2.8374471979529803,-0.5363046456687746
-2.835149149001964,-0.5010599023544384
-2.833044594248916,-0.4997541757498271
-2.83284685253752,-0.5090702496598905
-2.829279487312472,-0.48250884021832546
-2.829149782988403,-0.5295745646569445
-2.817288943435953,-0.38082550157022915
-2.808783202926083,-0.20500214787272375
-2.7964699118360032,0.12616201531631888
-2.789980710096587,0.3266389602433763
-2.7757778018326755,0.85119132996206
-2.7753246225150736,0.8852518498770573
-2.766998115137377,1.2240036337792766
-2.7621885757982962,1.446163292213837
-2.7588093317749953,1.5990087120400005
-2.75815770187182,1.6313729847949572
-2.7514005292472463,1.9346505562721812
-2.75118477031436,1.9540616114393845
-2.7329496955193147,2.77062044186251
-2.7241644302772476,3.1359819134613662
-2.7174063190482105,3.4042648513587768
-2.7081878864362245,3.7092730425631975
-2.7078620274005436,3.7046402875933855
-2.703027759802199,3.8461031235701832
-2.6862042924018903,4.210146330438555
-2.685236588253078,4.225563097410071
-2.6632310689875878,4.265496135588723
-2.64460048700054,3.9497251270754283
-2.6390610033604416,3.7602211648017443
-2.6371140210499338,3.734557495989086
-2.63581672458463,3.671219026633982
-2.623168978521444,3.194855577725694
-2.62193504019267,3.115020669015736
-2.612863672077549,2.693216077435336
-2.612484344221768,2.688351884022245
-2.610298021612172,2.5619329603516685
-2.5997510554745267,2.0031937335755994
-2.5808953210018033,0.8772352054288967
-2.57181708298254,0.30634962372683666
-2.563394213812156,-0.20981128363848026
-2.5455443133817557,-1.2412194193888406
-2.543868929432924,-1.3284115305137767
-2.5433000632178353,-1.3603581230826358
-2.5423294875487423,-1.3904491038970241
-2.5244816968860952,-2.2351537546583216
-2.5216744232979384,-2.360682683283721
-2.509105669107878,-2.78549820067571
-2.490803227723429,-3.1641677250869122
-2.489440389120022,-3.194221934014294
-2.488738525405818,-3.1991289662895364
-2.4881614707236848,-3.2059346875529755
-2.4853974122794575,-3.2462188224666892
-2.4843651233575317,-3.2421791205848964
-2.483938970708307,-3.220289262877351
-2.4684207775695572,-3.2689411590940654
-2.462881897141073,-3.2275251776519354
-2.457235222903996,-3.1739930144842914
-2.453574353501702,-3.1001428381239484
-2.4310458025242974,-2.613072043726076
-2.430663218812525,-2.6293308987302457
-2.4303443542797485,-2.6055614497494193
-2.425077985208162,-2.446832780559034
-2.4136121414878433,-2.0870821374949453
-2.413494373813335,-2.0850393597645547
-2.4107284487295817,-2.045047097560673
-2.3892784374964346,-1.351122216405684
-2.38712398024275,-1.2831196598435783
-2.386876641378899,-1.2703042668826117
-2.3755552030599234,-0.9822547067887469
-2.374815823549373,-0.9702966289498811
-2.3530879279164885,-0.5241067394787849
-2.34486351554877,-0.41880309935856447
-2.3446975664906677,-0.37796122574074253
-2.341213275743357,-0.34670874719428374
-2.3290079047168497,-0.30749575332603857
-2.324728463314809,-0.30997104033629996
-2.3234573869416995,-0.30080372771965336
-2.3218305952772464,-0.2915994219251095
-2.313664373995409,-0.32490097343853214
-2.308495686797928,-0.38667100414631606
-2.3078033447505875,-0.40905407420776296
-2.300432816705584,-0.4665489459218676
-2.299945515281231,-0.5074646969589088
-2.2990387364755493,-0.5167047175175576
-2.2872795331689417,-0.706909503246431
-2.273325212223126,-0.9885925895052059
-2.273287819595123,-0.9930473212351987
-2.2707454905642424,-1.0720610028146371
-2.2625979635153968,-1.273820389554941
-2.2616648988733647,-1.3037763539462166
-2.259089216121481,-1.3647067255712733
-2.2373468144509197,-1.9170276270560251
-2.2352430155016396,-1.948811193519344
-2.2308041296148904,-2.05702743676019
-2.228085492348116,-2.116706857957262
-2.214605736609874,-2.3869600425997897
-2.213040144172918,-2.40535270876824
-2.210530104589054,-2.4629865103339426
-2.2096373828949747,-2.4828129977751763
-2.207921768273445,-2.484257024894403
-2.2034227887237985,-2.549126507874247
-2.1868223910555806,-2.6510194945158903
-2.186129747049674,-2.680389006745965
-2.185098478416145,-2.6793307978335785
-2.1817985116395215,-2.7042999675514428
-2.181431590778579,-2.695215826119701
-2.178099105578771,-2.684960546914979
-2.170538531105655,-2.6597549107731595
-2.1694675165010517,-2.6783120829556433
-2.168642989421257,-2.6563909737325346
-2.167910199194205,-2.641549080039953
-2.1666910863596582,-2.627452240809603
-2.1547271320699215,-2.472848804495456
-2.1527128356107763,-2.4671979342732473
-2.1502883678224025,-2.4196909984075416
-2.1411268932991447,-2.2188864765074165
-2.135821996320712,-2.1103659344341987
-2.135346411805415,-2.0771256693161053
-2.1285397415372245,-1.9184397577573482
-2.1282055654440977,-1.898259728356745
-2.127194151475268,-1.8716678011207506
-2.122840248316,-1.7577284831788356
-2.106825369489793,-1.268261400859941
-2.105315448626391,-1.2077943217961813
-2.104872033206086,-1.1752370764453857
-2.0990902740024406,-0.9973231219366956
-2.0941888808387636,-0.8162610297291395
-2.0933258783584288,-0.7900260454708393
-2.0812311993295642,-0.3755686441914065
-2.0780372039080817,-0.260415226742743
-2.0557835967675104,0.49420934513886056
-2.055362363527366,0.5213029276632459
-2.0483852804233007,0.693320938400976
-2.044774178807897,0.7855400456677428
-2.037900507616157,0.9817274176015501
-2.034681126603512,1.0544460071584494
-2.0346101422411906,1.0534695969642014
-2.0166620144268697,1.4275672070407026
-2.0103462458605064,1.5151415812882552
-2.004762775725326,1.5714372854242586
-2.004531179621055,1.5721190403880727
-1.9954413216934597,1.627983267817259
-1.9876996556485609,1.6725399191110557
-1.986434354695704,1.696845695252092
-1.9792735758102795,1.6982901155714574
-1.977642181674843,1.6795501442558867
-1.9755042582806803,1.720406218627755
-1.9708717695778888,1.6765983869614882
-1.968276822849425,1.6685570446550275
-1.9662429607677059,1.642457237899366
-1.9591220644444816,1.585116858199677
-1.9526849862746471,1.5376898495882099
-1.9428382747328237,1.4489784007341784
-1.9393590020810365,1.3968169443563816
-1.9360867306891025,1.3877282731766842
-1.933718263841512,1.2965340572943478
-1.9202329730874628,1.1078182973938264
-1.9148437241381624,1.0267445892988665
-1.8996351704297105,0.7857902880002287
-1.8957049706545683,0.7274607628702515
-1.8956309183489781,0.6941569101900567
-1.8884743575656486,0.6148378319325685
-1.88674325583066,0.576034055455391
-1.8849099275477414,0.5263803449123845
-1.852511816498183,0.05143260659373215
-1.8463870471226904,-0.03613926216398877
-1.8455153023590718,-0.04870166701250586
-1.8429830260557927,-0.12356897005323456
-1.8421309938695618,-0.12122457448018661
-1.8349172822683821,-0.21336647906278494
-1.8337187401680946,-0.209555692759247
-1.8325186514628515,-0.24474037099810983
-1.8234926826836362,-0.36689661610261953
-1.820460516579427,-0.41113197265604157
-1.8063883683677189,-0.5750912562821693
-1.8058970213206844,-0.5571037444616134
-1.8028136119755747,-0.6082394975685712
-1.7985114115215555,-0.669545649091194
-1.795074005231246,-0.7093138493120797
-1.7826637026337988,-0.8693050521244213
-1.7665889723309867,-1.0997673262153589
-1.7639710924689527,-1.1169328908182758
-1.762038123040798,-1.1227752457017692
-1.756673588452424,-1.2406348497248463
-1.7547867814781675,-1.2452337445613644
-1.7291878284446491,-1.6060626140180974
-1.724627262086806,-1.6639908534581582
-1.7244816387763577,-1.6864429071410152
-1.71911180877052,-1.7599467587686086
-1.718010384332462,-1.7950312322896111
-1.7122598584041713,-1.8644930044203105
-1.711692074207986,-1.8732802249659524
-1.7095284124996566,-1.9278158673382146
-1.7069362674214432,-1.939524401685644
-1.6994429274543625,-2.0491779225261695
-1.698908650496394,-2.0727522335392266
-1.6915313226404969,-2.1567936406443997
-1.6793202155366629,-2.301844056883943
-1.6792952332974256,-2.306346576431441
-1.664095317606413,-2.4321684309926574
-1.6609094897218,-2.4475070412336573
