n_harmonics,base_freq,magnitudes,instruments
9,3.0740379560759568,"[-0.53793466 -0.71823775  0.36448048  0.51473242  0.93225844  0.0397378
 -0.44888216  1.00896605  0.82203021]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9974011623322943,0.3951350182807814
-2.9946726410662494,0.17546606166745293
-2.989541023197316,-0.2257106497652707
-2.986455523993917,-0.4605649928832898
-2.9804135342457343,-0.9177238790093852
-2.980226640545067,-0.9306450599897826
-2.977774397632113,-1.1045985469015942
-2.9702987157149576,-1.6116218789741512
-2.9691943350096377,-1.6819209306314016
-2.945930968722184,-2.750007587281773
-2.938218016730789,-2.908017105631797
-2.9373491263641136,-2.9174454301910533
-2.934631146682362,-2.943962762102259
-2.928931041464761,-2.9514168513464982
-2.92589846078985,-2.934434118833891
-2.9133814005661387,-2.6858388820434542
-2.90892477772688,-2.529336015314539
-2.90795494251486,-2.4923657894665374
-2.890240409387067,-1.6073162652547779
-2.877801394275351,-0.8131127761774369
-2.8762967717845687,-0.7133499365686539
-2.871453507324694,-0.3809289850446033
-2.8708617160714116,-0.3427662071215288
-2.8633481618558383,0.17041759018586725
-2.8613499519174703,0.3068984999537304
-2.8608223808041306,0.3381004433542254
-2.8578312284102605,0.5384699288036314
-2.8450933592345735,1.3273598697875932
-2.838651611803443,1.676630903312859
-2.8313719976218907,2.0174237860287514
-2.8306364833214444,2.047242650760267
-2.8282178565388287,2.1450783037184515
-2.828000186910185,2.153987590604172
-2.8269404652123837,2.1939662693537967
-2.8258235051461984,2.2361053904249695
-2.8131362478213897,2.5707425724740918
-2.80916877396096,2.631127498017362
-2.80768407697433,2.6486677464781847
-2.807209455730252,2.6574402377731934
-2.803426309619823,2.677013657736535
-2.7932929816515495,2.6524684398523726
-2.7718106384446646,2.173773512439766
-2.7701524902555876,2.1175754524781123
-2.7595204566248777,1.705049183889072
-2.7496532833991285,1.2798810753793424
-2.7486731586456923,1.2327570641966736
-2.7420344804695596,0.9342811142593113
-2.7323841096239505,0.49470441615260474
-2.7301905235888224,0.3986911428692184
-2.7126843831202674,-0.3065714150791184
-2.706642103767267,-0.5075037844807703
-2.7035436614405923,-0.6005915882363896
-2.702522996106513,-0.6322726728380216
-2.686283661600572,-1.001593684219345
-2.6798674930579756,-1.0943091461104069
-2.672766602478182,-1.162675512176677
-2.67161348933994,-1.171775124392261
-2.661385345884727,-1.211517733956
-2.6539312350095585,-1.2098539306063576
-2.648470518914356,-1.2043647571638996
-2.643330871158378,-1.1839627955536445
-2.636325088390855,-1.1581920482882795
-2.632603322721226,-1.1401152586459764
-2.6286963347417824,-1.126166727749651
-2.622876696476003,-1.1097166838018746
-2.6144874383043097,-1.1029029160855686
-2.605695065129312,-1.1171234067435885
-2.603892868004131,-1.1231780477315692
-2.5954682400149416,-1.1753048701747169
-2.5806649348661437,-1.3533961725166461
-2.5782781335388636,-1.394758710267145
-2.5669073779339113,-1.6105235756480172
-2.563894811773955,-1.6708733485017144
-2.5505991546026836,-1.9874020613300005
-2.5456990264208055,-2.106581477157956
-2.540566330295696,-2.237309086289526
-2.5396171088593573,-2.2649703609219385
-2.525509045971315,-2.5846225668474783
-2.5189399535294177,-2.7167262886147636
-2.515688779283521,-2.770869940028253
-2.5147213218994575,-2.7902034257249233
-2.4971856476592187,-2.973323139028199
-2.4924073423396997,-2.981019719531653
-2.490988818909101,-2.985664278918026
-2.483974497626826,-2.9595007685905403
-2.4825490864383806,-2.9533247807206746
-2.4752455809111344,-2.8757455749637653
-2.4725854701124046,-2.8363382074868704
-2.4532250876221227,-2.4100724781482468
-2.4498478475256023,-2.30973561063126
-2.4464748263816958,-2.2080250821388834
-2.433673092530156,-1.7675017746333959
-2.4327785641118167,-1.7404068764910692
-2.429474298124124,-1.6136046325283229
-2.4220750835518334,-1.3439108139415292
-2.4204550166730687,-1.2848872189734517
-2.4201421376528502,-1.2723733265151913
-2.4102852905886722,-0.9154835821814685
-2.406222939776834,-0.7768267189313611
-2.4035098946449835,-0.6844659185587005
-2.402578434651394,-0.6589247598793555
-2.4021513417444913,-0.6365345840692194
-2.3997790929864284,-0.5649819826181398
-2.3797630616630308,-0.05889382625626308
-2.3789688386878742,-0.04713730313029696
-2.378025067887995,-0.031166687620735333
-2.3673817503590993,0.11337509467233263
-2.366042350990753,0.12786429228570537
-2.3626890003792678,0.15248540808210193
-2.3616624828492174,0.15631856374880063
-2.360406786262902,0.16082451001543455
-2.355702007811137,0.17481920895501918
-2.3543475947990777,0.1754525373680675
-2.349642237858183,0.1686470997179703
-2.349459078521714,0.16866911627891676
-2.3397349176147735,0.10523779219196924
-2.33172912421894,0.011175745916758772
-2.3248347394671534,-0.08966001757522546
-2.3203790727981017,-0.16434918052102357
-2.319024223795709,-0.18305176854636004
-2.3072810272520856,-0.3944356761323566
-2.288550354464513,-0.7088934804938886
-2.2876451769652864,-0.720967673867434
-2.286441488769606,-0.7315685075459173
-2.280973463783016,-0.7986381396810552
-2.2807987785229757,-0.7975731387535948
-2.2787531925081908,-0.8219597444560516
-2.2719419958963387,-0.8657049646187309
-2.2466694028964875,-0.7742465713801583
-2.243189366298043,-0.729102964093225
-2.234620116108301,-0.5720202040289797
-2.232420738124622,-0.5241019058082781
-2.2250542653868566,-0.33777886982594235
-2.2246002348183156,-0.32653899650329704
-2.1858870062675484,0.9580103237525479
-2.185711484087764,0.964980118925528
-2.1784413917365573,1.2106709035401066
-2.1639231889521255,1.6538417486735584
-2.1617149336082924,1.7062227330418789
-2.136092208964935,2.158087990618282
-2.1309337456194286,2.1935385400431504
-2.1275897424020718,2.208742938442679
-2.1266379397469577,2.2109288430758083
-2.124761501729669,2.215889558860325
-2.124407052359607,2.21390491790431
-2.118901841021925,2.2068115599185854
-2.109810203406759,2.148395860448847
-2.1061581634226854,2.116800214632022
-2.1040177888188434,2.0962213932138662
-2.101317132415433,2.0588420306833393
-2.1010718134366204,2.057296956806257
-2.0999930180389312,2.0419164967918517
-2.0985121270635707,2.0209968539899412
-2.0883620338048905,1.8613006299948247
-2.081616242024258,1.737428535991116
-2.0787296262768535,1.6864633840794465
-2.0766388851114006,1.6489657422848776
-2.0713327434308892,1.5469360554084974
-2.0695563598183018,1.5158708089191093
-2.061697219872921,1.3754144920917426
-2.0576698237029847,1.3077245488995923
-2.0522223858661874,1.2220593153907768
-2.0476574594712744,1.1573733312264904
-2.040589323171563,1.0838330451702738
-2.035869660145875,1.0409012872531813
-2.021802179169784,0.9979032749957504
-2.0111566856646235,1.0379822690172502
-2.0078421200644496,1.0628836432971946
-2.006208680318693,1.0808394825718537
-2.000764191255625,1.1432373354244272
-1.9986817186742332,1.1691667843261015
-1.9914059417130754,1.284635786500266
