n_harmonics,base_freq,magnitudes,instruments
9,4.521229652363017,"[ 2.68223633 -0.87077104 -1.0216788   0.57587055  2.56030354  2.19321293
 -0.97115949 -0.89373365  0.00773972]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9954277633682556,-1.6309984776029025
-2.993871043645895,-1.765957533656165
-2.993574024211194,-1.7895664663439355
-2.9923023002282942,-1.8873892578596059
-2.9896875884171177,-2.1072117831161
-2.9866635991302974,-2.3625685471793703
-2.9717225485837657,-3.3642600055147223
-2.9712788172222147,-3.3696303544716666
-2.9700615945439712,-3.4383045108158474
-2.964983079103072,-3.6317559316126453
-2.959083149879385,-3.7445161214122105
-2.955422855149146,-3.7282309359162142
-2.948252349635517,-3.6556842933136497
-2.925601400450442,-2.31675089234211
-2.921896833911666,-1.9482413830500531
-2.8973637278046267,0.6105583225969309
-2.8955605387424472,0.7483917111890671
-2.8941692326627164,0.9041494988462572
-2.8884777001404975,1.3884580374932547
-2.8811522876412905,1.9595827669555614
-2.880375765275506,1.999298094962373
-2.8767196647602375,2.197559492084684
-2.852561689572621,2.328266417722318
-2.8471701009341004,2.0640050967970245
-2.842852247109837,1.7731439729795195
-2.8415730701921045,1.6846858316894286
-2.809204619242882,-1.2671567778373882
-2.805103881106411,-1.6664495973035462
-2.8033153762709073,-1.8132591540037815
-2.8021514648989583,-1.879904196723489
-2.799248153277181,-2.104241092819579
-2.797669971975768,-2.2015640162801198
-2.7910757916796136,-2.588912853798065
-2.7877996018132305,-2.7128611983189517
-2.787475258929721,-2.679409811971135
-2.78554046743227,-2.7138282601362604
-2.782217385901437,-2.7865279264704093
-2.7758998860716835,-2.7855205469220223
-2.768036405733223,-2.6352628432041842
-2.762179004391324,-2.3609566223536884
-2.761748802563749,-2.3364556882302914
-2.757057814097523,-2.0562916441173176
-2.7486284624187993,-1.392003850978137
-2.7410898255407536,-0.7155653602680364
-2.740445544222679,-0.6634456863117583
-2.724031883559454,0.8371869115693211
-2.7135819552796816,1.5750273433550785
-2.709727726228663,1.740750493528338
-2.706396279889556,1.9127479648029366
-2.7053145045490243,1.9198389988913502
-2.7037496396976484,1.958278320521625
-2.6980402092068774,2.071358956655084
-2.696728459159349,2.0677434233261525
-2.694667105481251,2.086095007157957
-2.6885269498581974,1.938203738170074
-2.6837557700092045,1.7869014464433135
-2.6816967025117346,1.6932707559578843
-2.673281871301092,1.1911942808717317
-2.6714476034964543,1.0527545531774256
-2.667960583172271,0.7413055512127713
-2.6637202960672557,0.4132030390227712
-2.6630640267088865,0.3503910691548591
-2.6514841130471725,-0.7170417803901558
-2.646586180844473,-1.1674678210518021
-2.6408237570020465,-1.6857294369419091
-2.6381989841723934,-1.9149884294447994
-2.636243782286006,-2.031047859036758
-2.633209772690432,-2.250189301476009
-2.630058978082043,-2.444217174236476
-2.625507455827476,-2.6949256364055807
-2.6197460900449085,-2.9478034520351235
-2.619512269142153,-2.95404301765491
-2.611990726245927,-3.075490457744146
-2.609870423768782,-3.077018766669574
-2.6086346759054964,-3.087050445449983
-2.606980296594875,-3.054669048665951
-2.601814771977714,-2.9566083368484573
-2.5951828009322444,-2.7090745113888923
-2.5891643281251153,-2.358371643451669
-2.5835725521563804,-1.9832399513329355
-2.5809133489163063,-1.7728973312392267
-2.5717425738806066,-0.9912353052511126
-2.5709930617944172,-0.9406131544307017
-2.570090812239012,-0.8567537928107871
-2.5665934405155566,-0.5557874954219466
-2.5620302635957097,-0.10150140131418504
-2.54957409004251,0.9412341851428202
-2.5455053805997023,1.216002879490245
-2.544605915726561,1.2574633534230726
-2.541727217161421,1.4537885521261236
-2.539423532682989,1.595497513056438
-2.537615006928654,1.691490237018272
-2.5244032191771124,2.2560933340378138
-2.5146244737581016,2.396499252366028
-2.512779732492014,2.4314645390558645
-2.50048614896108,2.296078952017493
-2.493589420062717,2.178203802167055
-2.491880775876833,2.1189970297710277
-2.4867009475754323,2.0262679107400197
-2.4680203805730603,1.5808392733257213
-2.4670017421355492,1.5518261317041937
-2.465687070150434,1.5371763895609607
-2.448637441558387,1.295693716437139
-2.4394404224722956,1.2754129803409204
-2.427339158532799,1.2495945867059852
-2.416888286716345,1.2388552731124416
-2.412639649690072,1.1387435350475155
-2.408567710614019,1.111346209232393
-2.407170459132762,1.0687536619103415
-2.4028193467353502,1.0336078068345587
-2.391650770120716,0.7060063447666028
-2.384658854776047,0.423677053800332
-2.373953812088591,-0.09235418860757899
-2.353356354761326,-1.327365922879505
-2.3486212238613753,-1.5223016944591325
-2.3419784975106905,-1.8456085638903112
-2.3384095220559145,-1.9757037881753488
-2.3374483797652323,-2.020085456234987
-2.336419263343501,-2.0420268762545692
-2.3348530339878266,-2.0920460370707796
-2.3319150893713037,-2.162387007500839
-2.328419792911987,-2.2263085125402355
-2.3227237548357555,-2.2095940393073223
-2.3187347088439387,-2.1447690885212514
-2.311869576010461,-1.9559726096764942
-2.306927494723727,-1.6984531874498099
-2.305627536103196,-1.6607787362720763
-2.303766514243781,-1.5083368988379076
-2.303339796570382,-1.4719206659546358
-2.296038500885307,-0.9591522689132923
-2.294410139255917,-0.7932857879124577
-2.294200606978047,-0.7644591112784737
-2.2925616165261298,-0.6193538005831709
-2.2801610540964754,0.7435023838662408
-2.2745828495371474,1.4220764051514445
-2.26730935177294,2.3310950819018808
-2.256823710021779,3.551465490602615
-2.2565879893037164,3.588742594109956
-2.2537837051200347,3.934948393698973
-2.238671921340994,5.3071885739541536
-2.2308868834260567,5.741588771858526
-2.225187517274289,5.941655037116743
-2.2228455861262955,6.037116807167215
-2.2155728745457623,6.002514731753535
-2.2100650690825594,5.892273142698575
-2.2097902408342778,5.903635858350986
-2.2054878589375484,5.759250744360309
-2.199441213237548,5.418305551676151
-2.1917665146481244,4.88512523165333
-2.1832802905049173,4.166176914909043
-2.1818775661420045,4.085542028455996
-2.179075059381712,3.8086054144867245
-2.1774910304174426,3.6910500810348905
