n_harmonics,base_freq,magnitudes,instruments
10,2.5399117511232823,"[-0.47959424 -1.36966249 -0.10966599  0.51370104  1.38200233  0.58768932
 -0.93184067  0.18688251  0.3082674   1.17030413]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998590935685945,-0.6729318843708662
-2.9865911297977528,-0.5680794168704594
-2.9746667959351685,-0.40019848299160315
-2.9737665984541914,-0.3634457480129923
-2.9625534700547425,-0.020349047248992023
-2.9352162581325363,0.8855209007125633
-2.933246381614297,0.9655882022558598
-2.9228915138744695,1.2971802240808283
-2.9152338183197797,1.5003296612714128
-2.9088396462025354,1.6625793806948457
-2.898311181673388,1.8312974375604125
-2.895279251984348,1.878699953060796
-2.8904930588315603,1.8979709824228876
-2.8792426265591757,1.819332960777713
-2.8728421325703657,1.6857943735266365
-2.8639037150050006,1.5055957946116736
-2.863142101754291,1.4908803081862645
-2.851449999702014,1.0387602408219478
-2.8452948883616958,0.7345904607059619
-2.842987151224651,0.56635803305081
-2.8363519797890957,0.19145619213145737
-2.8309221411298564,-0.1314693058027324
-2.8281012120010818,-0.39207224844939537
-2.8260689621237898,-0.5123870788740229
-2.8190504050926664,-1.0338167555345328
-2.807145561350678,-1.8751934562559534
-2.8050537708342786,-2.006486176468653
-2.804014341119556,-2.126694997774291
-2.790074522159917,-3.0730733693827648
-2.7757802285557878,-3.952793932042593
-2.7714112371970474,-4.189084045499635
-2.764830375625397,-4.516075888080488
-2.7592390712194836,-4.709589726527147
-2.756659654039618,-4.757291262694033
-2.7216977246736906,-4.596453152121171
-2.7216905807192635,-4.598608561689892
-2.7181980756433157,-4.497236170067229
-2.710918067077705,-4.14121570485754
-2.7101740544818895,-4.102310055788613
-2.702557650013497,-3.643752610190705
-2.7020863668859203,-3.6248173039656884
-2.696892330731301,-3.2644996775302557
-2.6947724388829544,-3.103084877262022
-2.6878062460380034,-2.5413975718603057
-2.6876787876736223,-2.604088995700002
-2.681317281826913,-2.050311565244472
-2.67718497137309,-1.6918293079875115
-2.6762958653245965,-1.5793275045864053
-2.6740738166239257,-1.4805030174604719
-2.669407633333414,-1.031585530598769
-2.664408224406886,-0.5560364602802427
-2.659571699396241,-0.1519067412696406
-2.6394769882238993,1.5248947942044675
-2.632213072323989,1.9456418115657816
-2.631384443386632,1.9765147429878818
-2.62954216760442,2.0992821200378504
-2.6273634576853304,2.2158374595786596
-2.6253655687386983,2.3255385907309885
-2.6187295317661343,2.614503599770502
-2.605821491482353,2.9946896669378176
-2.600192414390639,3.084984766149341
-2.594528814481361,3.071757989247218
-2.569001031934649,2.350409354766615
-2.5490591496203416,1.0051268378447897
-2.5398407079949856,0.2479344933919371
-2.5371974586833863,0.04948638756160892
-2.5276054629058677,-0.7722468645693031
-2.51730312235728,-1.7732705204854147
-2.5157806474981244,-1.8811952999850772
-2.508164955850056,-2.5773128939573597
-2.50011845639032,-3.2555629852782237
-2.4683292830644836,-5.254611006099789
-2.4661393631272697,-5.321970069064535
-2.4601340335467414,-5.52449287737266
-2.450953875511031,-5.686141554959765
-2.450371864199471,-5.692596467713753
-2.4501284380710757,-5.686615744165978
-2.445703320069914,-5.708185978970796
-2.445255502614487,-5.711628013318047
-2.442861869536755,-5.745908881430996
-2.433159635344693,-5.633729905805398
-2.394822333080289,-4.096742317305706
-2.386587032211315,-3.5696468589487362
-2.38591183001895,-3.5572052699767593
-2.3646574234137434,-2.264111766097048
-2.362367397974046,-2.120051304790206
-2.3607690308422815,-2.016233715696177
-2.351046949363437,-1.4663764003869297
-2.3463911555217996,-1.2270443773537822
-2.34272778037872,-1.103756457521714
-2.338927781278538,-0.8784549214871769
-2.338044410645153,-0.8771597654037918
-2.3364271184419,-0.7534323137183765
-2.334141274898152,-0.6857360845055632
-2.323261142763137,-0.29900805897908034
-2.318230287143704,-0.1669103562978365
-2.315245809759188,-0.08850457516561056
-2.3131055788188166,-0.08535137710589451
-2.30909890903569,0.021886231146500228
-2.308633984900322,0.059991107346892156
-2.3057468071396885,0.10028244053965102
-2.287275507416924,0.2073380687180382
