n_harmonics,base_freq,magnitudes,instruments
10,1.124463438652206,"[-0.27009669  0.43993842  2.39899702  0.16422082 -1.19546832 -0.74730701
 -0.41029404  0.15522678  1.03029302  0.2653557 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9890194284662117,0.7300732060347845
-2.974040854301991,0.3157408480737256
-2.9734271397343663,0.3327293846233063
-2.9589155900386173,-0.07006613061117542
-2.958858386805937,-0.09717467560977831
-2.9577994022970295,-0.11788780281616433
-2.9439729158588377,-0.5032016957674537
-2.9369195184473873,-0.6852665462231672
-2.9345831702411433,-0.7451451581098044
-2.930588955114861,-0.8635649230374397
-2.925764503200591,-0.9864665369459246
-2.9251403346734817,-0.9960476086019161
-2.9155752939891615,-1.2763054671183942
-2.9018256861293157,-1.6184431036135758
-2.892829100162008,-1.7728212625240924
-2.8927160981117392,-1.8254984147608693
-2.8843922800753705,-2.006325517810531
-2.88373858946648,-2.0321143247950175
-2.883527378429611,-2.0329194106793596
-2.877603127167217,-2.1547486445325403
-2.8746494757051835,-2.2431279495089527
-2.8732359595685164,-2.2342288658263945
-2.869282055865095,-2.352030730776009
-2.8581598229917566,-2.5772237669301887
-2.8525544382518793,-2.690209416529665
-2.846367693287302,-2.8229844689195827
-2.8386550312519923,-2.920331445906001
-2.8346351197716024,-3.01196550113892
-2.8339008973152,-3.0362124651925044
-2.8306904186371296,-3.0706238740032346
-2.8296786765655053,-3.1104717044163572
-2.8291192106030314,-3.091609662487335
-2.826781047803459,-3.131216367768569
-2.826257385448237,-3.1197225572549048
-2.822522016376337,-3.1798661175598086
-2.8203614758417714,-3.2480082499055496
-2.8101350053373357,-3.397076613863909
-2.8077307624325405,-3.4005077958517522
-2.8066658555792645,-3.439377602954802
-2.8055136497557465,-3.4375269629108414
-2.8017777655361327,-3.500159097237936
-2.8003937795347857,-3.477151812916624
-2.7919591865477518,-3.561307487365077
-2.7842254569607237,-3.644515859584106
-2.7636995943223104,-3.8056335440627835
-2.761205155893209,-3.79751496062709
-2.7603527120411018,-3.800041856398863
-2.7571055944158434,-3.7980018115654937
-2.7507287669055653,-3.824827767933809
-2.7405711960922456,-3.875060836522399
-2.730885747720203,-3.8625337259434707
-2.7243449846922605,-3.8682126248413344
-2.722082475606128,-3.862755782155268
-2.7193490767988173,-3.8353781388971373
-2.717332103231011,-3.8136337124707236
-2.709928003903365,-3.8235693740850767
-2.7092239853102216,-3.7762516876864165
-2.7091040591838724,-3.79716852286463
-2.7084146093114336,-3.76081068450113
-2.707018510084753,-3.787422049565268
-2.7015303475289176,-3.7337219277836464
-2.7013014369206116,-3.7839609378395442
-2.7009562835482894,-3.7619295587335064
-2.6908994036509806,-3.6993489387342593
-2.672806753166162,-3.522632927610017
-2.6641065248601166,-3.4271386683106524
-2.661391100761832,-3.3830014896528793
-2.6613543319741724,-3.3576947606042538
-2.6583679574311843,-3.347481295512915
-2.6524412659183545,-3.2372726507468883
-2.6510425787866443,-3.2086465778469235
-2.6501716258007058,-3.2355809934778095
-2.64397979789349,-3.1166013812102578
-2.638949235868762,-3.0488613863840253
-2.6278613908658848,-2.859229710451399
-2.6219678633115113,-2.7475450713716483
-2.616976855104075,-2.6519245896512427
-2.6146199010019116,-2.61851048144575
-2.607551886135461,-2.475949207749236
-2.605937987291406,-2.4556796958277904
-2.5970023102828868,-2.2300607518879443
-2.5941496974809892,-2.201166923519078
-2.59321072003306,-2.1702254883403094
-2.584828220380003,-1.9789376063984019
-2.5790316357733514,-1.8575185641750034
-2.571464055088554,-1.6828615405219882
-2.568505939904573,-1.6150525229894785
-2.5553134082396207,-1.3089027117890064
-2.5495633372835567,-1.1393514388559463
-2.544060677565117,-1.025834154138035
-2.542790329585593,-0.977037913287533
-2.541548187778763,-0.9340995316766962
-2.5395929531005095,-0.9245893176681603
-2.5263001074084497,-0.5229425208681322
-2.4922570470337444,0.314898052865181
-2.4823952301874153,0.572208526779523
-2.480352853382832,0.5850288572034372
-2.478454432851586,0.6533535160792585
-2.4710451217391745,0.7908266627970939
-2.4663510888846676,0.916454419335478
-2.4661733218763167,0.9389347654199101
-2.458992399450443,1.1183609977160265
-2.4583998591728125,1.1263847834909793
-2.4522021907334004,1.2507111291325779
-2.4504186044994043,1.2898083012296637
-2.4503863550777485,1.2848275203376223
-2.4483588499416773,1.337859878347168
-2.4458216518016673,1.382005966850003
-2.430238567867965,1.708119141966645
-2.4264324339914394,1.7624855133975197
-2.4195282895418027,1.9228975860255908
-2.4095235465441585,2.0868548981197588
-2.4046761153371063,2.1682167905919005
-2.3985917900107347,2.2596767117982033
-2.3964739229942578,2.278676817240699
-2.3892641191090505,2.378638407670606
-2.3890378673972985,2.37121906520641
-2.3876427099432087,2.4027521978040305
-2.3704825482856404,2.580944487548836
-2.3647880543296926,2.635244074985203
-2.363840705629399,2.6381889267751353
-2.3498281279261475,2.691529665441396
-2.3446610617222974,2.731910369480391
-2.3274407006914073,2.7359809418861807
-2.3252961051915526,2.753127214090024
-2.3248512966949777,2.7343018007685567
-2.3192024367174375,2.718728006111531
-2.317064721560253,2.7351226116199214
