n_harmonics,base_freq,magnitudes,instruments
9,1.9389087273798844,"[-0.806162    0.93962182  0.28306267  0.38811079  1.04005338  1.45236335
 -0.46191437 -0.21261177 -0.53757848]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.990154359390107,-1.3282070795782392
-2.9878495906077895,-1.2568184199390025
-2.977408792614928,-0.9914877398529816
-2.973053906374391,-0.8229110914159434
-2.972609713421014,-0.8567271466472814
-2.9701381945762293,-0.7443545407385566
-2.9696267748674448,-0.7876611950852918
-2.9662578606734398,-0.6422921595398913
-2.963920408473444,-0.5822491293738692
-2.9607349250686954,-0.5129986305380695
-2.9571469917030595,-0.3742044905075029
-2.947824725969417,-0.09543866448510079
-2.9378399523689884,0.21459441881086228
-2.930064781847989,0.43548295511451524
-2.9250044548015577,0.6261532490578212
-2.922192369624385,0.7054699610933434
-2.911151093996255,0.9610831422279911
-2.9002267971661393,1.2187212443082343
-2.8906175790962894,1.4613231212003865
-2.8903754604483876,1.4989398425833478
-2.888025517188595,1.5304280305839946
-2.888017922657344,1.5275286791525473
-2.875553662248647,1.719878996189895
-2.8706723380772807,1.7668761715248495
-2.856649158226633,1.904010373824833
-2.853279346009443,1.951607881010942
-2.8493990708015864,1.8923573890295229
-2.841526363341429,1.9081278863329627
-2.8290155258386713,1.8554143311112212
-2.8211672855790866,1.7882587841521862
-2.812146349821601,1.6349528754230729
-2.809962179658206,1.624580112434617
-2.8042376641829447,1.5192272653403083
-2.8005906614064644,1.4493555263939883
-2.7981697045259297,1.3719297902785064
-2.790936218976997,1.2340076071046557
-2.788379141372189,1.2121592088761395
-2.7866591968865095,1.1196139461550618
-2.784431808210546,1.090218017822681
-2.7819909451760547,1.0697276410323604
-2.7568517772819483,0.37966330028504974
-2.7556489827616693,0.34391243488734274
-2.7529730539787036,0.2956479989244325
-2.7511191033407236,0.2604163966620885
-2.749790232050323,0.20687223719336817
-2.748596130972071,0.15314040831412462
-2.745314926439277,0.054577793329682406
-2.7450864102388417,0.0873609048180021
-2.7434275798890138,0.034288524469390694
-2.72703548311367,-0.3977255313676963
-2.723262684739738,-0.5324624164689227
-2.7228001131817168,-0.5362783387652168
-2.702792353095581,-0.9861166026689347
-2.697268866684129,-1.0801496272234015
-2.694145871062277,-1.1846163704671941
-2.691497178375535,-1.2411722961485046
-2.676498478570121,-1.4750328719033574
-2.674827867784517,-1.5408885579138947
-2.6689732161919104,-1.567580466676234
-2.666312332703048,-1.6244833973521036
-2.66110572848125,-1.67891978496245
-2.655571047312197,-1.754097717420783
-2.6523759941409577,-1.746097024992465
-2.6511321307859292,-1.8103304216599647
-2.648661947720245,-1.7787946508159524
-2.6422773642878,-1.8118923623538024
-2.638445467146694,-1.867424504144322
-2.637361143709012,-1.8561108612652517
-2.6339550177280353,-1.8942004722562045
-2.6330325260295684,-1.882726108072778
-2.6314592164786177,-1.8719682528458241
-2.6279819368595003,-1.8907559500576894
-2.623877844211619,-1.877305451353127
-2.616934006685917,-1.919769916910837
-2.614402835335213,-1.855613059121291
-2.6080923825263396,-1.9022019067957552
-2.606885263437846,-1.8685366727524857
-2.6033310333380513,-1.88052949578997
-2.6031018860914292,-1.8951052784600746
-2.5890848161702684,-1.8425814684878774
-2.584166925007059,-1.8261420921342177
-2.5834934507465865,-1.8088661168452516
-2.5738459025358056,-1.7818405522818057
-2.5650272676686248,-1.7433125992374927
-2.5620549649633504,-1.7065131327877519
-2.5572133469701743,-1.718690286284067
-2.555372895822866,-1.7228215405309646
-2.543984096298958,-1.6748605253883586
-2.5397448047286284,-1.6960350074349642
-2.525155013122859,-1.690518782576008
-2.524577785969256,-1.6908173914707392
-2.5222934614670316,-1.6818530349637602
-2.5168810257527117,-1.7040833265840618
-2.5026078035253443,-1.7141780703086182
-2.4948564315640596,-1.7843408710026516
