n_harmonics,base_freq,magnitudes,instruments
8,3.684381155579942,"[-1.0387528   0.20146212  0.17238704  0.07967351 -0.21333501  0.7147836
  0.32295444  1.30690289]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9934312199828685,1.4254804947318198
-2.993125385128603,1.4417889170814489
-2.9835324663836813,1.9254879842770105
-2.972051200985171,2.4165666787317996
-2.971779605728578,2.4292606160330656
-2.9715587890139195,2.4450714674653686
-2.9561979262663227,2.955298845218767
-2.951599184489509,3.051732170698988
-2.9388455822882795,3.1961698216359276
-2.9342447903678073,3.196689305990372
-2.9130648194406765,2.780523121287524
-2.9092551378710034,2.6543766138454097
-2.905817646891465,2.5156048851215305
-2.9020595248796193,2.328466810269116
-2.8954515748330207,2.0069603840787025
-2.8947802184916034,1.9542046876438401
-2.8857535669505907,1.4290451958711483
-2.8823495765410163,1.2243750044653996
-2.8802764958068434,1.0738337140433183
-2.8758206518823686,0.7771610662017806
-2.856858510437508,-0.5144629445943782
-2.8438137500611624,-1.319847216889898
-2.843364544901071,-1.3432192674358798
-2.834273927960742,-1.8448791419695312
-2.817302513848481,-2.5262661897036716
-2.813014631086843,-2.6311968958290244
-2.8057855101365954,-2.7717852165349983
-2.769450597129885,-2.539316161813583
-2.769243256358246,-2.521575763957577
-2.7684710554293646,-2.5112180893346308
-2.763928350333485,-2.38869375005378
-2.7626481265924294,-2.360616895316906
-2.7558620538137433,-2.1446953882473534
-2.7532769333512714,-2.0722975335259526
-2.751308761402391,-2.002692800901349
-2.7457802525001336,-1.834253689793915
-2.7442506358436995,-1.7957775932451283
-2.735761820777343,-1.5306285952758063
-2.7339778364586964,-1.4755343807972319
-2.7324565133483523,-1.4181254865287238
-2.7259742191326666,-1.2395354926884259
-2.721084810095961,-1.123694405986782
-2.700918234195508,-0.82238135461637
-2.6984940807392284,-0.7930114619767863
-2.6984935592271677,-0.806734278247663
-2.6846286113080167,-0.8148934976758521
