n_harmonics,base_freq,magnitudes,instruments
7,1.9270005947206799,"[ 1.25530365 -0.97305245 -0.41698362 -1.57692576  0.68489722  1.22486363
  0.33390263]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9931836090183235,1.2951554472945925
-2.9840334765033614,1.4503542928171587
-2.983656928269739,1.4453899299072175
-2.9743383052207113,1.5937872934222665
-2.9718391104173003,1.6349366255637312
-2.969208795281697,1.6750023307187996
-2.9677361625921264,1.6927870231114852
-2.963537653658937,1.7450795851233092
-2.9585217515796893,1.8124937507304786
-2.9416051017305738,1.9974306454502195
-2.938858739745,2.0257360272963485
-2.935126329157449,2.057857992367963
-2.933096943960999,2.0764846840267333
-2.922339026999719,2.151531275829886
-2.9087744435769456,2.1919738267851976
-2.8957810390071876,2.2132532499735205
-2.8922208077758578,2.2004557293878695
-2.884063502149722,2.172460279400426
-2.8802807638971033,2.1633843292465134
-2.865767033996978,2.07634469354379
-2.854392388184591,1.9707802174130304
-2.849951518604926,1.913609438077652
-2.83844530962791,1.7581046021942692
-2.828224642440736,1.6022190085207546
-2.821884600545313,1.4962323388203957
-2.812910764048582,1.324340001843293
-2.8087116284248212,1.2410256638536723
-2.805397737060696,1.1865752344893796
-2.80395267163012,1.1528393050637318
-2.7997361750992704,1.0579499742216092
-2.7990019766976277,1.041476218776655
-2.791534791058503,0.874781856671533
-2.790353117137147,0.8562818034152687
-2.7693549518102865,0.3667790120310682
-2.766800608027891,0.31004584746005187
-2.766660407692064,0.30508948723824164
-2.7639013304269664,0.2347173665613096
-2.750673201989652,-0.07241926372122974
-2.7477561369213017,-0.13654941363115813
-2.738895515199524,-0.347657536723975
-2.731739485862062,-0.5136453690776167
-2.7312176855926085,-0.5218920912862304
-2.709402870288267,-0.9933207250060451
-2.700803750518716,-1.163941808486461
-2.699680084638034,-1.1936930754896347
-2.6906559154944434,-1.3466107249861439
-2.6799616095301406,-1.5182104740103675
-2.675126192098949,-1.5972721747936427
-2.6745743524845995,-1.601072215732421
-2.6733752513231415,-1.6208766422613148
-2.6694333615785757,-1.6735029184178525
-2.667039171243431,-1.6955695612125008
