n_harmonics,base_freq,magnitudes,instruments
9,4.7688587919567995,"[-0.55828851  0.46258166 -1.19495243 -1.22685077 -1.05701537  1.54351303
 -0.24184218  1.75352133 -0.59836126]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9960239851192494,3.3006524372482495
-2.9928475033583686,3.1060530644979125
-2.9878790204618513,2.8155897716523715
-2.9810892725404603,2.302677593331146
-2.976228276358668,1.822871975545223
-2.9720847765855094,1.5094511019268269
-2.970378124608491,1.3272044267871452
-2.9697610517656496,1.2462812983096925
-2.9617172524429156,0.4812472666376845
-2.959831389729959,0.3464301044778043
-2.9541884369905675,-0.14100376714207627
-2.949565364654812,-0.4893830664192299
-2.9366896692119804,-1.1095858369814209
-2.9307848785653556,-1.2482751116174147
-2.9257109862509205,-1.2083977566337538
-2.9250779632976127,-1.176895474135267
-2.9208867421531157,-1.1208670071660982
-2.9158880544605337,-0.9445488779687211
-2.9124573617268155,-0.7934901290429257
-2.9027838007696256,-0.09557835709683679
-2.8979110104948225,0.31024649939376714
-2.896146258144671,0.47354910266322364
-2.879304215479919,2.002176680703946
-2.879155980959066,1.9837385016893556
-2.8757540859162467,2.354158622177121
-2.873242309515888,2.5191439058219944
-2.8647624377026766,3.102181239776231
-2.8605752438212364,3.3351466846915647
-2.8604315365839694,3.264677197161745
-2.8559125111731216,3.4199466893067627
-2.851000290923009,3.4750182244371497
-2.850300556867172,3.4799173107154435
-2.84817972202314,3.453421092936959
-2.8461447597748837,3.439504138880882
-2.839596720368366,3.234854485204061
-2.8362120311375367,3.0266474862016084
-2.835886043820147,2.9872973894897674
-2.831933479986491,2.7465022690400978
-2.8312603201140885,2.678463856514901
-2.825961459880311,2.219661657363236
-2.8253688336603027,2.099032869070957
-2.821754905232873,1.7638024705881485
-2.8104281685892274,0.4006540186775674
-2.8015835865587504,-0.771996313781075
-2.8001871850963904,-0.9388825892565795
-2.798672050993977,-1.1267493200387262
-2.784206636921568,-2.8794017841211184
-2.7839859820299284,-2.868777664028799
-2.7829176742795143,-3.036457384638234
-2.771910692598631,-3.981207933597283
-2.7683488970590773,-4.161635219910118
-2.7489214337615415,-4.55532677183402
-2.737895828878015,-4.248126362301517
-2.732242842255957,-3.8268541422472495
-2.728414282732274,-3.579745048181382
-2.7138804805114267,-2.4268074927472782
-2.7037569272944566,-1.5041795185960511
-2.702258854337531,-1.4047714875089121
-2.70217259969162,-1.3822060058215506
-2.6989428334268606,-1.0826524874395955
-2.6970414961200833,-0.9855732347087822
-2.6949866006196768,-0.7876382582008287
-2.6946463445537203,-0.7643112875486009
-2.6870355574189775,-0.1868375674058885
-2.670596376667261,0.6314099992784138
-2.6625545396819437,0.8503557121909493
-2.6600366752810265,0.9360208992632238
-2.656219759061065,0.9931857014504765
-2.655423945188703,1.0533036541234895
-2.65195603872677,1.0260012058187362
-2.6509727468829523,1.018524566402606
-2.6389877205636894,1.0319375802182649
-2.635886058658449,0.9483126216657
-2.6358173289781046,1.0068130442139245
-2.6334630185411747,0.9050545904051445
-2.630537324921178,0.8491649324840976
-2.592007775550194,-0.20857337861372605
-2.580714131918321,-0.5506818935311512
-2.5780127423115093,-0.6103393474987578
-2.5769747497678894,-0.637378873296899
-2.5749827478614478,-0.756517784259671
-2.5530896276729234,-1.128010326758976
-2.5387886203675496,-1.223936868153963
-2.5386879461228755,-1.280619349141471
-2.5372718289846974,-1.305287512160375
-2.523814531959281,-1.1742271992156939
-2.522728851043179,-1.1681989302692544
-2.5203016160101184,-1.1490892908082095
-2.511666779860009,-0.9521816863750968
-2.506962769340297,-0.7886485738277751
-2.493239447841705,-0.3830594115896884
-2.484420204504808,0.04667165799515511
-2.4741458079509338,0.40618243997927683
-2.4740848558352386,0.39095634236198173
-2.4716007493545025,0.4683669815806739
-2.4652064300038696,0.710941697615112
-2.4629410113691064,0.7666770975945102
-2.45492432448958,0.9262748240772409
-2.453666460209992,0.9667326320991826
-2.440575366435789,1.014709465251947
-2.4404042628093485,0.9819896658857754
-2.431801971843567,0.8447175728194106
-2.41600794267766,0.3129019513239622
-2.41279515169328,0.12526923842223509
-2.4016093727370507,-0.3424235893559508
-2.394764359106589,-0.7464068749109886
-2.38835191946135,-1.0856801184011649
-2.381883983899197,-1.3722414113681332
-2.3806559831154743,-1.3978417213585725
-2.3806267730887045,-1.3790546888066684
-2.379435562161772,-1.4790279137750093
-2.377481033057512,-1.5674603329653405
-2.354858290714008,-1.9937674235136675
-2.3427905759870953,-1.9420316009152174
-2.3351438690983457,-1.7267693970070779
-2.3316184852427293,-1.628187817809299
-2.328027978892033,-1.5360436468848961
-2.322434306722906,-1.4133792817715138
-2.3176488215865616,-1.2834782357291616
-2.29334843866559,-0.853389841842747
-2.2843288704263154,-0.8624220840369
-2.2827893102681847,-0.906647894153386
-2.276739602224548,-0.9617093602654991
-2.275192950202935,-1.0088538939165796
-2.264432060295466,-1.2402119285131052
-2.2466648543079857,-1.7199271868744839
-2.244967622270343,-1.802351628591269
-2.244541577461635,-1.8232270543220304
-2.2444858244984647,-1.8262944416680549
-2.2357739539535286,-1.9183420517045717
-2.2278030224871164,-1.8237086168088148
-2.22742818461895,-1.8362300319293068
-2.2189104374952224,-1.558695353593837
-2.212233607085956,-1.250748092796875
-2.176363585221842,1.9793960698739497
-2.160103451689272,3.3162108136106823
-2.154722310864149,3.6710644751764137
-2.1421963092002807,4.042681729147519
-2.136613299401981,4.05525414234981
-2.136033337972634,3.999874857620622
-2.133738106349841,3.9413416826992633
-2.1232450556727547,3.44002804835849
-2.1187321263103485,3.049867045426265
-2.116330832233638,2.7895901585076657
-2.1149699322151347,2.7008119715105114
-2.0826700461246537,-1.5578735810731463
-2.0765073562166405,-2.3041958076048985
-2.074581756333596,-2.4476362622708936
-2.0677166509812457,-3.245721996325213
-2.064638431680047,-3.448853945884567
-2.0557355321902775,-4.037179508072014
-2.0380979684896174,-4.338755934698975
-2.033268247106233,-4.263640504974413
-2.0201333983405405,-3.6466793249547087
-2.0145109926543565,-3.313320837127347
-1.9985517606883771,-2.200894367012432
-1.9914763321292286,-1.66796509804017
-1.9908780659222105,-1.7265173475250937
-1.9894190574253672,-1.607775002242962
-1.9837492163091814,-1.2491298114917726
-1.9831546902982935,-1.299843702374306
-1.979668196066952,-1.1279480591336561
-1.9785932749488306,-1.099555101055185
-1.9751027383650863,-0.9309476362293125
-1.9739351702299468,-0.9569678589080708
-1.9717899294043146,-0.8402017802306325
-1.9717618427144121,-0.8098197954201927
-1.9662545925488075,-0.7049144014463878
-1.9627883728178925,-0.667764551264006
