n_harmonics,base_freq,magnitudes,instruments
8,3.9573396765248203,"[-2.41387297  2.79251285 -0.35790508 -0.52417715 -0.16330243  0.18117707
 -1.74344797 -2.11477353]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998949010157328,0.3915741423677621
-2.991580009353566,0.28719502118211127
-2.9906993760669582,0.27391460217773506
-2.990429007167726,0.2705034379610236
-2.9824034333509433,0.1578773070912391
-2.9749590474925403,0.06337636410554501
-2.971443580007368,0.023304871673134546
-2.965461542221975,-0.03752107127611114
-2.960219569663626,-0.07996889936666991
-2.9540879181552944,-0.12077418534509067
-2.952521006845668,-0.1283041464779705
-2.952328276532988,-0.12964478923564743
-2.945559996366439,-0.1574691731446585
-2.939414501161611,-0.167397438311681
-2.936676078492915,-0.16943621266176495
-2.93400335725359,-0.16830087273643898
-2.9336089287149223,-0.16865443494469262
-2.931651655744405,-0.1665415364144149
-2.9297750373875626,-0.16339999493371843
-2.921156511967848,-0.14738594483699982
-2.918357925926504,-0.1395068587926907
-2.9144343292363897,-0.12854265811352003
-2.912787729048873,-0.12245931549812154
-2.9119608088443325,-0.12030587522985006
-2.9086405859441564,-0.11021226304661066
-2.898344901989784,-0.08403567795557804
-2.8931708117050023,-0.07730445144322906
-2.891161581825906,-0.07602794989408096
-2.8876154985408027,-0.07598411604076391
-2.882798804818703,-0.07736814724989036
-2.881978998581293,-0.08083069418963021
-2.8713014629887086,-0.11339491350047115
-2.870686900330334,-0.11620275592870388
-2.8603485260005543,-0.17812929010843048
-2.846216042083276,-0.29502183527506204
-2.8374840707535514,-0.3762119588129072
-2.8300951631353923,-0.4456760589912664
-2.8255640528419996,-0.4828471516132014
-2.815871539170142,-0.5503750421065297
-2.8086567471584933,-0.5794595208492128
-2.803492960436029,-0.5868048652879476
-2.8030163722336976,-0.5859911222396578
-2.7955421650219856,-0.5768773504170274
-2.7910108038559156,-0.5568772349602876
-2.7876222233000383,-0.535455483117542
-2.7855452171027943,-0.5183506839581107
-2.7767327686375483,-0.4262341637734743
-2.7748349170720177,-0.4014711576745423
-2.7730320170300775,-0.37660062207690914
-2.77197733641665,-0.36166870366206016
-2.770454436387044,-0.3388872854866096
-2.769853989908704,-0.3289644957058001
-2.7642768100097053,-0.23806970436038272
-2.755935458474688,-0.0834035557415604
-2.7479328070431475,0.07174948403859663
-2.738660953636556,0.25426525465009703
