n_harmonics,base_freq,magnitudes,instruments
9,1.331068939173294,"[ 0.06520479 -1.75505211  0.36624269  0.75166423 -1.36525672 -1.7181414
 -1.3387056   1.16341123  1.44281467]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9937077243641723,-3.200639269495584
-2.99148271904928,-3.238521686452504
-2.990724372919023,-3.214417811056014
-2.9906520557745293,-3.20826277831755
-2.987678928239179,-3.2494009923823204
-2.98482215047223,-3.2555845558274243
-2.9825011380197255,-3.268637923232979
-2.9779300177039363,-3.2608213545514504
-2.9649411990774457,-3.305749404085659
-2.957011162360562,-3.3430888684510567
-2.9393769918224755,-3.323115270671208
-2.937743376705402,-3.3198431514956424
-2.9314608705759393,-3.300573469508984
-2.924359660487289,-3.2998029941882177
-2.9213052484830615,-3.304452061651301
-2.9202015340737164,-3.27320981787201
-2.917906457228364,-3.2640289955684154
-2.9138559484320594,-3.2734888128577864
-2.91249943250659,-3.243039313361587
-2.9075067736981386,-3.2184533441253182
-2.9004626945401055,-3.1871889031982246
-2.9001331384526896,-3.1862304344314025
-2.8998769684261463,-3.1843019137107955
-2.895574280537504,-3.172689333819719
-2.8740917177942524,-3.021980982598503
-2.869109416910635,-2.9279321510169396
-2.868214663688214,-2.9790063737073846
-2.856008320994923,-2.848784527731599
-2.8503417668239526,-2.7793404396854293
-2.8439471170541726,-2.725249023514066
-2.8350079840142106,-2.6082025696685434
-2.830367085025754,-2.528243247998291
-2.8228728088344996,-2.4305079171000443
-2.8191789911701495,-2.387600837520122
-2.8132967514926737,-2.2862152836744323
-2.808807565654358,-2.216580347629821
-2.8081377078782523,-2.2310398211560054
-2.807504650744736,-2.219894093762128
-2.7935459007602135,-2.003966695614609
-2.7931658240531196,-1.996216751142088
-2.779264197798154,-1.7531154576610888
-2.7649832288435063,-1.5047935878788912
-2.7610513457133194,-1.4508661606436706
-2.755242963569123,-1.3311043204441366
-2.7536380241872207,-1.2995780674352582
-2.7466419447566466,-1.1769425959718152
-2.7459273769002186,-1.1883848251260745
-2.7384598375103923,-1.0255425462549772
-2.730894273217295,-0.8911609365122344
-2.728552599084537,-0.8355717060478367
-2.7243754266119753,-0.7828795455823454
-2.7083716283644037,-0.4407056796996043
-2.706673878202926,-0.43464546739471094
-2.701525855898426,-0.36112055731175685
-2.6861349002965955,-0.05740092315464913
-2.6779152352512483,0.08722419638637141
-2.67171532045795,0.21781478492575976
-2.6654455033614948,0.3021231357892811
-2.6560400019270816,0.48292746770572015
-2.6504234452258926,0.5712970113763561
-2.6275065386217684,0.873711232449306
-2.6072069431017564,1.1353832904646883
-2.600724744679578,1.2010099232865508
-2.580173589703109,1.3657757761077562
-2.57823463999368,1.3559297938791108
-2.5753714936484373,1.4090063187259898
-2.5738111149654364,1.4060973528342364
-2.565565368525312,1.445331293560209
-2.5611824035786857,1.4621041150423364
-2.558101280341542,1.4508720213211594
-2.5578852278585336,1.455235852956455
-2.5509939703735878,1.4590945777932611
-2.538644783765699,1.4747551512597055
-2.5378378876352534,1.4591130746456273
-2.535723244780389,1.484029955833384
-2.533917071392362,1.454282261679316
