n_harmonics,base_freq,magnitudes,instruments
10,2.2386761643398434,"[ 0.70555039 -0.67805015  0.69178579 -0.26187276 -0.18144066  0.15615818
 -0.34867632 -0.19624728 -1.65915717  0.72793714]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9929562389443705,0.5210815842520038
-2.98991863352275,0.5999587973632945
-2.9715839057544864,1.109123910611955
-2.9658118369500266,1.282883192990918
-2.963595241265122,1.3515799873142105
-2.9585740336467614,1.4881203195599395
-2.937564676704589,1.819271188187109
-2.9284438687898913,1.9893759043819448
-2.918459438672257,2.0861609211744288
-2.9139840201593525,2.099053089629202
-2.9059801701651846,2.1083933841762943
-2.8997201776796766,2.1204695024744975
-2.8964065367249416,2.1528903954212875
-2.891483657425818,2.115697991736142
-2.88647872840349,2.0929903249786252
-2.8843085394430994,2.014756063715861
-2.8665003784115957,1.8525179102727527
-2.865164886023061,1.7699361457756564
-2.864567749590776,1.8262081432445523
-2.8631505262191976,1.782551326383318
-2.8608839325560993,1.7396238157264032
-2.847677951743401,1.5316520850241528
-2.846008508621439,1.4622701500934923
-2.8424690289144454,1.4138236000541187
-2.8376420878033635,1.2967828543300017
-2.836913243535639,1.329391541189699
-2.8340425668739746,1.2913471534189152
-2.833589399990071,1.2354625627009572
-2.819418936864281,0.9691643337288125
-2.819247433710056,0.9507355133607157
-2.8173375419525764,0.9373182783083456
-2.8161374065408475,0.8726640885725745
-2.7863466469138043,0.405009955866867
-2.7739211946727984,0.2999968971861137
-2.772757569762196,0.24828670506990677
-2.7581303470227314,0.19872101065681247
-2.7519414973114458,0.1769227363148182
-2.7417417647664943,0.23488293058206758
-2.7411311280222073,0.24841142146237027
-2.73429872125534,0.29104958854301
-2.7321437665043566,0.2818412195967754
-2.7297121406586093,0.3267147100663522
-2.7287418474159457,0.32498509318522395
-2.7179322798992116,0.4080969359468244
-2.707212199121602,0.5288856665118172
-2.707018470260442,0.4958189202796991
-2.7050224243833747,0.5577248810074416
-2.701249000943907,0.5648343190992055
-2.697614819795604,0.5634642554673013
-2.6929265297406335,0.6723440504885555
-2.690289221464126,0.6916487152158108
