n_harmonics,base_freq,magnitudes,instruments
10,1.7548977981953269,"[-1.96380783  0.60902355  0.43186041 -0.28296034 -0.56665407  0.2627525
  2.0511648  -0.78128385  0.01599387 -0.85995558]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.989519313411707,-0.7352848553969695
-2.984377751912633,-1.0639378906125507
-2.975886745743575,-1.5455331453338539
-2.9692024074745227,-1.9377133154557034
-2.9585510900540113,-2.501094749245634
-2.9442458290772215,-3.1469298250235576
-2.9387914678529823,-3.4335871255809685
-2.937839714889768,-3.4315518557840914
-2.9354440745548818,-3.545425674709575
-2.934253608156817,-3.5685590687487494
-2.925831090649597,-3.8677703577466853
-2.924066314384067,-3.9222232656671543
-2.908307055756138,-4.335641326341004
-2.908094223885512,-4.344984571703937
-2.899349897351885,-4.465365968686414
-2.892565606742826,-4.5094680464284895
-2.8757949961498745,-4.479643251138552
-2.874151917971215,-4.482855805593686
-2.868604266047218,-4.406843723859186
-2.857677460997972,-4.272878532459663
-2.8537932875149243,-4.184104656901258
-2.851921912078878,-4.114375383132343
-2.851174163614792,-4.106326488801341
-2.850557156383907,-4.1440120955999635
-2.8496582446369207,-4.085582336641656
-2.844911900894862,-4.006418371427833
-2.835312944906909,-3.73184370043359
-2.83474537148163,-3.7232216012963715
-2.8262090298111815,-3.4350583860997865
-2.8223067540541256,-3.3291991659177795
-2.8188521772875053,-3.1993432331127956
-2.787757353789007,-2.0594637148744646
-2.780692531311429,-1.80259087467224
-2.766379130244714,-1.303294552896879
-2.7645291182431615,-1.250605258162247
-2.763404928463655,-1.2379279239669996
-2.7525880059101087,-0.8803268996565996
-2.748844829229597,-0.813248729672063
-2.731285983852497,-0.3573269786418425
-2.7280034327776237,-0.27076232816773427
-2.7231581008278494,-0.1566436425943915
-2.7222011178566046,-0.2003572082697673
-2.7166951914103006,-0.0749989593033382
-2.7157678621201446,-0.07131886915857111
-2.710445210630666,-0.0020003242313189964
-2.704669990761307,0.03899102307756741
-2.692800001941425,0.04958220175671406
-2.6880679245283736,0.0685951461941762
-2.6817152328571288,0.04570623772270107
-2.675077329844004,0.018184933512342343
-2.6744829625706004,-0.009236690552526173
-2.6650412646831767,-0.09506980673414597
-2.660372687917306,-0.13834523013437863
-2.6497126531467554,-0.29728242836055807
-2.639413549174682,-0.45888033496936326
-2.639169458832069,-0.43479659140171034
-2.636231459039731,-0.54835105389126
-2.6266298861335837,-0.7273211758241092
-2.625131662064577,-0.7587285781037963
-2.608161658640436,-1.0747193694532156
-2.6060374982822414,-1.1663033953580175
-2.6050972540680077,-1.1116350180595467
-2.590544384267002,-1.4312508794660295
-2.582455196178868,-1.586015551583016
-2.5701426818166357,-1.7797885963770375
-2.557178435713742,-1.9868634180545266
-2.553516048855535,-2.0030599618378506
-2.552460878481753,-1.9887942958494231
-2.5318081135318113,-2.1430025161305317
-2.52263331628819,-2.1554255580319452
-2.5165668367209957,-2.1410090272551145
-2.508980653927638,-2.1255376468934792
-2.5069137744338894,-2.097902044538708
-2.5056860068577382,-2.0895084715388874
-2.502793458374292,-2.0432397381607603
-2.5011862149046404,-2.086079857305104
-2.4843746213899403,-1.9170468457315857
-2.4785411892752007,-1.7989099781192777
-2.4729367698086735,-1.7459801138714508
-2.4710535416216324,-1.7217645438084284
-2.4706219387537067,-1.7182845590516433
-2.4674786341152943,-1.6843544583230128
-2.4656383822048387,-1.661705780303069
-2.4560130412877044,-1.4766235946501984
-2.4508736731056313,-1.4292375308436556
-2.44185317620003,-1.26294890191916
-2.4258893612635672,-0.978193076194442
-2.4178702470996294,-0.800299610175007
-2.4159853909563935,-0.7643034668876246
-2.398307585641049,-0.5220034570442806
-2.38782813466676,-0.36999867105209094
-2.3816275864889134,-0.29628942859602664
-2.3743365043663887,-0.23401429289552325
-2.3683059042910917,-0.13468149936454787
-2.3621635862576422,-0.15429646803040678
-2.3568371002479864,-0.12462113695620233
-2.355522133791975,-0.08816086351743375
-2.350116072111069,-0.09468699420504686
-2.338045963903747,-0.08289184639510279
-2.3377357722505803,-0.0735951465708833
-2.333006752049521,-0.07884834035690116
-2.323289055108894,-0.10863418411414927
-2.3207427054541236,-0.12792490629343542
-2.3180005680327307,-0.1392090038696314
-2.3159420356090488,-0.15358454921242948
-2.313018655401899,-0.19054032904736973
-2.3074996611145733,-0.2521766434805836
-2.2917920905864166,-0.4059018441598816
-2.288776179561511,-0.4335498701333102
-2.2864203004421926,-0.4236346433827579
-2.277776898783236,-0.5521706391651666
-2.276649402047266,-0.5857334405324536
-2.2716586613009437,-0.6475847488288939
-2.2682219645702704,-0.7097763183596445
-2.2567313193382885,-0.8471768354333338
-2.253789723462422,-0.8805525491261805
-2.253483823850479,-0.8989605166229307
-2.2495995882590747,-0.971134193723745
-2.2410902016748824,-1.0482008960717324
-2.233105015104865,-1.1764339677226379
-2.211949352683382,-1.4350356287168062
-2.2045073609973045,-1.4389333339562989
-2.203723456622061,-1.4596267260132947
-2.20175926106832,-1.483060703018905
-2.1857859818380794,-1.6325737468956631
-2.184371741510475,-1.6173889241683534
-2.1695686466198625,-1.6658124937608025
-2.162757827734057,-1.650095307103261
-2.1561857636314796,-1.6602850435899934
-2.155783117010854,-1.6736269572997577
-2.1443727633608134,-1.6211730218884273
-2.1352038966246134,-1.611163280789044
-2.1350516530946617,-1.5829237441775408
-2.128440176298086,-1.5625557687161813
-2.120291660303632,-1.5113495595736202
-2.111377924553507,-1.492448007307723
-2.110887020585309,-1.424224672717683
-2.100427132652345,-1.3476820336189193
-2.097244109357968,-1.349621204729405
-2.0950515672671752,-1.2912626609492388
-2.087828526214886,-1.2685902238876552
-2.0805988021273203,-1.1918550877591905
-2.075085741544383,-1.1523584513718632
-2.0671438687367303,-1.0719730971427972
-2.0651071116624964,-1.0320698205579797
-2.059789644066849,-0.9916934034998229
-2.0586054982501403,-0.9430033125547325
-2.052028800776297,-0.9037138971758285
-2.0341766600809086,-0.8231776646278136
-2.0260101606466354,-0.7707015421457082
-2.025413144925168,-0.7300449637463851
-2.0126621301351832,-0.6939594343206483
-2.005933376785655,-0.6411025459443065
-2.0016981825492204,-0.6419943077161118
-1.9959825877341415,-0.6416384196203396
-1.9920069074255013,-0.627569652581468
-1.9835934729173696,-0.5937807391419873
-1.9799479622907201,-0.5961338883983363
-1.9725704543738243,-0.5371006406790417
-1.9671894144747848,-0.5801818598452668
-1.966249435820781,-0.5391214532270873
-1.965293936411267,-0.6137630367545239
-1.9343809257695144,-0.5521894782680379
-1.9228558220935077,-0.5422515976903547
-1.922335506674223,-0.5477357888897766
-1.9054780707530936,-0.48056259516505717
-1.8938630988815177,-0.45328243184821265
-1.8872597319187665,-0.4039745296319927
-1.8862972504863667,-0.3374606131261084
-1.8836359959094036,-0.3611639792727045
-1.8708058976075808,-0.21888513372143026
-1.8673604437826232,-0.1602347856811306
-1.853931706134319,-0.03231022627499962
-1.8535395198821631,-0.017999220292519918
-1.8353615688117986,0.23404085272211456
-1.8352276586515475,0.24927352375758197
-1.8265090638234511,0.4156372894402955
-1.824221132757345,0.44324974398851874
-1.8126234300518316,0.6821691386092268
-1.80892364665994,0.6977544754567351
-1.8005218283096147,0.8946828035464055
-1.776980673155117,1.3927746604148252
-1.7682422570634655,1.5836992217381152
-1.7577534929074052,1.7578221991646958
-1.7542400698743046,1.838419107991406
-1.7459147161484507,1.9763216855101216
-1.7428795133103672,2.0408527550454183
-1.7190121877963747,2.336121998897257
-1.6985926521676735,2.4855790335019985
-1.698016250788252,2.441068616840497
-1.692329690552193,2.4865705949336294
-1.6818659831783924,2.4864653788721633
-1.6760545693476598,2.465857297977554
-1.6740829813675975,2.4423185897152857
-1.6699437950788367,2.394717530330551
-1.667523123369412,2.3987147916652596
-1.6654645170440556,2.3930322508993314
-1.664414216528968,2.357893867511552
-1.6518273053321313,2.2186894449062304
-1.6507604461598542,2.2169932242932195
-1.6499927349439047,2.191889337225746
-1.6479078619703371,2.1686315725623353
-1.647204068146662,2.136130777568341
-1.644171435371684,2.0927185250112865
