n_harmonics,base_freq,magnitudes,instruments
10,1.6963744473058329,"[ 0.53259029 -0.69471603  1.7964727  -1.53429727  0.19261979 -0.43095774
 -0.64330126 -0.11795286  1.08565883  0.41559057]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997565186030473,2.3201162538119093
-2.9902409346515846,2.244167405658537
-2.987757759068926,2.210775744386942
-2.986127080305325,2.200753078656704
-2.9842866540276978,2.1699104536797207
-2.982881024789208,2.1502766503752464
-2.980165047834456,2.090580206430505
-2.976525469033496,2.045896306423641
-2.967319811961197,1.8535356208435874
-2.9657563907670026,1.8447960341590386
-2.9590933817680534,1.6615318150101068
-2.9424036412557744,1.1915231210917747
-2.936305925571986,1.0008216797757925
-2.935821305825892,0.9971940923232956
-2.9348327656005413,0.9531260738161522
-2.930417715956162,0.8332745615506914
-2.930230053673278,0.8148271419706025
-2.9298557480266982,0.8052903691836337
-2.9235165943648616,0.5907256681026831
-2.9083517900838585,0.045575608870648994
-2.899804718772776,-0.26873458661752064
-2.897229162129208,-0.37028056535258724
-2.8825410643195264,-0.8894166912852954
-2.8775112204274995,-1.0999816581907327
-2.8743869252278538,-1.2123913190370053
-2.8694516881722416,-1.387478111574091
-2.8680090086255694,-1.451484540662855
-2.8648986503115745,-1.5451620208217454
-2.8556068585903853,-1.8785523264585844
-2.8344635781603325,-2.542588713673271
-2.8296554590086753,-2.657924070781568
-2.8277159635352165,-2.730350195085993
-2.8142971297434336,-3.05980923254278
-2.812438169728832,-3.1201524561726943
-2.811694436586608,-3.1258894494324654
-2.8072130947388705,-3.216232043047978
-2.8052624458127777,-3.265237270387258
-2.8004528985025967,-3.3543630765207544
-2.7987403981291314,-3.4024437638049965
-2.79794924669093,-3.4070225178719795
-2.7929492921940953,-3.483196198969424
-2.790754434955957,-3.5183461367662963
-2.7905329155003287,-3.5196079248337866
-2.786317356607813,-3.58768888917149
-2.777397708382318,-3.6738731542802086
-2.7678096451955185,-3.7959664278786818
-2.7553875376871066,-3.847383562033607
-2.7528764057020045,-3.8860887457732534
-2.752450553298928,-3.856852877663917
-2.7406889052358467,-3.842368572694801
-2.735999536036097,-3.8604400282208626
-2.7330554869834134,-3.8194734578929928
-2.7307423671992908,-3.828351298751891
-2.727009014043703,-3.8168726917248197
-2.723877533508099,-3.7952349436936323
-2.722276896054749,-3.776977242724151
-2.7216454161697237,-3.759566146180951
-2.719421731809054,-3.7368058392129644
