n_harmonics,base_freq,magnitudes,instruments
9,1.9277496750040215,"[ 9.09123921e-01  5.28168398e-01  2.86664347e-03  6.89395417e-01
 -1.80086976e+00  5.24032994e-01 -3.40069235e+00 -6.20118979e-01
  4.00622518e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9978989982503856,-0.10995634910128273
-2.9968758327755833,-0.15378957245978075
-2.9842944980040436,-0.5285799639996662
-2.9719341001019384,-0.8535866532750954
-2.9635998128662875,-1.0852616220555777
-2.9577588401897836,-1.246412095946063
-2.9541412245428402,-1.3276497178151008
-2.9487481111296487,-1.4863498438146048
-2.9269779053172407,-1.9764227818934026
-2.8954383653275846,-2.358978575263229
-2.8911281669156077,-2.391828650817168
-2.8907050626403756,-2.3519769170224905
-2.8891437306939904,-2.392265276788952
-2.8755682245833145,-2.3441362290552203
-2.875552198984309,-2.3392095893994806
-2.874541457645008,-2.31816293979213
-2.8728887351865793,-2.3299093906475683
-2.8713854441977054,-2.320862814780537
-2.8693857485819874,-2.277874023977773
-2.856805081878923,-2.1481420776219666
-2.852726512741886,-2.0711529084927642
-2.842682039361151,-1.8408479174876142
-2.8405614736836444,-1.8036968110166351
-2.833437716562301,-1.6025821450175453
-2.8320257754922338,-1.5622197994800158
-2.8302741933680817,-1.5036912908436124
-2.827033429686936,-1.4067788079265868
-2.8119270183299703,-0.8836537115827616
-2.8108946490803017,-0.8836298095287366
-2.809605642992291,-0.8074845861741295
-2.808890663737268,-0.7744147439140127
-2.797552448921178,-0.287782824185229
-2.793454638566316,-0.13977248928150848
-2.788881070861513,0.06880005225750283
-2.788116451399588,0.11879561401200342
-2.7758592402468567,0.6427197397075415
-2.771720835161149,0.8368258445205299
-2.770413637812293,0.8871010381255225
-2.7539299891969753,1.6267560587435308
-2.7531774010772314,1.675182384718784
-2.7519084513994923,1.728598794867777
-2.750983840577422,1.7797645183862196
-2.750401624905141,1.799598032486401
-2.7343973604621494,2.4794627937965
-2.6897179097949193,3.9039701857058113
-2.687897493219925,3.9415405790944704
-2.682040568974589,4.070571886801723
-2.677038754512913,4.110362012711885
-2.676418143449445,4.150025619112126
-2.6716415631928347,4.197516248275869
-2.6692913466130195,4.22030438809558
-2.6682148239704078,4.223333123130776
-2.6600335323861692,4.269210096273823
-2.6510071170919622,4.294613062529224
-2.6440046740047993,4.2565169827490195
-2.6384393432613393,4.259144352262441
-2.635141182637871,4.213202651067582
-2.6339887453414086,4.201488135354578
-2.631065916712305,4.171511304081219
-2.630429443717275,4.161165033758188
-2.6286946149768573,4.141954872203525
-2.627844772882603,4.1361698886004294
-2.6260188468046115,4.100160721472399
-2.621596922348136,4.043294909476304
-2.608715538745129,3.785765893219675
-2.6080730974630657,3.797264945437775
-2.5991072776413917,3.561191704855786
-2.5924165597048803,3.3719886847032567
-2.5827317805723036,3.0899407398361647
-2.5800107512721935,3.037261156604289
-2.5771922293282405,2.9337666218552823
-2.5529557167810912,2.1258763832181047
-2.543821628744491,1.8396542283417245
-2.540992742173423,1.7520409700168924
-2.535719895354325,1.5555410744170295
-2.524697704885975,1.2510047317139237
-2.519365920250479,1.0799922417804708
-2.5190764837023796,1.0699887727371653
-2.511866078381154,0.8647912832997581
-2.5104611550774494,0.8261592125350564
-2.506277280605035,0.7068754273036804
-2.5040565174331713,0.689650539503368
-2.4984609692371476,0.5300848985507511
-2.498260674092291,0.5014948931958966
-2.4942809037490807,0.44153217604313305
