n_harmonics,base_freq,magnitudes,instruments
9,3.195872614466842,"[ 1.44211096 -0.49495143 -0.0448729   0.1496149  -1.52501142 -0.58584197
 -0.92802003 -1.03972475  1.27677863]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.983836328349831,-0.3352657659551715
-2.9817727458106447,-0.276519281883443
-2.9811114476970624,-0.25219349794070905
-2.9786643210621797,-0.20807919076152856
-2.9770578165030863,-0.20515026567456607
-2.9606673251887754,-0.15055999656689698
-2.951575535687552,-0.1804193717440019
-2.9477877152524536,-0.2610536700877446
-2.9371805835623026,-0.35851405734241515
-2.933233071279653,-0.44725458032320126
-2.9289306510965027,-0.5859749500005731
-2.907523875736862,-1.2032962125776652
-2.906359524173492,-1.2087976858713945
-2.9053968596410273,-1.2074817911673088
-2.8930314895510403,-1.5748794205811212
-2.878522560159497,-1.8915207792325386
-2.872820128225192,-1.9677977810873215
-2.872613519292204,-1.8877617345746007
-2.871762051849483,-1.942629987482504
-2.868609280804839,-2.0050324127052566
-2.866878738021441,-2.0382795794434654
-2.8664225772508045,-2.00912566227187
-2.865908261507227,-1.9960700319318614
-2.8596134648320684,-2.055597230171154
-2.8586396141745887,-1.9928894028818813
-2.8562892787887404,-2.0154098632573145
-2.850500707059869,-1.9822351240289213
-2.846139878013641,-1.9116063706158988
-2.8411347541727743,-1.8094286282992085
-2.8348282499869217,-1.6444670776494874
-2.8309827500828866,-1.5526220169417255
-2.8207769210850033,-1.1913180880024188
-2.811237076445244,-0.7602851452263795
-2.810634648942325,-0.6684224555113046
-2.803811398810107,-0.37585932517975335
-2.790882215167432,0.2777709416647025
-2.786917345995933,0.3847379921571043
-2.775666765603935,0.9095627005619522
-2.773787152971721,1.0053228142797153
-2.7655231817490136,1.2789290644259295
-2.764742652125197,1.2830239655000446
-2.763078220907404,1.3393086215679328
-2.760071048540304,1.3641214758078488
-2.758324529554997,1.4376361932486503
-2.753220258997559,1.4808128103017413
-2.7516334769780135,1.5179443152465486
-2.7411711091839503,1.5925823339667917
-2.7410889943711223,1.564590511998486
-2.7263373974847305,1.3524103299590207
-2.720479968849204,1.1796665482863458
-2.710537107488156,0.7087263155459407
-2.710056131208901,0.6923375425162597
-2.698976137520657,0.12942795898591825
-2.697588190689534,-0.02750982474142875
-2.690156225129836,-0.4648048629072642
-2.6849240129057783,-0.8946459153993014
-2.6744806928216764,-1.5900058480634451
-2.668657974833229,-2.0768002141887907
-2.6575631092348413,-2.75527958844988
-2.653183714235495,-3.048978339998875
-2.642107568652195,-3.6443737354393977
-2.6269738093898933,-4.137731442158857
-2.6248125677766962,-4.204619123875691
-2.622049299093768,-4.165847417086152
-2.6187983020861223,-4.291834459652817
-2.6186263088462045,-4.2278379574245974
-2.6138948375229374,-4.217251754846272
-2.6045770502000805,-4.1510791483425225
-2.5994309639597937,-3.9569948471792453
-2.576197215544621,-2.8773602036440753
-2.572347664635773,-2.652601854180173
-2.5660367587229995,-2.224331963185959
-2.565233085711853,-2.1070050488372782
-2.5609596125089373,-1.8436082769816033
-2.55879765136687,-1.6462960061928693
-2.553808731501161,-1.3241322171263434
-2.547125340069099,-0.7989470350350671
-2.5340081170275557,0.018614382736214588
-2.5258450061894995,0.5518107742570222
-2.523237726553932,0.6433355737766395
-2.5181185639905213,0.9153130424504636
-2.5118885648469584,1.2422898927177743
-2.506857783740861,1.331371648588668
-2.4986112458477967,1.4910339710207001
-2.4845537365733437,1.5507726197625062
-2.483760978354961,1.5429873947390114
-2.478495185995896,1.4888606145489098
-2.4719297161900347,1.309908566253845
-2.4373837499587507,-0.37973999009074344
-2.4289215059167524,-0.9237389030463432
-2.4147106208180373,-1.7327333515036711
-2.386207163410503,-2.876282146968897
-2.38538166453169,-2.872407621094315
-2.382136055865593,-2.929079640097952
-2.37538167802595,-2.9880113893816147
-2.365002731256416,-2.998575719246648
-2.3443391467623256,-2.505046984944132
-2.3406166052751116,-2.350632869782342
-2.338966341997464,-2.340454258772384
-2.335752401212572,-2.1389472140331858
-2.3287144934223987,-1.8129299670796573
-2.323376568679989,-1.5932859325503412
-2.291807216571468,0.05900435467695754
-2.288524770311449,0.2618556437193074
-2.271552940046558,1.0550763268878087
-2.2687367544240375,1.1508160683445547
-2.263903650984471,1.2960231106698605
-2.2624398545530324,1.3211678713082624
-2.2568443869069004,1.5883299046364263
-2.243852833999761,1.8301787151874105
-2.23808605013133,1.981170445999308
-2.2377305235345086,1.9454684059765264
-2.2352018473149626,2.0039631082140565
-2.232561262233329,2.0531709517572296
-2.2312997814706894,2.0210223451515397
-2.2226495310669363,2.157629308187049
-2.2224120991401115,2.123754372527122
-2.211544402734556,2.203715879392317
-2.2029699363892066,2.2400868118089092
-2.1999748214449166,2.296836981074745
-2.195053971232575,2.2763006780154287
-2.1878032163910923,2.3432164152798887
-2.1830684061245296,2.3813844069748726
-2.176108053238085,2.4226645370975906
-2.175608493369216,2.401699893538654
-2.1675768526822807,2.525924619206847
-2.1670353854190334,2.4704436651797788
-2.1588827445885457,2.5782775941344345
-2.1586373591161863,2.4955137468073847
-2.1567548153708147,2.617777082407792
-2.1488286237336434,2.7095151826647026
-2.1486548041437814,2.7364059674243606
-2.138666993226513,2.7884550587683603
-2.13327723902892,2.9079418602011127
-2.1315000020880035,2.9140597058723725
-2.11832100505279,3.0049076783539914
-2.117262273000418,3.0137444940427387
-2.116054937644495,3.035560872981051
-2.1136571845965917,3.0714645994173746
-2.1077875187888777,3.099769220567568
-2.1050883388198223,3.030424737296652
-2.1022347595717785,3.001058427653242
-2.097558705376109,3.018737225196227
-2.0969210914177325,2.9689131749208904
-2.0833038466290326,2.704080361956559
-2.0770416743015216,2.495076470367492
-2.076868661029007,2.5024650344740142
-2.0696124148359205,2.1594695699378983
-2.066981818206355,1.994826565619859
-2.0562328206367546,1.4429035653261908
-2.0445362115955463,0.6535281230461338
-2.03907835126805,0.2353870660358811
-2.0351269633320257,-0.10749280358482496
-2.0328263671128943,-0.27968255391151897
-2.0187422306062115,-1.4982453674361036
-2.015114438577222,-1.7830789338286983
-2.0094345085453167,-2.312309958662407
-2.006565893490445,-2.562818621860193
-2.003827599965218,-2.7190629949123175
-1.9769777280742757,-4.7415613891820305
-1.9717197766708177,-4.958271899765104
-1.9618444992341706,-5.287133043893946
-1.9582398946151096,-5.351323700610327
-1.9582031925189214,-5.378597151766159
-1.9492023840090653,-5.53491676137472
-1.9446497914112704,-5.531332464106926
-1.935972058758656,-5.352430884670434
-1.9312581248976928,-5.172666105310116
-1.9303569057357255,-5.169716938124699
-1.9303399086652517,-5.147785593381571
-1.925929545716557,-5.008411884652053
-1.9246641480639886,-4.918060975176918
-1.9129857721177101,-4.350179705887184
-1.8970745052087188,-3.1906770111942175
-1.8950540848085569,-2.975704803347054
-1.8797322223144994,-1.736347213097341
-1.8789859042783164,-1.668012295653538
-1.878397960972295,-1.610561950100682
-1.8774315087184488,-1.5368806781488724
-1.8714732811138395,-1.0455397305489669
-1.8704941564171562,-0.9417424374142283
-1.8677266985362753,-0.7282867392212283
-1.8640340470544456,-0.3865788455721735
-1.858408564157551,0.060485824436417666
-1.858254638160414,0.02001787616478963
-1.8552631422483274,0.2191213364536449
-1.8523103181417935,0.4285761156250062
-1.8418157312005365,1.0533519609034423
-1.8333838042941621,1.4608931365578706
-1.8332227811994182,1.4931834834323534
-1.8110290086135563,2.0456012456264685
-1.7967052568214514,1.934962030890662
-1.7959957820484553,1.9673870790695283
-1.7945945113813246,1.9235766162067252
-1.7908725402102,1.829311966971208
-1.7723109139924818,1.3173133140475384
-1.7674734800849912,1.1753419208719627
-1.7603335169609367,0.8544493188491723
-1.753334537425499,0.5940953783605818
-1.7384208208833405,0.07579792316990279
-1.7306233912387359,-0.1921885587755145
-1.7120404168325314,-0.45245490714635206
-1.696449960072157,-0.40442528294127994
-1.6696713697067678,0.2308573129185923
-1.6161882391349267,2.4906408951490464
-1.6151384115282121,2.4916177085656726
-1.6092138335843253,2.67110053929963
-1.6091837121227224,2.6844250831734344
-1.598382520249518,2.8854383491927242
-1.5777189627573451,3.0993505367750047
-1.5692986486963927,3.016381586188996
-1.5688125344791077,3.0215815583244545
-1.5673205100321812,2.988737499623709
-1.5561926471539131,2.807609694152853
-1.5400910063449629,2.4980465330196355
-1.536503417275683,2.341206456434515
-1.5343409532371817,2.334811085830861
-1.5329115037466263,2.2470572013602044
-1.5309047798071793,2.1626346272104175
-1.5262251377249254,2.0578299163952183
-1.5258766587919161,2.015735049733802
-1.5230516947008301,1.9428646219771568
-1.5195201320732736,1.7816878425947966
-1.5189446221561613,1.7628865335839612
-1.5151943494859244,1.6441046998291104
-1.5032809116131225,1.3552342683728043
-1.484906493812981,0.8940975883851418
-1.4835228519642987,0.806660953891101
-1.4776901656890142,0.7504285859285332
-1.4669467740618014,0.6191048842583354
-1.4515473848806086,0.5165846898535353
-1.4401841663776334,0.6034154944606643
-1.439373333032974,0.6015672349535183
-1.4321129419828136,0.644679817040108
-1.4298284631545137,0.6632811706019376
-1.4296452177479864,0.6296479384336041
-1.428396566150386,0.6929875647219168
-1.4276491374691556,0.7020451457310695
-1.4211288527114108,0.7736641681482839
-1.4205004588978465,0.7534826131639338
-1.4183284475417686,0.8131588408023899
-1.416818507685404,0.81358813471772
-1.4048796780416384,1.0242664607486454
-1.3955240968939524,1.1849823362819019
-1.3831791035082859,1.4157289683553291
-1.3789691662970265,1.5270245157857198
-1.3727420965825539,1.6013503983754553
-1.362000042222149,1.819448403574368
-1.3617173372900515,1.7753762397188817
-1.3608089161124977,1.8261160291870793
-1.3519728605969175,2.0053009557632007
-1.3463796178279275,2.0660554522145738
-1.3372254062637707,2.1925761074628145
-1.3303722204209802,2.3181054905437324
-1.330197050435261,2.288982877949207
-1.327785760919158,2.3243017068964558
-1.3170875932265962,2.4235996230425587
-1.3159232802969751,2.490725727526394
-1.3146307634473007,2.458135783702516
-1.3126616549677865,2.447127511839789
-1.3118936143650552,2.4712107836495685
-1.3095763811703216,2.52357418235645
-1.284722956497223,2.659423814228879
-1.2828529133785793,2.5748370069106485
-1.2792817523862017,2.596878378147159
-1.2715156107868244,2.6078077345997137
-1.270049196555692,2.573669064379321
-1.2518413384343103,2.342997175808011
-1.2510628487906152,2.3802838140035854
-1.2417958865379974,2.198474025433624
-1.2389901718899603,2.0976241957051602
-1.237570621562421,2.044583393196329
-1.2370326191106455,2.0601976075809656
-1.2302057060234428,1.8774047746403995
-1.2196979582472767,1.5615337023388909
-1.2126230946760819,1.282096066695756
-1.2102716258898198,1.2405664150668456
-1.208003797578001,1.146063199899548
-1.2048177033996548,1.0007601903888255
-1.2046276502272264,0.9744000561837743
-1.2031793124975922,0.9523551883142218
-1.1930531503221153,0.5533223746342427
-1.1925734434791502,0.4644799326052114
-1.1876470857316728,0.2577298352374585
-1.1855445452136357,0.21393932194520437
-1.1822594430464282,0.0899818749628579
-1.1818656000961096,-0.0017179573910824988
-1.1806834581273482,-0.010306068066951304
-1.1765557817729597,-0.1945706726764004
-1.1689670034169766,-0.48664252359000926
-1.1622646719426157,-0.7870271297253305
-1.1612828693734534,-0.8498028694508638
-1.1303316257392881,-1.8565642754255574
-1.1276015349450308,-1.8939710905132372
-1.1213129305335623,-2.040302895410534
-1.1196995559073146,-2.0461084839489803
-1.1154005737170036,-2.1396042161960023
-1.112597993717847,-2.143068630070476
-1.1117898893748663,-2.1286659164546746
-1.1095719216490467,-2.140163822934267
-1.0933475365922667,-2.091224534581491
-1.0901237419153509,-2.0747398815727975
-1.0900323506673408,-2.052891436552613
