n_harmonics,base_freq,magnitudes,instruments
9,1.5470017446463973,"[-0.75514427  0.44831287 -0.78530944 -0.84443762 -0.66768958  0.78949831
 -0.6269527   1.9215543  -0.27758826]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9995420959813015,-2.115566312271005
-2.9937495324583283,-2.1580701764066323
-2.9755292550888583,-2.263293564674759
-2.9725337764989854,-2.269423706248795
-2.970140262236197,-2.3228309767011925
-2.9628092172652605,-2.3986578828670027
-2.9623165872522197,-2.4062899188712374
-2.9551240941505927,-2.395385892154262
-2.952414546646482,-2.443817071124857
-2.949551811779034,-2.480091321134078
-2.9490958593754897,-2.4992406919301904
-2.946116658493623,-2.5377250092046046
-2.939897989955827,-2.615417465039723
-2.9360167818859573,-2.5772483896841982
-2.9343957451169587,-2.645092494333695
-2.932762883909144,-2.6213024962558444
-2.922956515856681,-2.7004654859879875
-2.913832137398123,-2.8144067710173277
-2.9004587056903954,-2.982839631065297
-2.8946389816614193,-3.039908502756516
-2.894326994495225,-3.0412284373412213
-2.8890675178139986,-3.0709195214830967
-2.8887251658247504,-3.0815496593851424
-2.887358894453102,-3.077076963066211
-2.886029127350353,-3.1266257258217185
-2.873700792695874,-3.190370154417384
-2.8722286398185863,-3.196232902154732
-2.866854075701498,-3.302068055956587
-2.8531308019314077,-3.3933562840459657
-2.8509197377633195,-3.3455382470273913
-2.8381048231119355,-3.403299730585249
-2.8212989396188544,-3.497564041713446
-2.8193473818714283,-3.4672366340669134
-2.8166005793686546,-3.473523530440818
-2.811885106010172,-3.4747546577983455
-2.8028510048674207,-3.474333918863414
-2.7995672797025226,-3.45559434489902
-2.7958592496160684,-3.4228945513426905
-2.7799696901968947,-3.38232854070314
-2.7732933224332874,-3.311122712674239
-2.7726266206578787,-3.325612890177501
-2.771706189865003,-3.293407585987587
-2.7701194801742766,-3.2387563125909478
-2.7618816080451554,-3.1934474888700204
-2.760211626505169,-3.141976853936538
-2.7552595646241365,-3.0895763149420996
-2.7515482585220665,-3.0450871311210967
-2.7493205143159134,-3.0529714154367755
-2.7469006976016868,-2.9886629397055384
-2.743154769942537,-2.9014393281201873
-2.7415977805628486,-2.8869955357738935
-2.740810383404516,-2.929594778855083
-2.7385655340605126,-2.8589838412070923
-2.716200191587793,-2.4491184550975515
-2.708645048935476,-2.2352888966576065
-2.6956836744208337,-1.963633430705028
-2.695021866776984,-1.9442886037206573
-2.690912697629014,-1.8128351716363622
-2.689751875745931,-1.813749587972489
-2.688300257413627,-1.7436507262617198
-2.684538856707465,-1.7254715888030028
-2.6820852765725,-1.62598476669867
-2.6797798420749954,-1.5502852620880068
-2.6773372201683823,-1.4664285639680803
-2.6628357805429825,-1.0719068814047397
-2.652919019661907,-0.8322689995454686
-2.6384784899424987,-0.45659098977267054
-2.6197830483156475,0.054044836588692705
-2.61683869808673,0.12500397109755707
-2.5971168992794578,0.6257133307163233
-2.594305144006091,0.6401807756049175
-2.5753381360579573,1.0151071252773685
-2.5739570684737703,1.0560705005982103
-2.5689677943986537,1.13945406388908
-2.567749099508603,1.1735460820884682
-2.550967612446952,1.3527798648335012
-2.5506954008561475,1.3529505204623962
-2.546891464086176,1.444834480851195
-2.545927283356783,1.4194789846883333
-2.5313997187293005,1.5130612009680453
-2.521412630085646,1.5398874640631004
-2.503535708322894,1.4951111761625486
-2.5009227587626723,1.5148775438689093
-2.4936251942691734,1.4517292603469916
-2.488478579505733,1.3899882730687523
-2.488079743664005,1.3787343275646924
-2.4876874421102553,1.3847716278645237
-2.4741179602674723,1.2129690002497946
-2.469740548724693,1.1051137566871276
-2.4688926619208393,1.1262763547097223
-2.466757821251484,1.1070988891328397
-2.466013598545823,1.091843408975299
-2.4645938183408065,1.0642989001075236
-2.459799073337357,0.9542978230662295
-2.444531291631269,0.7312198328698596
-2.437374382311887,0.5109019342586543
-2.435263592534646,0.47249572458020345
-2.4278035746041944,0.31375182860393186
-2.4214808611166285,0.1303650142522594
-2.398918913480389,-0.4299571338888201
-2.391860057869767,-0.5866636853464451
-2.389886006072374,-0.7075730754161695
-2.3833901633150534,-0.8393082663842192
-2.3713417917066275,-1.1622868140889144
-2.3544466632428036,-1.5441092017818487
-2.353336037317582,-1.5523090145569691
-2.3503578934050475,-1.5957501145436068
-2.347502434536384,-1.6894689684710311
-2.3391383858235875,-1.8304719768526296
-2.3362752559465605,-1.8894713166643597
-2.3355321394097546,-1.9170832553797397
-2.3290778353778463,-2.051877381709686
-2.328837052759395,-2.083162765520602
-2.3242182626506342,-2.1009806518637557
-2.298034121581387,-2.4358025326982133
-2.2968957499353313,-2.42852962885923
-2.280676252735809,-2.556772398898155
-2.2800913252777457,-2.5841591411963365
-2.2780045882855284,-2.56894544572278
-2.2737529189131376,-2.606666040015568
-2.273630275006856,-2.6011459538782424
-2.2610621900143055,-2.6119209645283057
-2.237592860202999,-2.4823822800824455
-2.2324238330044746,-2.449558157059308
-2.2143919542492823,-2.2631083146380537
-2.203119950580668,-2.0910054019533613
-2.2005685742268484,-2.0470893380271677
-2.1926069994981345,-1.9073134835831265
-2.188347010342774,-1.8138860452121333
-2.177689595841506,-1.6528590196260011
-2.17715807384387,-1.6309006448540446
-2.173042411088007,-1.5867922926108398
-2.170766738989151,-1.5327609756936011
-2.1647531046254365,-1.46423924773219
-2.160027800649609,-1.3733250370859946
-2.1459117938446575,-1.105729003059009
-2.141202766366496,-0.9918874866679249
-2.1327769494930955,-0.8293384487396467
-2.131875106762127,-0.8731088592009839
-2.1197046169176055,-0.6195215077701751
-2.1056805726182093,-0.42240869355483507
-2.1008013898135247,-0.3723989835088621
-2.099516917725382,-0.36657654563154446
-2.0964988391879196,-0.3210731924904708
-2.094024909075954,-0.27243431296882603
-2.0797738084091124,-0.17485409265324045
-2.0797207659390367,-0.15278199264074693
-2.0684229079394867,-0.11778426811996472
-2.066420351115857,-0.12095579022458582
-2.065488044959868,-0.10020377311000296
-2.0653970506033756,-0.11937212451070926
-2.0644847766084036,-0.11747609967021892
-2.058938264385186,-0.1136964497790409
-2.0571169666469173,-0.07064448284599215
-2.0514832942394587,-0.08282607944963095
-2.049289329696706,-0.05057316480515282
-2.0347795863023963,-0.0880186953430937
-2.0306538240595673,-0.13455625750805014
-2.02101400137444,-0.20419206557207803
-2.0079422052683342,-0.322216506486179
-2.0024630225987563,-0.3808331431603071
-1.9984863349704358,-0.404654462785885
-1.996487156609991,-0.4333837658618408
-1.9868019128494845,-0.6281834417044365
-1.975529110555595,-0.7564396183748815
-1.971181709950152,-0.8453617120791962
-1.964568206924394,-0.935410090951659
-1.959539685093552,-1.1174849996840577
-1.9550032239989843,-1.0840020132902404
-1.9520958283109473,-1.1716391771766594
-1.9490482075904954,-1.265436835285928
-1.9484307141874253,-1.2689464103137742
-1.9457311919886249,-1.2627803519271226
-1.9334741217393911,-1.4768611582302063
-1.930689093448747,-1.5773937435917433
-1.920531104312749,-1.7459933721329823
-1.9203716659078185,-1.7350059130800979
-1.9194557878797929,-1.7676685612402177
-1.9129270457103225,-1.9125912866811474
-1.907267702419597,-1.970129763725312
-1.907049684632813,-1.982208297922217
-1.89955991339224,-2.059388395951331
-1.8891823610993956,-2.2120832268454875
-1.8871002785170155,-2.235410536578196
-1.8809962207111015,-2.281860611693279
-1.863360480108751,-2.4445513128317455
-1.8630979996611834,-2.4357066428837397
-1.862909013123794,-2.4634922386527878
-1.8576479936095704,-2.4724050961342505
-1.8393819844081276,-2.4868303309524205
-1.837008631279432,-2.47385011294137
-1.830613218701132,-2.475253886595359
-1.8267389871411968,-2.4725582342107306
-1.8230133613533661,-2.425429863394006
-1.8159481014430086,-2.3794895680509267
-1.80751915846309,-2.255881161975623
-1.8030527569762183,-2.2410374827315787
-1.8009368821218434,-2.188799197104764
-1.797618589911261,-2.105053123831921
-1.7907281103598498,-2.0306208351769075
-1.7881740581750674,-1.942309552851321
-1.7812657816203858,-1.84994920562675
-1.774891911149944,-1.6899735745234152
-1.7708826152610344,-1.6046014988301145
-1.769051140712976,-1.5281832673867057
-1.7659038753985694,-1.4964637410117454
-1.7557221148718962,-1.2451459723041922
-1.7321169488471875,-0.540769639150851
-1.7293987719316084,-0.4980732172110557
-1.7283711991444017,-0.4440133452592877
-1.7250594577482967,-0.3547742662658553
-1.724123803600372,-0.3362349549197668
-1.713925381421048,-0.010915434616599051
-1.7092799887850771,0.1245659074556453
-1.7053172831987662,0.2494724531774114
-1.6985945370631979,0.4825465735023708
-1.6808705875796308,1.01230097390666
-1.6788555377136736,1.0495412767003032
-1.6734349849495609,1.1929712738533824
-1.6659728926848492,1.4107360487291658
-1.664383938118585,1.5076851199226473
-1.6598780345864037,1.5101199977956437
-1.6556590175761783,1.7177415375410965
-1.6458931850854952,1.8867495421957925
-1.639552035774835,1.9807201069033513
-1.629254174157477,2.1877862153148353
-1.6290019258304296,2.1943053249037727
-1.628717650982119,2.2442123895873394
-1.6285840012035662,2.2513433013721404
-1.6221208846396549,2.2882110436415033
-1.609830600609058,2.493355821259243
-1.6038595800492441,2.5420549326011965
-1.6029159832451993,2.51228251570232
-1.6022919792792092,2.559859240580774
-1.6007227817761458,2.5669288635778096
-1.5822640899221403,2.6045469278480056
-1.5659861064197111,2.5818854857025357
-1.5637111832004733,2.548434485555572
-1.5517372502321458,2.4641133273534876
-1.5503616299441918,2.440009666719441
-1.5282381391303834,2.0416324196559907
-1.5281159751590732,2.114283101974574
-1.5132408881387973,1.7668514447425672
-1.5042328634785387,1.573882733121508
-1.499539313177303,1.4305277390237363
-1.4989581438217594,1.4362696723837234
-1.4984524665624102,1.4167589518332426
-1.4937506330982948,1.3295774935615645
-1.4907635540176996,1.180062642948115
-1.4793461540659967,0.9474339657990264
-1.4642093418388964,0.5203255872050362
-1.45556544154991,0.22912098668342032
-1.4542470729974897,0.20220644953037104
-1.4461939560705264,-0.03810506097285386
-1.4392726326032426,-0.17899123585523014
-1.4322489267381444,-0.39521206653656255
-1.4209599682461629,-0.6495957636014373
-1.4170251139925913,-0.7390475230055037
-1.4045586196929363,-1.0522922497083886
-1.3729536882339173,-1.4431321455658133
-1.3716281134589337,-1.4714605819813389
-1.3658548365442855,-1.5281866452866077
-1.345139467532021,-1.5716746069230352
-1.3419877959191695,-1.5604499174243858
-1.3365012369311522,-1.5754031638420098
-1.3227637798917742,-1.447753373478266
-1.3169030826628418,-1.3901964060653647
