n_harmonics,base_freq,magnitudes,instruments
8,4.188037392280693,"[-1.56097994  0.32119461  0.52459455  0.33002975 -0.79867292  0.905095
  0.68582106 -0.80448244]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997001549652288,-0.5946498439244358
-2.9967777821746857,-0.5733384044397525
-2.9955045764008634,-0.6464328837506459
-2.9935288364215453,-0.71550943899345
-2.9648712844409766,-2.114364293150276
-2.944370895685604,-3.1677446149929147
-2.943869263845798,-3.2218561104715997
-2.9418283049847194,-3.268382509135246
-2.9367434851583645,-3.5336267926118547
-2.935638062448287,-3.5361131945481685
-2.9317563143618313,-3.6687846564235884
-2.928880369518492,-3.772670617977456
-2.927151539649512,-3.8278656603591914
-2.9237477777859597,-3.9130682656377838
-2.9184220811922263,-3.971013200495636
-2.9151947238114753,-4.09332700534959
-2.9081178654275073,-4.154340848599064
-2.9049906564278567,-4.130479985000021
-2.8771282497584885,-3.4691951971142254
-2.876539541068774,-3.440873189746222
-2.874737714230127,-3.3672292754607915
-2.851606496590449,-2.297102564922298
-2.8508556518571,-2.307112866135683
-2.837336908623346,-1.6262736794905712
-2.8273270857535993,-1.2968480161344895
-2.8208857627704607,-1.1645158974100485
-2.8172636106047353,-1.0616101514549383
-2.8091972150336444,-0.9367377624294602
-2.805575546243631,-0.9812119363861719
-2.8020580680036957,-0.9791511540490082
-2.793987618688237,-1.0814742279613776
-2.7925157182464466,-1.0848463106539414
-2.788416232472964,-1.1496219130862486
-2.784588789028869,-1.182944277163372
-2.779314429375055,-1.3575231763250892
-2.770728018105139,-1.6030725591342616
-2.7526219261542,-2.1384578467112183
-2.751179609239722,-2.1602066184643216
-2.74419619537193,-2.3453658519553655
-2.7401916314288592,-2.3151791351115185
-2.7393770972850415,-2.337916616057465
-2.735971373965205,-2.392943604180093
-2.7347399500013827,-2.3717412401705342
-2.7310545801682666,-2.402304305111759
-2.7253771915648644,-2.3103008703681454
-2.72216871819176,-2.23247318478924
-2.719693886483058,-2.2079328117935466
-2.7190739566323785,-2.124301000883399
-2.711340839041665,-1.8094895689710246
-2.7080283512594963,-1.643808471057022
-2.7075711686795785,-1.6317229723269104
-2.6994527165746347,-1.1327606336307519
-2.6898372204755274,-0.32055404932095893
-2.688836955570655,-0.2582263751371101
-2.6848703020241302,0.13731615036317482
-2.684080720348809,0.1954633489476451
-2.683756120442812,0.23591167031736182
-2.6834115136436254,0.25353696657964236
-2.683271319587802,0.2895915390968069
-2.669415718990276,1.6654137893232865
-2.6646390606629424,2.1841562323947805
-2.6641483241127557,2.2334821185397478
-2.6627451241812636,2.3723839642047446
-2.6604646193978314,2.6239280627247332
-2.6601015265226025,2.704563778075248
-2.6566352067427337,3.0219869177138436
-2.6434754152291724,4.221492271042144
-2.6342151476841607,4.917794343809655
-2.6254682889666774,5.355206445015912
-2.6165640129244636,5.545456332254502
-2.6110283434628254,5.582217429018135
-2.602451465856235,5.403225196907821
-2.595336059709577,5.144827769354583
-2.5902193038931776,4.768214992063969
-2.5893733023830534,4.810365751377125
-2.588821670074355,4.722832048504611
-2.584619209137239,4.37361841136215
-2.5772050833663753,3.7070356600593404
-2.575467367892269,3.527754499760819
-2.571674824963715,3.1249550718897354
-2.570632091644095,3.0326899146259585
-2.569587112200112,2.9166487108525105
-2.5647758272763896,2.3524080485643837
-2.5603335144375015,1.839124722530255
-2.5550985882238173,1.2044260473513126
-2.5419123670740325,-0.3683784502131451
-2.5252875246016493,-2.1014528570483035
-2.5220365326252,-2.2854945065600174
-2.5183710979912375,-2.6325640877186705
-2.5175306310647625,-2.661459961221962
-2.5134199879152375,-2.875889129860633
-2.502582385516501,-3.333265975599791
-2.5014809915565084,-3.4082010526557234
-2.4946457175244086,-3.487608162790344
-2.494197877842689,-3.472601873206843
-2.4921394832204022,-3.4219906160201674
-2.4880248995167245,-3.421222869038148
-2.4786866677291735,-3.0948805259378127
-2.4725430373141326,-2.836747486294614
