n_harmonics,base_freq,magnitudes,instruments
10,1.8376188116515983,"[ 0.23395741  0.62750442 -2.12426072  0.5248545  -0.58781427 -0.86328743
 -2.33568193 -0.65714407  1.26664133  1.1447077 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9982138571751893,-0.3300627100705568
-2.996614254514281,-0.2987902605743473
-2.9911761358873896,-0.14749691490123376
-2.989916396379476,-0.10718999560647419
-2.9793762098035046,0.16277228609650352
-2.978860606335914,0.17737251533270518
-2.9749369853126435,0.2621536431857304
-2.971165647072491,0.35290003706104134
-2.958789581546972,0.6177014834264108
-2.9533689634794182,0.7304288451835923
-2.9516859250642105,0.7523843982577993
-2.948046671260493,0.8171949310754696
-2.911479747923195,1.3743980105691394
-2.906225738498729,1.453581443691782
-2.9038223141241803,1.4791065384081374
-2.8969652959229277,1.5549881849374432
-2.894117930031305,1.5999870409495272
-2.8901586009463123,1.6404806502768108
-2.878058926850529,1.7642030725758446
-2.8763844831915044,1.7953190866483815
-2.8721407137558757,1.8328571805806322
-2.8683983818665926,1.865258002918687
-2.8650608132250706,1.923461190310279
-2.852677887279607,2.028925640384264
-2.851373540212519,2.021686077299416
-2.8467315594614044,2.0809834919471246
-2.8458637539151175,2.095503541931638
-2.8432637019273805,2.1214843286929947
-2.835506017942736,2.182413074370533
-2.8342416883887998,2.1970486380236354
-2.824660391240349,2.2937548278130913
-2.823294088011952,2.295179823741147
-2.8184462269793515,2.3442792612922037
-2.80385116253101,2.463373297490994
-2.801445047399975,2.4800658516586584
-2.7991837506100645,2.5031360258698943
-2.7811496714608595,2.632292084396438
-2.774044344946895,2.6595846353869894
-2.773331188550304,2.663110883702483
-2.7699947043020665,2.694807798636491
-2.766236813478838,2.694980798071152
-2.722487458854921,2.6685981243780024
-2.711130792147539,2.580355683849662
-2.7097289622858165,2.571766338302914
-2.706005578542009,2.532537221025374
-2.6998606663217486,2.4634543993678166
-2.6928679666398816,2.3859379591465815
-2.664580703391254,1.9122856433166175
-2.6596266421286527,1.8016680471468702
-2.655601029195568,1.7139517815666507
-2.6553575349114187,1.7098004757018084
-2.6502507341395507,1.596652674526546
-2.6483251725239128,1.5349396868644523
-2.6481687474963924,1.5491169040392583
-2.6478733294352086,1.5440845339839657
-2.6467313393869834,1.5083442551456954
-2.6454895813926216,1.471087875717914
-2.643787930695241,1.4320163499806735
-2.6390390666204206,1.316157252008262
-2.6309031979476902,1.113949875947292
