n_harmonics,base_freq,magnitudes,instruments
8,3.2240571380308976,"[-1.04490348  0.21824929 -0.14050223  0.26681649 -0.38560253 -0.53275004
 -2.19441682 -0.8007792 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9990560776871718,0.3236961427017624
-2.9979763934008323,0.3078572013107658
-2.9960835952466573,0.2780536964331124
-2.984319696271922,0.1068418713453048
-2.9771826616602537,0.012829999582448319
-2.9651900313540294,-0.13707321619028442
-2.961650080158635,-0.18343975636277174
-2.9608877883559312,-0.19556079956572084
-2.952881554925228,-0.305432192307141
-2.9343397496153907,-0.5919329247842223
-2.922831164310618,-0.7941036343517727
-2.908332074857826,-1.087032426656223
-2.9060421005206765,-1.1333920738710097
-2.888792135658217,-1.5130498425445138
-2.886909766317367,-1.5534139139033225
-2.8832382407784953,-1.6348644584616254
-2.8790219213975483,-1.7277213167515233
-2.874878180199649,-1.8239459950644843
-2.8683411371625276,-1.9616230040585299
-2.8614347594350846,-2.1007553336293014
-2.859603119921787,-2.1424588699658456
-2.852452426013926,-2.2733989417476828
-2.8519433120487836,-2.2777485496926895
-2.819776374835582,-2.6994035808903427
-2.8138926745176644,-2.7346413170977435
-2.8055760054471985,-2.7627744962035985
-2.801263434945107,-2.7668844696730117
-2.7979573452562665,-2.7682925939103997
-2.7787085874527104,-2.6964998191734
-2.762316727318937,-2.54066896790405
-2.7544178582457373,-2.4486462691048794
-2.751109806076856,-2.4023855714312132
-2.7501619019847405,-2.3862868511315933
-2.7463987537919454,-2.335922785890416
-2.7386281038141846,-2.223711126935153
-2.738204676811554,-2.2147881174329735
-2.7349558407276104,-2.1621948990989655
-2.7276966902274333,-2.040117966076341
-2.715266931087333,-1.8181245640585666
-2.7062420696025367,-1.6515843718859258
-2.7039964968414334,-1.6091410467628227
-2.702856556137996,-1.5799621779660658
-2.699102110199668,-1.5070583435287086
-2.69401729765719,-1.4053099213733118
-2.687639006669317,-1.2704679133264913
-2.6876311450076242,-1.2712338446191453
-2.681672451885128,-1.1407541170300706
-2.679317355481997,-1.085361960847097
-2.6787618514722493,-1.0768131704051276
-2.6679697956911106,-0.82571877940845
-2.66620871878407,-0.7843756957320228
-2.6471901496153616,-0.2944815333247749
-2.6447530350767403,-0.22745939722484954
-2.6304429927925383,0.17739561177315358
-2.6214579473525577,0.4393634528514387
-2.620725617898654,0.4604882685265207
-2.6198014277877526,0.48576026613129614
-2.6182842713748276,0.5360542497972202
-2.612697896580386,0.6979277507869508
-2.6029396262429776,0.9891838108179204
-2.5941362702677147,1.2383832909212933
-2.5908035240774883,1.3290702904929568
-2.5779363351514704,1.654140389577743
-2.5669265630892246,1.8876808433867909
-2.560954123556506,1.9876824619846438
-2.5582603874098915,2.028516368942161
-2.5521667807361337,2.0965375426091435
-2.5519432213982736,2.100938411995392
-2.550601682714564,2.11515026100717
-2.5347594001669034,2.1588973383204717
-2.5262532262541475,2.0951058246961476
-2.5249099685543968,2.07842450537826
-2.5242812121426743,2.0723741405092215
-2.520746065288197,2.0252077001325026
-2.512720361550902,1.8687684281369936
-2.5123040718631757,1.8584657811605108
-2.5101121267108195,1.8080980635266235
-2.4984841400133515,1.468372691228363
-2.493866069916802,1.2991900738553035
-2.4930547077088976,1.2683256066594493
-2.4903107555053223,1.1613502492940526
