n_harmonics,base_freq,magnitudes,instruments
7,2.7281373360785657,"[-1.7408485  -0.54269122 -0.64232087  0.57535321  0.69642894  1.28242169
  0.11670099]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99549671636699,-1.7293292415590202
-2.9926250292379617,-1.741652859628755
-2.978527919747385,-1.8433563581861319
-2.969179119607783,-1.7852870161766505
-2.9671664770036603,-1.8536918201911854
-2.9635198563401968,-1.852237646828241
-2.962636808983853,-1.7865660415418594
-2.953351802306093,-1.751084971431482
-2.950861403606808,-1.7826161115010146
-2.9459112239817373,-1.7323696627428038
-2.943540631769103,-1.7064383059951242
-2.940488927914421,-1.6957283561984633
-2.9398599435959683,-1.754161954365908
-2.9248861880004076,-1.64581469505032
-2.922880203977898,-1.5998193045765472
-2.922147645032213,-1.6312835802695005
-2.920362683739907,-1.5679115897847113
-2.919710532199929,-1.6106312648842185
-2.9189215131735295,-1.577488037249852
-2.9169488138305297,-1.5827379836296314
-2.9168462789474896,-1.5203610885471694
-2.913056632380856,-1.5148133735076794
-2.912154018378374,-1.5218358170322048
-2.910822743053391,-1.5046381218823381
-2.9046442576224036,-1.4308736616442446
-2.8953050181474476,-1.3352492719568378
-2.888930954694694,-1.2827756256451373
-2.887686259566676,-1.2790283392706556
-2.8847340570903652,-1.2685973296857695
-2.8722833239968804,-1.187782628781218
-2.8715776164629387,-1.2113882734859907
-2.8712712527638113,-1.1552253587658174
-2.864833267012079,-1.146350693017292
-2.86019953937755,-1.1330613550716853
-2.8580779565203507,-1.0815606136744003
-2.857166405486442,-1.0800787065506208
-2.85585245235428,-1.0856460047253984
-2.8547897566272367,-1.0861727343697927
-2.846609593214402,-1.0551283435065721
-2.8432044435139647,-1.0508147420378497
-2.8210665323250037,-1.0290368693015546
-2.818914339303179,-1.0053762425967807
-2.809679802717886,-1.071292944139318
-2.780742496783936,-1.1776609567716427
-2.773427363593722,-1.2580574262902526
-2.7693637131597963,-1.2483666877665371
-2.7681017589590806,-1.2517087962635425
-2.755694937650272,-1.3518507068283432
-2.7553178309878534,-1.355712208802105
-2.738317376783738,-1.4858586700689382
-2.730920589539249,-1.5017184660493996
-2.723653420619314,-1.5836870524009652
-2.7222556661665305,-1.5803100853954135
-2.721928396908174,-1.5753152053939714
-2.7084515607532405,-1.6505151246243892
-2.704129614074783,-1.6162767778998712
-2.6957504797335767,-1.6839323015479906
-2.695009822597481,-1.6935684333105825
-2.6741722383321544,-1.7163169671869436
-2.673317353562087,-1.6569126673762649
-2.6629341289023163,-1.6113166064082356
-2.6507394534810116,-1.576679372597998
-2.649678375208163,-1.551661601909353
-2.6413649627124833,-1.5663021227620488
-2.618738404707459,-1.39925225778776
-2.616036378808497,-1.3526667323432602
-2.6112081915233487,-1.3211197689489287
-2.6024271480152885,-1.2972784540706324
-2.5974651111644005,-1.176470744870965
-2.588609078677835,-1.0939752203101245
-2.5735164753158015,-0.9886508458690609
-2.5635107213445143,-0.8350090795241772
-2.555826772164862,-0.8267615869929054
-2.548922154957848,-0.7039811566121025
-2.542211475985349,-0.626761918545244
-2.5327239800487114,-0.5590882204448063
-2.530395073346243,-0.5293673180506056
-2.5160859967157814,-0.35204385293551477
-2.505855390301376,-0.24025307907194343
-2.46865780822497,0.32678262316372775
-2.4675024795975276,0.32261998478009585
-2.45568158577533,0.4862919377647207
-2.432530562358745,1.0344753870466217
-2.4287144987947658,1.1454554445096288
-2.4198116871157653,1.3601657495494412
-2.41453047167714,1.479886419446255
-2.413428849808394,1.5301809563591637
-2.4100789754284015,1.6254263510199933
-2.4075535293518744,1.7191984301573182
-2.4054179717447495,1.7502497918698883
-2.383245155046998,2.474798356936116
-2.381195561218542,2.5362364820024808
-2.3760640287401267,2.657173364630742
-2.3681630440786106,2.94415289109383
