n_harmonics,base_freq,magnitudes,instruments
8,4.682049920572958,"[-0.80876268  0.64837346 -0.01601714  0.11553462 -1.23564452  0.376116
 -1.1467527   0.60235654]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994492787271053,-0.7334070178573607
-2.9854972692023116,-0.5861721183931562
-2.9818102149370125,-0.5013642751905905
-2.9794478384059557,-0.36634166701878046
-2.973534183034689,-0.26686025645475736
-2.9597103146389108,0.2748545789647711
-2.9523202379970073,0.599964563823131
-2.9517533097156807,0.6307288168452422
-2.9484349832987045,0.7784352760904799
-2.9479059474380445,0.7863015624786155
-2.9406349909641087,1.1217913213924804
-2.9403194713027814,1.1342186441942703
-2.9386987803337914,1.2298268997288317
-2.9166754692719907,1.974066432485976
-2.906056991438948,2.252764697237115
-2.9051071601288903,2.245219591001347
-2.9050773938844348,2.2140743802792726
-2.8989984484103624,2.2923833646071334
-2.887033664185317,2.382272632605133
-2.8814066182841307,2.4034807113077385
-2.8782509301277726,2.4035784761676386
-2.8781245924399532,2.3889042079818785
-2.874777622150519,2.386489012173016
-2.8713694241546452,2.313049976808778
-2.8688587721533327,2.298991416902506
-2.8660005151803785,2.3748213842356027
-2.854818832297056,2.1897155281442586
-2.854014036685911,2.251913194827006
-2.8349741413626743,1.9889187007691749
-2.8348126531936377,2.019447520995001
-2.8187812899780207,1.8166466159562689
-2.806887235970909,1.597502239491155
-2.8039807706975157,1.5565709651630375
-2.7942741016568062,1.3924512061403815
-2.78927747532829,1.2889785171208978
-2.7846298931263687,1.1475466573412678
-2.775407582372179,0.8934749513403574
-2.7698243257530804,0.7065918583640088
-2.7678303327779377,0.564213452992546
-2.7659334897103056,0.4746959410372397
-2.7628507308674832,0.3663696710165597
-2.7610093694013385,0.3140203304290458
-2.7595431455765222,0.24229782210519818
-2.7570979902248998,0.09665865981902133
-2.754520980942331,-0.025769090462830817
-2.753212371798365,-0.06942302779005151
-2.7527318590859173,-0.12220937421427437
-2.738927909361306,-0.7797203076106104
-2.7253603116933762,-1.4294434200139268
-2.6907763075860127,-2.336734260931362
-2.6853870236120816,-2.386100003781707
-2.6818526060729626,-2.341119262045846
-2.6781130368361685,-2.2929305140916982
-2.6708412032429747,-2.196446944433833
-2.668955264271599,-2.143122126183275
-2.668067273691389,-2.0709895800834492
-2.665375683616598,-2.0093266956122733
-2.6443843739194244,-1.2422943277777112
-2.6436795384338554,-1.1535553366652334
-2.6417272183124885,-1.1196076876376497
-2.6372734484638283,-0.9648760312787742
-2.6314594827544746,-0.6793114134902902
-2.629163510163851,-0.6273064409832353
-2.6285639756125754,-0.6076944578110526
-2.6256595045109186,-0.5431911082120439
-2.624003931379388,-0.4404650281675299
-2.6228971596731685,-0.4643859760849447
-2.615811088058426,-0.23504041909444925
-2.603365892432719,0.0640350805763204
-2.5974903700117498,0.06968937083362696
-2.596087319575749,0.06709383965225754
-2.5864490646589453,0.02064078377000895
-2.585550448211718,0.008150014712319322
-2.570264055107627,-0.2548001546657508
-2.5617901049068115,-0.5666636140732011
-2.53873259991376,-1.28254560559912
-2.5304846676880226,-1.5095610682031173
-2.51816025738718,-1.8520766272249292
-2.5040512206711343,-1.969269096703638
-2.491974660370428,-1.8501711383063353
-2.4912884149268377,-1.9052844526260106
-2.4907757655655156,-1.9097960183323
-2.4907343963947173,-1.869201618474372
-2.4898597699325613,-1.8997494309852485
-2.4737897566092535,-1.650892041631042
-2.470304580508205,-1.6347705413040388
-2.4648215979035495,-1.59701615107246
-2.460180580292761,-1.507768961980152
-2.4600092208107407,-1.4822764432162785
-2.4474216293000786,-1.3273573956980194
-2.4402154281642527,-1.232774015739783
