n_harmonics,base_freq,magnitudes,instruments
7,2.3227543888391176,"[-0.43957603 -0.97389767  0.21895932  0.10541731  0.7696132   0.97181765
 -0.32647097]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9994995649093408,-1.0026342062009863
-2.9924252370008784,-1.1347325686000966
-2.984791707796819,-1.2606125611166812
-2.980536046278199,-1.3145832951713332
-2.973032733320161,-1.4740830474745654
-2.957968172190137,-1.691655575733151
-2.9521866605901907,-1.7724826698696527
-2.9387907671213838,-1.9430242514094882
-2.9356607182083816,-1.9917507190685413
-2.928140305256625,-2.1198223371992317
-2.9258360430590855,-2.1289104946151496
-2.92353922078936,-2.1530027254911706
-2.9164163897243567,-2.22707522175861
-2.9065291979381778,-2.34536884036754
-2.9021111843613987,-2.364120036636555
-2.8980936498919396,-2.3561506980387956
-2.8903701888329785,-2.4346909507362553
-2.8896005217407223,-2.427288502050446
-2.888299684633651,-2.4402939040757783
-2.885653687763585,-2.463513682574556
-2.8800838506324142,-2.4716028726322965
-2.839624102926287,-2.47773138427372
-2.839217499497451,-2.4793100569746582
-2.8190077564686993,-2.3761477573625824
-2.818639556396791,-2.379776915910976
-2.81686484011035,-2.3596879012076615
-2.8114565458990395,-2.3067029566899846
-2.808609399504543,-2.309409584833747
-2.8045726248202483,-2.2762522406165817
-2.7922740880310215,-2.17778194458827
-2.791748618594263,-2.199436019240203
-2.789424039313401,-2.1442833878775054
-2.7764201428396866,-2.0632182813464737
-2.765445147990749,-1.9726719553152703
-2.7466445966051527,-1.8631870064451768
-2.7462240873826538,-1.8456172410918352
-2.741160498621639,-1.8399270157262901
-2.726573832888675,-1.7217290804184706
-2.7233075338349697,-1.700917146135864
-2.716095963699617,-1.6925217906515655
-2.7156831992889945,-1.6772351889531587
-2.7119783627086527,-1.6457609021225308
-2.711552717130206,-1.6502716106335225
-2.710780550497033,-1.6823117572666217
-2.7005219468031623,-1.6215136758944406
-2.694008448555941,-1.6368353052227078
-2.6895178525724734,-1.60784257410216
-2.687996991833276,-1.635680426515119
-2.683415365808452,-1.6121025765792847
-2.6612216278144745,-1.6077079132306695
-2.6583371862437932,-1.6012131079556562
-2.64839296811119,-1.6111088912559728
-2.6482893871732247,-1.6126892543145814
-2.64258252211413,-1.623803722193668
-2.634625999122365,-1.5977873868802508
-2.6292500012934577,-1.597301876848559
-2.622982244701544,-1.6370491342843971
-2.617600036578762,-1.6191291428163905
-2.612999383220875,-1.6249907748632129
-2.599535110439814,-1.6255822048620021
-2.5770783775495154,-1.582986282854949
-2.575871481798851,-1.5878487583684646
-2.572727275135001,-1.5407975394286222
-2.566285266716485,-1.516226728135213
-2.559816334713345,-1.4813149567027522
-2.5485075173843112,-1.4163409553165554
-2.546717437287723,-1.4092655395832536
-2.529786092617436,-1.2511241553058234
-2.5191652493350283,-1.1420967335972108
-2.505701281887618,-0.9360130387318455
-2.49169375636612,-0.7867290110227898
-2.489042215110241,-0.7070761244083469
-2.482663743343613,-0.6081404692394679
-2.4815284713125747,-0.6073408496428406
-2.474341664456558,-0.46859543062104037
-2.462759997899849,-0.2642324205786531
-2.461996150628786,-0.25090010700520043
-2.453846366923068,-0.13852863062437187
-2.440474791339838,0.08060968440577172
-2.42822447665981,0.30971102011303697
-2.4242397110982443,0.3065698071119915
-2.422065249132502,0.3749755827213046
-2.418873546135719,0.3957728352668917
-2.40632253826662,0.5476390991364334
-2.4057383288548646,0.6033293421855278
-2.4054948756930816,0.576825414326476
-2.4038677632558025,0.5827228148611509
-2.4019653493089534,0.6138612954231734
-2.4016615097242573,0.6209643237456653
-2.383472255316678,0.7511318797373328
-2.3757950706828477,0.8219582364729034
-2.3736211153501627,0.8269560648565908
-2.354765107137854,0.8541220581160311
-2.3541654251507094,0.860950174436333
-2.3541352990175293,0.8542550004456722
-2.346173493705923,0.8386985282318398
-2.3337701751780853,0.7651974015913741
-2.3271704063300316,0.7485155148601017
-2.321237378137151,0.6745146789314087
-2.31671996540573,0.6284538874723868
-2.3106483395937527,0.5664779915277199
-2.3057278350037693,0.5014849384305444
-2.297661739383428,0.37099776148646596
-2.2931179719437598,0.3235921293099501
-2.2820425991299054,0.12992213084740303
-2.2818718312171464,0.14540709134952004
