n_harmonics,base_freq,magnitudes,instruments
9,2.4409586153843215,"[ 0.41724235 -0.790538    0.77625625  1.33255731  0.21363582  0.20697032
 -0.82190342  0.78242169  1.0801417 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9966257716997715,-1.9271488899877405
-2.9935268929211767,-1.9306919735178358
-2.9823728107570995,-2.057846018712409
-2.9780008822412762,-2.1133695367273257
-2.9772375875242085,-2.069527822179047
-2.9734474009072107,-2.15922125612778
-2.968871355805291,-2.1612464536641114
-2.9634494268907616,-2.1570848361489645
-2.96218914418336,-2.184704418457923
-2.9609658468568885,-2.095386200412592
-2.9524659648072493,-2.114824929806082
-2.948228888193994,-2.0695797505163145
-2.938388088182128,-1.9875937668842618
-2.934071969055161,-1.9257575335516999
-2.9222050748177573,-1.7753285139229604
-2.9201717790758766,-1.7473610017535874
-2.917300324995652,-1.6999567947418344
-2.9114367445940545,-1.555009750530104
-2.90442085968797,-1.4501312816127014
-2.8929086675033835,-1.2047473812538814
-2.8895702717293554,-1.1639448922256173
-2.886192346889499,-1.0629376781118143
-2.8815340926329016,-0.9598207563159507
-2.8783967048000516,-0.8740489845943263
-2.872193978300827,-0.8004099064893553
-2.8628296967327183,-0.6086356179595441
-2.856759375139155,-0.4212363182406878
-2.852159378694769,-0.39011036644083363
-2.842618517841707,-0.1568964784596384
-2.840129145520854,-0.11622866187432762
-2.8322433851075197,0.032972263146512984
-2.8297094485649907,0.07227004036327975
-2.817278265716375,0.3067639548533518
-2.7944744150846383,0.5289784573184052
-2.7934643414988916,0.5714457543887146
-2.7761808313655454,0.7516908444663802
-2.772091597548905,0.7632643301803893
-2.7645987333537443,0.818407229893798
-2.753262738187054,0.9784061502585042
-2.745181699600967,1.024797948743299
-2.732438398796406,1.111258644456714
-2.7308197735388786,1.1085020414698863
-2.719637362025648,1.1236446909746927
-2.717887005918782,1.155904455846374
-2.7155445458016394,1.222784636223643
-2.713599958692462,1.2033067736440286
-2.7099139061933553,1.1820334528513605
-2.7093197162322546,1.1862512418488813
-2.706901462682488,1.2256750321059786
-2.706358927327721,1.193045843133351
-2.6882782196250945,1.239797943005244
-2.6819324337937958,1.274887100796948
-2.6783248622127083,1.3074338415890938
-2.6715707727962705,1.3540491306112896
-2.665895978280065,1.4257497539693051
-2.6578140555137804,1.388913014920783
-2.6574107544071865,1.4673842598221352
-2.651827771408602,1.4575616082655645
-2.649844524699267,1.4319411758075153
-2.630559307713587,1.45164518061144
-2.627629180891752,1.4556026588885491
-2.6229007401016635,1.4392325610617722
-2.6128531107222797,1.4158236357547258
-2.608115863685075,1.4507677455894832
-2.6010092142285828,1.407290752989936
-2.599728733467318,1.4150946544481464
-2.598301412491103,1.3645315684734036
-2.5965205852625077,1.414959154702228
-2.5958390258311557,1.4405906513444238
-2.591439342154656,1.3883486722243026
-2.5679293011083866,1.3072471836619883
-2.567059734158053,1.3281350430761072
-2.5465664372788184,1.2583040191418555
-2.5415751809032185,1.2658763829149626
-2.5390994414582604,1.2828184631599062
-2.5321974779095235,1.2219524764903547
-2.522451743688196,1.2613277681965807
-2.518603291885247,1.2873981907657999
-2.5168297366556365,1.3085278066859845
-2.5167722548716096,1.256139867821997
-2.5084663699243137,1.3607508645370132
-2.5078622458342705,1.3355539006568045
-2.4959165673572783,1.4196869770675964
-2.4947989699545654,1.4783383822605574
-2.487588813796327,1.537379297690616
-2.4875608405172227,1.5368158253838824
-2.480088043281392,1.6392797338119576
-2.4744921769486847,1.7276413219536844
-2.472309192174544,1.77230616174792
-2.4711631340029045,1.7827423762536247
-2.468510512300376,1.8369237510461782
-2.4659773167663115,1.8855770338442277
-2.4566168287652417,2.0784330855559223
-2.4404284629558646,2.4085302579181604
-2.439707663152448,2.4621169191720202
-2.433799704648322,2.562215953931649
-2.428435475726986,2.702432093348843
-2.423360334661643,2.879551175192797
-2.421924600953039,2.82100487271489
-2.4189719128588005,2.9413754336517823
-2.4155617903993916,3.0209998732944237
-2.414706354997037,3.010175036678688
-2.409345042174785,3.134636687215143
-2.408274763483126,3.1968062416260374
-2.4004977313781484,3.3216333158631848
-2.3997373659699273,3.3066729398371675
