n_harmonics,base_freq,magnitudes,instruments
10,1.7567860494630643,"[ 0.3372154  -0.88910934 -0.20833505  2.02297177 -0.3852852  -0.19499055
  0.50082124  1.32969391  0.18376981  0.69426063]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9958264150827736,2.1963786186138177
-2.995611723916043,2.230373228806252
-2.9897571959676075,2.387174796304945
-2.987362485756213,2.393541175527716
-2.98427250765319,2.495415084737563
-2.97477566444344,2.6535825924712033
-2.972943757716867,2.666293220273709
-2.969836119914656,2.781890491007244
-2.9607115890970315,2.85432862204717
-2.9586743104432767,2.9014034114993286
-2.9488229054023813,3.0000698746068335
-2.943752984993199,3.021363876145493
-2.942255930638314,3.005899671223112
-2.9382072408384134,2.996655150674226
-2.9371715788034347,3.0172590429785338
-2.9279744978194344,3.0081762421338945
-2.9156466922725848,2.9913055044113954
-2.909806330475463,2.9209820409578975
-2.9024035622942557,2.8790815174492534
-2.9013596034851865,2.885119017235791
-2.8869790774454707,2.6813468630102566
-2.8842762783992004,2.6140634843945816
-2.880405249131818,2.5829826563410165
-2.872501301219442,2.432846378797887
-2.8639329580493427,2.265885716400868
-2.8604084431879016,2.170346445261365
-2.854591812143612,2.1160718163925334
-2.8477653607630513,1.9081042059611946
-2.830807141788992,1.5037724620611992
-2.8163153982378324,1.153281093930985
-2.814353421932079,1.087631707476844
-2.8099565340861647,1.012783862663429
-2.7994658656340734,0.7631826175967197
-2.796367559114321,0.6838299007358568
-2.796266624939957,0.6069819500265143
-2.7861603691177725,0.36780334105751106
-2.7859103977776707,0.3512442910668415
-2.7855858658821333,0.3677192115144909
-2.775652036984466,0.09187717527623031
-2.7721678812200348,0.04640839244919741
-2.7717688989537628,0.03993079479530611
-2.7708331533816613,0.023523200018041805
-2.765399036799587,-0.0999137835429387
-2.765071190911888,-0.14975595615416973
-2.756931743992298,-0.3485169978669819
-2.7517312502900495,-0.4115696100097894
-2.747879437283901,-0.526072011082962
-2.7466937495244785,-0.5784559226983298
-2.7436340658939247,-0.6763300902636318
-2.7365956713309565,-0.786508748362568
-2.7347669564976957,-0.8675726550932453
-2.73156272463722,-0.9528382100894265
-2.7302328780032497,-0.9877396365705071
-2.7264795330771237,-1.0828375886418267
-2.723053949945255,-1.1347970819239412
-2.721353221880498,-1.2052641098688661
-2.7155083771060458,-1.256331450761577
-2.7137203727849517,-1.3600183273929354
-2.711995329593507,-1.38837027588461
-2.710757469481682,-1.4220158516472945
-2.702732240148427,-1.61048280883485
-2.691599697596371,-1.9035520899934701
-2.6833761336786504,-2.041389756631915
-2.677911368997931,-2.186509833879631
-2.659828798562722,-2.588724152579257
-2.6537740361861797,-2.724106315656702
-2.6522523011701584,-2.7378522000633905
-2.6482868244188476,-2.829034278175901
-2.646052381469606,-2.890789384757901
-2.639282280336548,-3.080354710386664
-2.6314711194349307,-3.20055307686136
-2.6179688038748967,-3.5361729014407457
-2.6159826675933378,-3.536623406884923
-2.612144141456548,-3.688905384266518
-2.593099252367784,-4.078320912938863
-2.5923485185368764,-4.095914747165864
-2.582886167177258,-4.241977265445919
-2.582847125620969,-4.259989001296504
-2.5730753417393197,-4.436618764389984
-2.568181883868919,-4.478364555143067
-2.5672683667044165,-4.557625432885192
-2.5653300368159817,-4.601411500461095
-2.5579197627354304,-4.681818004114258
-2.5567397638073173,-4.694513736959499
-2.549383622381932,-4.80592949801153
-2.5407771162059882,-4.89319069463373
-2.5366896200816864,-4.955008948690371
-2.5345506315494415,-4.948056952544984
-2.525061458032801,-4.976178708077952
-2.523800613895581,-5.0407606044352065
-2.5138232656109807,-5.060126848320243
-2.5076491971944685,-5.066743347094013
-2.506380396370819,-5.079057984665057
-2.5017902316113356,-5.098437454561485
-2.501225042447068,-5.107952671213953
-2.4809681607678478,-4.965015899088807
-2.4775509520634147,-4.961647371704671
-2.4766048630108703,-4.947443618361727
-2.4667960433707936,-4.828635051972709
-2.4584286039744416,-4.714663376439043
-2.4573858829995334,-4.6729241152910115
-2.452595301982392,-4.540200059014969
-2.4519679125938216,-4.553507631030119
-2.446657969580177,-4.544520130155549
-2.4437738610413504,-4.408459597901209
-2.4414873284223657,-4.380246154726589
-2.4369992297962275,-4.285381672198828
-2.429191783220901,-4.079676962523471
-2.4205254714330673,-3.9049495339855107
-2.413056999383427,-3.616339668329644
-2.4105180532418777,-3.6127893376310105
-2.4082265339698745,-3.531540248852753
-2.4081762751199136,-3.519120517510748
-2.4023818652977873,-3.4085943063848583
-2.391283890169853,-2.999680744880061
-2.3806602261360865,-2.760082435187117
-2.371295373164378,-2.410505120183603
-2.3644607801667417,-2.192176974937518
-2.363153134445879,-2.15870176502546
-2.360708127082111,-2.0414225329246873
-2.35272726032919,-1.8334633238737823
-2.351751642577754,-1.8142226300772437
-2.3516237504561173,-1.7776792497366647
-2.3500214653057325,-1.7355594342735525
-2.3439208936989564,-1.5441407813757762
-2.34160912253353,-1.4864633598584363
-2.339895613973833,-1.3991681338219217
-2.335693542287851,-1.2807356291149499
