n_harmonics,base_freq,magnitudes,instruments
10,2.947517885521421,"[-0.18644804 -0.91482423  0.15973015  1.44053708 -0.64775758 -0.89297733
 -3.39999585 -0.52168759 -0.58014776  1.56581917]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9994117265705835,4.403622029663647
-2.9962402982826504,4.57778628904632
-2.9845794436378785,5.1770280450006805
-2.983694874782107,5.208675415675236
-2.981519757375633,5.2983750093493045
-2.973989668767865,5.541063354473005
-2.9662203703648626,5.678619138189828
-2.961136354151888,5.692147492704291
-2.957561478342974,5.670650026114247
-2.957306265682724,5.673057475037753
-2.954076154753629,5.605132884859476
-2.9464818107664605,5.388280024650307
-2.927416150476151,4.221800847222067
-2.9216977339328607,3.6981222090479355
-2.9170502771983005,3.2473112428546616
-2.9099139554193396,2.4492295320021453
-2.909693622082539,2.419464784746216
-2.908944010856655,2.3294377796630195
-2.901403732663124,1.3894959288929216
-2.9005629915211566,1.2835722834485048
-2.9005332250463445,1.276350780134285
-2.8827331744676608,-1.090779933333829
-2.877085904735576,-1.8560393880769122
-2.876407288027093,-1.9349354146004376
-2.8741927872021416,-2.2219572239048033
-2.8636012799895605,-3.5457933428254806
-2.853027595298961,-4.694691084444341
-2.8526988467142083,-4.733512019471287
-2.8400703588861758,-5.777912587249539
-2.8380164924813034,-5.8966659032138296
-2.831032770166882,-6.2797255723503
-2.8285449263245193,-6.364396483004331
-2.8281837953642337,-6.378380785668829
-2.81992374985922,-6.5617576390900805
-2.818828407243936,-6.5490922947135175
-2.8171711349976674,-6.55377222984964
-2.814901793523867,-6.562185568119182
-2.8106493633357412,-6.5200956808194785
-2.799731647264813,-6.122275601061512
-2.758955511497633,-2.5485018698186255
-2.7502162106304096,-1.5864189443861112
-2.7321454360208968,0.21260630687866006
-2.7304983940540923,0.36039984475426545
-2.7268462501599613,0.6444537222733424
-2.7250947259684564,0.7996671150289063
-2.7180312312487516,1.2842543025867856
-2.7114953750668653,1.6711362863617765
-2.7105756925082503,1.7124814795099443
-2.6975257117773888,2.104223067934711
-2.6947838987376818,2.1386226266560735
-2.6860798926582934,2.1261487544743156
-2.6860282826268724,2.1176216902851497
-2.679878567965555,1.9998739026741799
-2.6763964571270087,1.8792941097224292
-2.6660247686916634,1.4565726891671598
-2.6648315144404346,1.3917844374185298
-2.646094463688,0.1678572842498789
-2.644182103469836,0.040834443436320346
-2.639828598431399,-0.2735165985998773
-2.632206226735218,-0.863468168146959
-2.626628638215419,-1.2592073777758648
-2.6263910043157077,-1.282294749636112
-2.623424936362439,-1.4838429148495151
-2.61472215375045,-2.056365444952287
-2.612344507844101,-2.1866046019888143
-2.610748950587288,-2.28668158665023
-2.6059198583437144,-2.5546084817319996
-2.6041077992877706,-2.630549934117525
-2.5983379290360906,-2.8538983031222913
-2.5845264116819093,-3.178630275023148
-2.5734087512311516,-3.168160127541707
-2.5697167495496958,-3.111905906518343
-2.5657036024485986,-3.0187959444767785
-2.56424713036348,-2.9832158073879684
-2.5576734118968307,-2.7568805941174026
-2.554885648224475,-2.640785179954163
-2.551109257788494,-2.4445583248593725
-2.549592028248374,-2.3649339450878806
-2.5393258709484283,-1.770120276267709
-2.5344990373633536,-1.4640899664575275
-2.5196909598595276,-0.39868424512012335
-2.516620321385173,-0.17990860298765868
-2.5158801352455225,-0.12213288569636364
-2.513088409919511,0.07143827346266851
-2.50150615910288,0.9195922228884599
-2.4986538480542704,1.118675067651232
-2.4909789744306,1.609283947045515
-2.490936193717988,1.607203782344068
-2.470957540982023,2.6174705450027322
-2.466612790911322,2.771415406122323
-2.4635598501505793,2.8609440750071764
-2.459718690394733,2.9582275328626513
-2.4424710071866116,3.19598360815346
-2.4159629613677285,3.0143374075842373
-2.4135117693584864,2.9740408296902467
-2.411289085715806,2.924253454727926
-2.4036150216182994,2.792885214627498
-2.3979887187184987,2.6723202126824357
-2.3939100862007674,2.600432090847004
-2.3921160876245016,2.564387855597951
-2.3897679965406047,2.520566984069498
-2.385623907671234,2.434877814845093
-2.3840136167511607,2.41622049629515
-2.377484720551403,2.295252994283219
-2.3703938128987487,2.2195240231202957
-2.3673783958172123,2.18141881996592
-2.367319295091699,2.178779222615937
-2.365736210425,2.151037033590593
-2.359403466844234,2.1059901381507595
-2.3530367786892397,2.058106340502986
-2.351508316351592,2.058167643150832
-2.337744888630562,2.0565962488841025
-2.334786726714457,2.0712750803284457
-2.333892988974889,2.0748789631812232
-2.3251959651296215,2.1086380274074283
-2.3148628420663595,2.1729164497832265
-2.3119964888350966,2.201937866722013
-2.2699801486358124,2.3217588622766283
-2.2673265786836914,2.3043480520914907
-2.266395435852343,2.3039169544454823
-2.26328300513154,2.283270740101993
-2.2556935952722825,2.2060107045102626
-2.242818963450709,2.031155986472779
-2.2313565735535414,1.8389610007343067
-2.222632715585644,1.6795013288613876
-2.2195080518835875,1.6144667482723423
-2.215854822493797,1.5483160841720989
-2.2092288837258147,1.4265857334345726
-2.208622010441694,1.429727041310739
-2.1937505839252536,1.1772285307119068
-2.1873711599295804,1.0927539709190903
-2.182246490858639,1.0325408409551113
-2.1779701223594796,0.9820817548125025
-2.168248940930524,0.9402584997704
-2.158314092001489,0.9330352881781137
-2.1503808801718574,0.9393577111514243
-2.1449589734906405,0.9655411997402115
-2.142492371380209,0.9745802962937221
-2.1410340742863516,0.9890091177094325
-2.1310172656876274,1.0696059899860262
-2.1295503711069115,1.0822913877045381
-2.125784446345087,1.1260612362442848
-2.124727801530903,1.15462932593057
-2.122710718092074,1.1533638533584882
-2.114957466229666,1.2369739294696895
-2.111598531630209,1.2513278953037166
-2.1097792881730637,1.2859465213060322
-2.109441689080107,1.2847114584419297
-2.1091149101071487,1.2814940211354806
-2.0879609033924065,1.3730894669806883
-2.082378293025964,1.373724426058409
-2.0738510443680798,1.3342023806361683
-2.067462584912705,1.2784746471336481
-2.051737898657535,1.0702803261812723
-2.0482238190124757,0.9870470053346686
-2.040795319085099,0.8308197096647474
-2.0295861533983177,0.5534172590855636
-2.023142028259434,0.38032146018305335
-2.016015972293463,0.17938630184557677
-2.014564794349775,0.15321548117011907
-2.0132690258169763,0.10914021501626446
-2.0130768519396227,0.11187021820914628
-2.008471266680396,-0.009505619706644028
-1.988565887547476,-0.43516118972208934
-1.9807242846949686,-0.5498147087323993
-1.9760213401411038,-0.584708455192178
-1.9731757418791664,-0.6237042057025884
-1.9703581439636506,-0.6494413463947918
-1.9675223582469556,-0.6528608593028462
-1.965988290983694,-0.6651029998643123
