n_harmonics,base_freq,magnitudes,instruments
7,2.640105160357372,"[ 1.66050606 -1.21207724  0.49802029 -1.02007938  0.44166129  1.26819729
 -0.56957145]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9997382962660817,-2.005844293204954
-2.9965620849658614,-2.1117945642015767
-2.9920284528251377,-2.209502513890211
-2.991450605697411,-2.248434369610558
-2.977780739049468,-2.59354349235179
-2.961804538390676,-2.937292275794197
-2.9574718915428355,-3.0238195515243707
-2.953856549402172,-3.0923451888426245
-2.951169520408989,-3.1359629607789876
-2.9419803919825,-3.2792598560661737
-2.94174194680072,-3.261957756691603
-2.9399029593222585,-3.301921183657495
-2.9253760215134905,-3.4373473555615592
-2.9193481983158174,-3.5019034018364468
-2.9168742794290408,-3.513205349054507
-2.9155960184175402,-3.499163776328987
-2.868910346924835,-3.3954114289281274
-2.8652965401597332,-3.3171359865516643
-2.8607872705432404,-3.308323317752324
-2.848081590935865,-3.107324846675298
-2.844535648185961,-3.0426751323653707
-2.8232600108229615,-2.6820527810891104
-2.8159605122343665,-2.5439351263952856
-2.814287941464027,-2.501341495455805
-2.7893690080621596,-2.0426245536995205
-2.7890842288881776,-2.0275028422899464
-2.7889311169294464,-2.034113363332749
-2.7826525580314474,-1.9296398768941074
-2.7811158617704232,-1.90076914029145
-2.7731027568295,-1.7703860219681449
-2.7715578912654664,-1.720530039586213
-2.769171448158973,-1.6760870722820695
-2.765632734542492,-1.6408719786105865
-2.762480656715552,-1.566907010139922
-2.754415130025485,-1.477058319967749
-2.753470305106151,-1.4678405697700554
-2.748764745625766,-1.383276769082538
-2.7459067649277253,-1.3659655375556876
-2.7442953025474885,-1.340696496836177
-2.732059036384305,-1.1724624737640856
-2.730496441124073,-1.1774299126163936
-2.723167959961822,-1.11282564926245
-2.7195204172759735,-1.0715761095253638
-2.7181639893934646,-1.0344948305625192
-2.717640404154596,-1.0553973886768981
-2.714081982192347,-1.0352497440731254
-2.7120708338328408,-1.0280083812922929
-2.701711682634444,-0.9322822861590266
-2.6961495122804897,-0.9208329641905438
-2.69417770174088,-0.9146475637746094
-2.685504545671325,-0.8548732406107079
-2.6819599185141625,-0.8320127782469918
-2.667174760783207,-0.7574392238399847
-2.661253018200153,-0.7259364660541999
-2.658159398728421,-0.6995051739912943
-2.6496268628413286,-0.6681681960527825
-2.646518298223886,-0.6663808179434706
-2.6463841120460847,-0.6443929564809306
-2.6461328406536397,-0.6518675153579963
-2.642307585692157,-0.641884572150665
-2.634825378377276,-0.5721085865810641
-2.6323586317789616,-0.5442724562632925
-2.6290393110552825,-0.5625095041088931
-2.627547549037362,-0.5362224010029305
-2.6241581766950377,-0.5036613749406934
-2.621749334105962,-0.45442465552965805
-2.6031304294813324,-0.298644554967305
-2.5908976977298597,-0.14378062906201663
-2.590792895682948,-0.14807209812921104
-2.5896394205101583,-0.13316428748722448
-2.5861509007417975,-0.10042753673638571
-2.578622088265435,0.0634010096245187
-2.5676994900833874,0.21508079719814388
-2.5524595154351237,0.45700092496842215
-2.549196230710277,0.5326191242264249
-2.5466134394521243,0.6013987141392341
-2.542830109703356,0.6503075269886109
-2.542055194172387,0.6353973216970715
-2.5347952079123006,0.779055862628833
-2.5289900728111387,0.8816767066924982
-2.528823404621458,0.9119534657598258
-2.525980294171082,0.9168826332039949
-2.5239593325214695,0.9725511284278615
-2.523000664118722,0.9860548914425875
-2.5156331007562436,1.1247636554427773
-2.482010126336025,1.540413853656243
-2.4717357695107207,1.6520575558734125
-2.4672810524989006,1.688324763054664
-2.464146985848476,1.6593983047756826
-2.4601617549954113,1.6937340910455754
-2.454107874365331,1.7196470690398957
-2.4500798769663152,1.6765420647139102
