n_harmonics,base_freq,magnitudes,instruments
9,1.8353677397946915,"[-0.393784   -0.86317662  0.18063063 -0.50479018 -0.65194051  1.12280063
  0.46468723  1.11627347 -0.2789995 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997507171607486,0.014036432139231822
-2.99236562513825,0.18184990616095245
-2.9872788920602433,0.3728429875476852
-2.9846767841149804,0.42729045693042483
-2.981756695137114,0.5365197778254406
-2.9791538927912193,0.6426003498804804
-2.9779982459847507,0.6840761087168472
-2.972110623306349,0.9060596524641744
-2.9647645815543004,1.1822499756054434
-2.9600257317254988,1.3641080725062547
-2.9592995915918534,1.375021361921347
-2.9539188331271937,1.6049676925861402
-2.9486863271316377,1.811172134958958
-2.946346667653242,1.8832014777468613
-2.941452113150567,2.074260018964447
-2.9406684774341776,2.100957292646169
-2.9351444413090193,2.314096910405445
-2.9289323650657453,2.5468860773837325
-2.923665502954453,2.749874731937558
-2.921921005100897,2.789631436238132
-2.9216863472895525,2.8401350207540554
-2.914247371753159,3.0645352790026124
-2.9094889944766966,3.1921229280645775
-2.9058641994371976,3.317878351813618
-2.901062957573423,3.4653442906648575
-2.8965235358174617,3.5627068278617453
-2.8962269861193985,3.5690821227640903
-2.880856434896004,3.922741735883912
-2.8705151847719703,4.082879792054119
-2.8593410986924246,4.196038257325828
-2.857872949859782,4.1857911184547705
-2.8551206889039213,4.204838272230736
-2.8495824583771574,4.2349904413017025
-2.849416102536961,4.2107102886385155
-2.8425092745363534,4.187849563464793
-2.839267857884016,4.174281035467692
-2.838011944754765,4.167026991699158
-2.837462392402468,4.171523160736101
-2.835714570017246,4.171563343994638
-2.8324455895344953,4.126644159634768
-2.8042381787997197,3.6668478146151386
-2.8007516721056778,3.5467397990720357
-2.783762735721468,2.9991096313363133
-2.7809387869921514,2.9083978327844218
-2.7755790718026403,2.738010762110935
-2.7740080334301567,2.663724048846639
-2.772202809400188,2.6044572353970246
-2.7578038956774504,2.0200178555729553
-2.7554214219731756,1.9255225163206564
-2.7523467093932403,1.7900414922034251
-2.729343590146564,0.8035292145004062
-2.7271616434438943,0.7230790483355543
-2.7205767784024335,0.45064181280227367
-2.715694505741297,0.26824346947138755
-2.7042836911762427,-0.1728513251345188
-2.7034416520463567,-0.21986645228202203
-2.7029542811434415,-0.22181693578576228
-2.6917103046208988,-0.613369683832215
-2.680122350680233,-0.9710981480205935
-2.675105467137675,-1.0845681581242326
-2.671806507289465,-1.1836454380716983
-2.6709349720711044,-1.1976230914968347
-2.6572642874474113,-1.432922366069551
-2.649774885834473,-1.5404288742040089
-2.6422963723220363,-1.586398229943984
-2.641712890169865,-1.5744053131568627
-2.6339498019321654,-1.6073990703299332
-2.6333239627253344,-1.6214169842605315
-2.6322466263828392,-1.583670909255434
-2.6227473769768106,-1.5852726700122663
-2.620707658856184,-1.580512598022683
-2.6191969601961658,-1.5489575900133947
-2.609653873450008,-1.4428389885335786
-2.602797694913856,-1.34058965827329
-2.59397642316319,-1.1514626645464756
-2.5935183380635447,-1.109088482183403
-2.5899246737691586,-1.0561524137106948
-2.5753150870379455,-0.6425699032239841
-2.5599593188465004,-0.1523567619067785
-2.5583069552612123,-0.12228051218361566
-2.5573096915976086,-0.05585189487854754
-2.5538886745138614,0.05351260592726634
-2.5512043629793633,0.18596960401093002
-2.5454424758868592,0.3939240662047452
-2.5454314985695214,0.3739289617520209
-2.5414546206425985,0.5572670676044876
-2.537912765304214,0.6674523482054018
-2.5115581583343656,1.6558310912736232
-2.5090909266127706,1.7358709775993615
-2.503087367547577,1.950987242066958
-2.495097865406839,2.204691050249773
-2.4883118492199046,2.3787826153875042
-2.4840670849124615,2.5170581527489184
-2.4811026520930994,2.5801628358600563
-2.472525308268689,2.787390452278115
-2.468483202785608,2.878535921256229
-2.462390441310748,2.987096232113302
-2.4337837163229707,3.208970073151037
-2.4264383067637882,3.1845099124020915
-2.4193210582387135,3.1221894300353696
-2.3942674351493634,2.64977891149258
-2.3773623279887532,2.1524472225221243
-2.375365713234711,2.134354295050874
-2.3694038861599536,1.8970446450229257
-2.3587555292023663,1.5283307491459142
-2.3350283422436147,0.5286412798484603
-2.3208634433372612,-0.0890752951113289
-2.3202912860004843,-0.11794352833906478
-2.3193222455246794,-0.1284818060080737
-2.2818303285942005,-1.652731850451249
-2.278422508406848,-1.7345235539248152
-2.269934832946346,-2.0099306548824685
-2.2668823930037556,-2.0658911006948886
-2.264492685823235,-2.123762521992297
-2.264280029126261,-2.153909744353281
-2.251880302532677,-2.41497382116609
-2.2512079706372816,-2.4334411890267194
-2.2501667140126287,-2.416178654953646
-2.2469384976759246,-2.53053513513188
-2.2461371473478424,-2.5070420941794467
-2.2457904890633538,-2.5046003951291413
-2.2355005688465575,-2.643554475203613
-2.229055904653716,-2.6952993275502717
-2.2200378434443375,-2.7203011757265783
-2.219953252008004,-2.7231168390386338
-2.2167922773337816,-2.707009735326213
-2.2037634982805874,-2.627134755634394
-2.2003210787502767,-2.5693896240760767
-2.1807421248513643,-2.1981925325213942
-2.1723913290854897,-2.009614567077912
-2.169737757584631,-1.9553495956831355
-2.169462875514484,-1.8967439807762285
-2.1550417068065,-1.433879461283981
-2.1530341550916217,-1.4054080868294003
-2.1491860032895254,-1.290377973084653
-2.1478556792660464,-1.1955315335114174
-2.1328127005943025,-0.621234714035218
-2.132013569401658,-0.6028325095328502
-2.1235402756902193,-0.18947875863370645
-2.1133164172054855,0.20664481941882962
-2.1110267592074976,0.2953439047912005
-2.110886188051656,0.325720357138556
-2.1054092782626954,0.5118311625914822
-2.0902280357198513,1.185500026057069
-2.0844645137511875,1.441745263331404
-2.071511495327326,1.9075432292469745
-2.060397077064551,2.2894860046028667
-2.059255507464327,2.3317063568250536
-2.0553440477233296,2.4629839333265204
-2.051636405535852,2.5655495391895453
-2.049223132731014,2.61078139211707
-2.0382364533653945,2.9364374150265946
-2.0243245582872946,3.176260452662219
-2.0227012119530836,3.2041162457055874
-2.0121148964130438,3.32393915544896
-2.0108723606817884,3.3663904972169574
-2.0068159834124613,3.3434464555385355
-2.0040577643038073,3.3905474198686503
-2.0029603013730775,3.4114707886715685
-2.0015375426720046,3.3759636625884784
-1.991384949710625,3.3735781765464643
-1.9911049718164364,3.3692427161751937
-1.9830539867787336,3.3511494319095934
-1.967847489404945,3.1758358566817613
-1.9629361647239132,3.1473713266569345
-1.948338659110163,2.7755473641320183
-1.9455632525482873,2.7253962502675586
-1.9449748655020553,2.737168775306584
-1.9440802726417648,2.688285189969111
-1.9403213309923846,2.5616936106339496
-1.9304988918369712,2.31737378685226
-1.9251961221045737,2.14390689567694
-1.9211322149340226,2.0264375348376706
-1.919845959335685,1.977201395287217
-1.8965474471192179,1.155803169073085
-1.8945365333872746,1.0734797772464442
-1.893715050748606,1.019389753873053
-1.8843768719697913,0.6630901262142972
-1.8804926511728546,0.52476425887567
-1.8777422974051055,0.4147473225794604
-1.8737644597309264,0.25919088832749165
-1.8669716179373015,-0.01869175827718993
-1.8640188613899484,-0.09773907285314855
-1.862453963810718,-0.16288263509892012
-1.8620019874644098,-0.20308724592218474
-1.8549568511690573,-0.43599298619116145
-1.8514809877715237,-0.5664108508535995
-1.8442987957901742,-0.8373856185657466
-1.8379487335662419,-1.0522112500701104
-1.8366895943896928,-1.131634954500477
-1.8227954224767846,-1.5759700552252265
-1.8214199134379072,-1.6067684955799801
-1.7854478021817615,-2.553193246089374
-1.7824367021567427,-2.624112151108152
-1.780715509399128,-2.647566354987315
-1.7740315583230033,-2.7560988320651796
-1.7707575651367655,-2.7966585733030382
-1.7694032802201785,-2.8266233567712002
-1.764549289723489,-2.942306661349561
-1.7612317367915253,-2.9657843790802563
-1.7489197241874765,-3.0670140273051993
-1.7449034608426681,-3.140561824188727
-1.7443733901746332,-3.1080436482208627
-1.7433215330143008,-3.110644307501315
-1.7374871089646486,-3.1641227049516205
-1.733818632914253,-3.1828678709296705
-1.7305700278535965,-3.19261739161371
-1.7261472199708325,-3.2002032922988795
-1.7187254791682351,-3.1850895736561906
-1.7184299752907861,-3.244084921188566
-1.7151286844580498,-3.2146202709016154
-1.7069898485027704,-3.1526431947904636
-1.705638152255269,-3.1388894667111593
-1.6914335909245974,-3.0919564406639135
-1.6891004595873687,-3.070534941986036
-1.6835534847545743,-3.0223883676043877
-1.6768418079310763,-2.9502996684605973
-1.6659062441702865,-2.8289548399450797
-1.6518284818671034,-2.629141518110078
-1.6516604455148027,-2.6129164045178164
-1.6471153092440562,-2.536500719874221
-1.6229696744008193,-2.093776608633539
-1.619698031537362,-2.0321410032230034
-1.6165646920732328,-1.9445750685262868
-1.6074131440019717,-1.7686706279103432
-1.6034071231622533,-1.6411985934963067
-1.597217996145222,-1.502407126918005
-1.5917027193545987,-1.3745783293686238
-1.5904185057407372,-1.3564158103135355
-1.5888140004597318,-1.296860822558744
-1.5809530583332754,-1.0801832686488018
-1.574441890408661,-0.8969106315608244
-1.571439073207852,-0.8219749247869959
-1.5672861421622446,-0.7073405198165011
-1.5655188413566083,-0.6873861288221705
-1.56068322166898,-0.52276693246032
-1.5573277960046004,-0.44002362076624685
-1.5509855823992025,-0.2530083979373142
-1.5157805130601159,0.7883471962959588
-1.4929275913512512,1.5188857508729758
-1.4556610477481335,2.604117945743629
-1.4536665423015973,2.6857015593801137
-1.4465120746742803,2.880073859158345
-1.445967026424795,2.9155777059856387
-1.4342921961571926,3.2063829544918105
-1.43133450059974,3.284699260335863
-1.4235151903689938,3.4699459142481532
-1.4193701429444363,3.57350062314015
-1.4165444252605568,3.6166647413014656
-1.4115765008147947,3.7067953177203963
-1.3991624053715714,3.9453893001752394
