n_harmonics,base_freq,magnitudes,instruments
8,3.7089533092940177,"[-1.39546254 -0.5180719  -0.27239752  0.97467977  1.70822253 -0.70020136
 -0.53239991 -1.5989725 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997713069300218,1.1848193600313066
-2.9963775561217743,1.116313661014072
-2.992539598317042,0.8929985614740048
-2.991444806718336,0.7978036309263177
-2.984570069147872,0.4180789465753391
-2.982753487945449,0.32059264382389846
-2.971537253417634,-0.3632036752815212
-2.9700805066220166,-0.451314084515554
-2.9471465961402448,-1.645869297886942
-2.946499701076995,-1.6481931502927785
-2.9329966100404956,-2.1584055913328664
-2.9284973749981598,-2.3093790883046914
-2.91630959670581,-2.497193868863827
-2.9023083554155527,-2.491829167900805
-2.8935453990612,-2.332822625765681
-2.8717967608224697,-1.6543644793479166
-2.8686662212154808,-1.5227943295079773
-2.8573411885520317,-1.0380438612183496
-2.857266008260245,-1.0642423192686619
-2.8538952522666543,-0.9332577083665211
-2.851736082772005,-0.7967945448452657
-2.846497612810083,-0.6194814979355411
-2.843185767163227,-0.47025375453964036
-2.842505699240469,-0.4538159333144466
-2.84107510753445,-0.3927964072895468
-2.8356756779375827,-0.2047161665289353
-2.8346115229504925,-0.18061841628910313
-2.8309153287095885,-0.05509903579114751
-2.8235535159586576,0.1110300577682169
-2.8204592907034884,0.20167383608367573
-2.8145335328680607,0.24892031939295012
-2.812270889496403,0.3163027381831222
-2.8059641466635497,0.3761214109414878
-2.7969612427091977,0.30596137972936327
-2.789946884532852,0.17384298634359996
-2.7731204607701168,-0.3444617226362223
-2.7726221834411167,-0.3585068622277666
-2.7586114748124695,-0.9547824693126974
-2.752378921072876,-1.3201954666263778
-2.7515866539828284,-1.3397523346517006
-2.7507950747694005,-1.3903182464972115
-2.7402417618255273,-1.9537566970920333
-2.7372370408080764,-2.076502350423554
-2.727924078366145,-2.523570160435934
-2.724832432173546,-2.697216784964414
-2.7193160274335373,-2.90559434048425
-2.713962022827979,-3.063644201709999
-2.710648242776214,-3.1649755613731867
-2.7026145103159953,-3.3389748942051525
-2.6992932601818675,-3.350500126135895
-2.6977966597247476,-3.383353359115578
-2.693642093418849,-3.367833097619999
-2.682140606320572,-3.329237578970657
-2.6793702028181827,-3.2899646890676038
-2.675738104587403,-3.239899837599562
-2.6730541185350627,-3.1536235893683697
-2.6701688552086265,-3.099525563049909
-2.6635639836827574,-2.8072832943609782
-2.659282317931012,-2.675472510271649
-2.6589682451656143,-2.6672290600898805
-2.6528851456624647,-2.350115965373971
-2.649851239285212,-2.198930636453047
-2.6484653777480878,-2.1399798077525234
-2.6479392270517934,-2.12193789692772
-2.647756423316366,-2.07050079027354
-2.6474988046213346,-2.1094878325881803
-2.643974297295909,-1.9210723695981726
-2.6421852721106753,-1.80941382203365
-2.6412285828784876,-1.7505899556241464
-2.6291467980054533,-1.111675581424136
-2.620098882432104,-0.6254013261217383
-2.6191303992955746,-0.5944625504750108
-2.6036845191694153,0.0607349238103444
-2.60276815001701,0.07253653213041242
-2.58926637674467,0.3896517417634244
-2.584141533202416,0.42627070415720275
-2.5799558031802516,0.4042868257799577
-2.5741799223994137,0.33270084569349967
-2.5557988545814183,-0.20438860961377098
-2.554637564421697,-0.2283359888241058
-2.554474330674119,-0.2681297147354785
-2.5498937725603765,-0.4354515094018195
-2.5369894912647064,-1.09633254947513
-2.532475144991711,-1.3407904255215017
-2.532450304871219,-1.3454434997761138
-2.529680723538738,-1.485346254330587
-2.5128463476222187,-2.4972146863234386
-2.512479524557566,-2.5495267896876475
-2.5123148584582866,-2.6069281558841335
-2.502475356733891,-3.036946281663595
-2.4980070059285606,-3.2280466383972106
-2.4952680462669097,-3.3342399493682713
-2.4927472355447273,-3.410862642195617
-2.491246169259373,-3.4694911894828513
-2.4909609732800218,-3.473822903146367
-2.479281530144049,-3.681570282737527
-2.479168186646971,-3.680213562605205
-2.458310110170456,-3.4076107884426046
-2.4573803106579115,-3.3974549405386343
-2.4521115031050336,-3.1565839578655086
-2.433152678126696,-1.9280499169957506
-2.4306434337150433,-1.7206517577644265
-2.429520111494898,-1.6389489805096298
-2.4185137768991973,-0.6775582122531879
-2.4156830894321253,-0.40200822073941367
-2.4067960660719354,0.46695045399634816
-2.4049315350121008,0.6285303985603022
-2.3987491129528538,1.22005539802062
-2.3853710376995174,2.4232147038792724
-2.380103274902252,2.8508796784166597
-2.3739733817643343,3.2835761642531724
-2.367604034270546,3.695608276269707
-2.3671517636337933,3.750600278510219
-2.3655891045025994,3.786676623326287
-2.356857389981354,4.174162213384971
-2.352922591465489,4.318431060519547
