n_harmonics,base_freq,magnitudes,instruments
10,4.593442520874735,"[-1.44086391  0.61478032 -1.70072962 -0.73031968  0.80083619  0.1915288
 -0.60795486  2.09543223 -0.66321773 -1.326117  ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9987006982134883,1.9309488090590043
-2.991423924900515,2.3969735597826127
-2.9870357651207464,2.5387971561654217
-2.9694954747217865,3.0585410196298213
-2.968366294500705,3.1293829780409665
-2.9676438015511595,3.124052527415417
-2.953312454470888,2.880883606860527
-2.951018887400129,2.8612071453928603
-2.946434566365332,2.6620710278890325
-2.9448070524650047,2.6092911159949335
-2.9421784156012736,2.477466924046348
-2.930094774320759,1.8420510338925522
-2.9146693348534334,0.9573946522797866
-2.914430595225321,0.9714756024831989
-2.9056274201768555,0.4435007399415383
-2.905529455544076,0.46388789087583043
-2.900407970154599,0.21237385162741337
-2.8935113115804905,-0.21152904984054618
-2.8907015475333253,-0.31516578745083096
-2.889585267222329,-0.41773694274171186
-2.88829351221196,-0.4786809499978641
-2.885739725659369,-0.5893325132794262
-2.8774081074487903,-1.0228423788647283
-2.868740541970167,-1.4992279090159124
-2.8685722312914876,-1.524583615654503
-2.8512022244074973,-2.4827116823218365
-2.841986163479824,-3.0038425447759187
-2.841335383149227,-3.050562486919626
-2.833406130201509,-3.400949195817478
-2.8251290864609278,-3.8092499874317216
-2.8100161153045464,-4.168504904716789
-2.8053051196084127,-4.192966972522971
-2.8022510106988205,-4.142679122393574
-2.7945011903898838,-3.907894933535677
-2.793334267793605,-3.8790694467331996
-2.792922629841141,-3.875715372990803
-2.7860021795965095,-3.512559701554257
-2.7738598039962827,-2.5414757212090433
-2.7715046774887497,-2.2705262125514185
-2.7652822026491988,-1.6629415143429174
-2.752397516685229,-0.18439929803819977
-2.7489966125507026,0.17818781909898912
-2.7481766027305596,0.2581933736007102
-2.7462818880063717,0.4679827367396785
-2.7194574120094814,2.331342535332431
-2.716418404768619,2.3796483266902313
