n_harmonics,base_freq,magnitudes,instruments
8,3.6998663670891694,"[-2.26220552 -1.12990224 -0.41084168 -0.99694364  0.35100694 -0.09465444
  0.40424232 -0.47016571]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999557213403361,-2.776094404235517
-2.974299739139148,-3.9732184593552065
-2.971470352935028,-4.058295525993361
-2.965045872590671,-4.219533464507014
-2.9611100613605315,-4.271192675399386
-2.9548635395835,-4.299430383582292
-2.950974968728294,-4.2697861075879855
-2.9386698404897853,-4.0659918629403276
-2.9365610204296546,-3.991368243154904
-2.9319592394694154,-3.82359711649842
-2.9310805709498124,-3.7943186063148873
-2.922797282918959,-3.383561702911077
-2.9165942877875706,-3.009210335189473
-2.912393857363811,-2.7576479185419407
-2.9072090947110345,-2.385317785962354
-2.907169568271088,-2.3691967899112156
-2.9068953881010806,-2.359486496993553
-2.9051021270071686,-2.2428769611715853
-2.9049804746235734,-2.2435381283835585
-2.8783805441615167,-0.10370943769655284
-2.877841595784173,-0.0813039992752904
-2.8729391713797767,0.3200569651473224
-2.8673628388994317,0.7172991181944387
-2.8576628785373233,1.3489604385207703
-2.8474403564220605,1.8765105596589315
-2.8246001408319366,2.4337233145654156
-2.8120507439615188,2.2691379615211273
-2.810324954645804,2.233271404274324
-2.8092551773808356,2.195277337019544
-2.7885054161896687,1.305621667208639
-2.784565570862341,1.0606121899508174
-2.7798959297727226,0.7608226113795853
-2.77638064975151,0.5350646143390568
-2.7743163523299694,0.40265088987069386
-2.7698871534547638,0.085742049767896
-2.761625125386578,-0.4761977110845914
-2.7566757136047126,-0.8069066018390916
-2.7561452298290656,-0.8563293148717872
-2.7533652852370265,-1.0391273029595183
-2.7460157193979358,-1.4824775864143185
-2.7400152275949363,-1.8292657270184471
-2.738616649788103,-1.9156302393683373
-2.7246501684667153,-2.4935222043188405
-2.7224289304433595,-2.5636960033888876
-2.718141833203581,-2.6676499759146766
-2.710961741803785,-2.756977264982095
-2.7009639010359217,-2.772998240756276
-2.697346800306205,-2.721871134361381
-2.693464953896221,-2.6683915106772313
-2.6904787803928825,-2.5816543282092907
-2.675913336354218,-2.081272255849422
-2.668682676222099,-1.7385332929607216
-2.658210630179732,-1.1874312610158853
-2.6538516204972566,-0.9617094231783998
-2.6522249157724143,-0.8620906058579305
-2.6404300797081,-0.19941459781389567
-2.638882151051657,-0.12806191518505639
-2.637173391954315,-0.016985123134745157
-2.6360861332009495,0.017599418624946184
-2.634699251163007,0.09488911630728172
