n_harmonics,base_freq,magnitudes,instruments
7,3.4119345210781056,"[-0.04923101 -0.06518377  0.45687623 -1.04166639 -1.39687457 -0.18311481
  0.11314696]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.986887561821872,0.026697436602656242
-2.982515709889891,-0.011039247515183596
-2.980574220051869,-0.006718236686274431
-2.9794842095110496,-0.03369763796356473
-2.9721126268755294,-0.11615296163125406
-2.9660937327935235,-0.22651309503826922
-2.9519516408330873,-0.5978965400298758
-2.9516472663832674,-0.5897855271354767
-2.9300008814535112,-1.4260055023117328
-2.9275914181711817,-1.5234267934562895
-2.9267218013682097,-1.5653066131823963
-2.9229829278869044,-1.7495956481205261
-2.9212950142307705,-1.798186637258927
-2.91477086337147,-2.0933919898369178
-2.9132206071438556,-2.1682784600958107
-2.907761162048258,-2.4027483302298425
-2.9055645327956943,-2.536291157728421
-2.8831418749373445,-3.4553705454366868
-2.881433369512096,-3.5030133688677583
-2.8804986254961737,-3.534071364001464
-2.8552570446253873,-4.117398790160231
-2.8474654424105577,-4.194895895140319
-2.840630143484302,-4.185025572197982
-2.8358122683570812,-4.133313489965036
-2.8306313002557593,-4.072921639703292
-2.8297400580775696,-4.062657533160201
-2.8287654444254517,-4.03740975679486
-2.827182996501305,-4.000044525234436
-2.821689127141939,-3.8851987427608665
-2.805872210968378,-3.366268567376412
-2.8058670408359117,-3.347694168283254
-2.7832010392462982,-2.220571204968315
-2.768281681489281,-1.309190136213757
-2.7668160611643637,-1.2468351667605932
-2.760708694783525,-0.898670397133684
-2.745359215609459,0.029270166423502886
-2.7421062432005057,0.21997018964379683
-2.7253141641701877,1.0402148498626507
-2.7239833017858217,1.1081134925383826
-2.718823957224868,1.322561321431231
-2.7086687130257907,1.62714119369189
-2.7084003062135174,1.6273269502889376
-2.6976493910228507,1.8805739831789976
-2.697538425564166,1.881386423853898
-2.696974061535103,1.8726661557814692
-2.6903501126281926,1.9365880228667454
-2.690173681293015,1.9637598006754178
-2.6877014085311757,1.982291395083252
-2.6840543963856933,1.9610309952699387
-2.674634190019281,1.9268387518034145
-2.6730876694701378,1.92781215234854
-2.6727088242393706,1.9078979448408746
-2.668961309633552,1.8712329882084848
-2.6670745089918793,1.8162079748033555
-2.654174519950926,1.5541833764367181
-2.651271689133504,1.453246821824296
-2.639997118194298,1.086509832886746
-2.6389658372860234,1.0459274426624832
-2.61700397573414,0.18871557125692268
-2.6169729387976646,0.20233262224362294
-2.61405075007014,0.07932231483333069
-2.6078545809477327,-0.15484368682303334
-2.6061511941687776,-0.23271938075482004
-2.6031697066989112,-0.32841250764653557
-2.5885674328418915,-0.7914281697464235
-2.5783181229189287,-1.0255974796186245
-2.573643127939124,-1.1020827988885031
-2.5717969021509193,-1.1145658488555805
-2.5667388628401566,-1.1682133502611953
-2.5665455310171383,-1.2033379914472
-2.5628458873855973,-1.2114128054884354
-2.558443012735726,-1.2119201201155316
-2.5573267270182307,-1.2149234806573075
-2.5504988776614628,-1.1779743968700263
-2.547444859022816,-1.151871802451934
-2.5390600451717633,-1.0118713090489835
-2.536330322484802,-0.946472453097154
-2.528050426358481,-0.7493244378243464
-2.517931659959034,-0.3847689430694833
-2.4999431545754556,0.4052073899022191
-2.4983801522733593,0.5012395535964423
-2.4972042726131782,0.5565187783850404
-2.4963140750531476,0.5998911654872394
-2.495315732432843,0.6515637665951698
-2.493591782745442,0.7447726278519333
-2.4897520381473752,0.9267745970990463
-2.4826491067432457,1.2949082514448562
-2.470207673978682,1.9241525090336054
-2.469839019167173,1.9633960384247855
-2.4645087400708507,2.212032792920403
-2.4605432370627165,2.4246342285275935
-2.4566261509379066,2.58401107092366
-2.4562024771566464,2.5918062289907433
-2.448158206600978,2.942434802754981
-2.436362343408077,3.344973851802715
-2.4360857093569086,3.341899985751965
-2.4355654620881015,3.359072247849528
-2.429191650962198,3.52277108815041
-2.4274624250876666,3.55800413242998
-2.422582570006595,3.6516251562013404
-2.4172279680977535,3.7219598981644917
-2.416295674590791,3.718485362072174
-2.3935290317030757,3.6873344460476116
-2.3858749530593655,3.5418966403697203
-2.378878784116394,3.3531444925047964
-2.3720918513852416,3.158557610297106
-2.3716402490892223,3.145095147621743
-2.3715825652476363,3.1366670482501786
-2.370928445551958,3.099925929637974
-2.3640211568268388,2.8703386491352907
-2.350920086565292,2.311202401588318
-2.344947676893672,2.0235613295865473
-2.335562470976554,1.5991249815439903
-2.3196300507626226,0.8324075419850049
-2.3159905038708417,0.6575759378064004
-2.315497029248241,0.6344139879171788
-2.3133743378459393,0.5259095488824143
-2.3050175584998964,0.15462147398834095
-2.281214593127455,-0.7109298916889519
-2.277633116183463,-0.8320380444846303
-2.2760805986878143,-0.8581696770965657
-2.266817357627993,-1.0849742012535606
-2.2620502966720752,-1.191664421568934
-2.253643729412773,-1.3183539877149026
-2.244876378319346,-1.4077718783921556
-2.241876289994621,-1.415629458614937
-2.2396596925210384,-1.4469451574808188
-2.2270696679917537,-1.471286825377968
-2.2268984097489564,-1.497923867513645
-2.2255199604233242,-1.4709681508239076
-2.2251236877501643,-1.4757952241756755
-2.2248798316888903,-1.491583640617376
-2.214434106838351,-1.441228606980863
-2.2111672481452067,-1.436634873953319
-2.2047218288057158,-1.4004375354443324
-2.204571864130175,-1.3843270261393317
-2.181883152651408,-1.244439653152255
-2.179479442396145,-1.2290964819124173
-2.176716661048034,-1.2076887499851838
-2.1764220378438797,-1.2017487754586342
-2.170253683268969,-1.1870462134353912
-2.163223415031112,-1.1640130715316812
-2.151391485431803,-1.1127181067373169
-2.1471310354766913,-1.0898942418794917
-2.1467463700695273,-1.0814134972036542
-2.1437989019100248,-1.108994111401464
-2.1382774792379218,-1.0991704894129548
-2.1304219719830204,-1.1246133856024823
-2.1258417175788065,-1.1176171415070042
-2.120582460031268,-1.161082962600607
-2.1164374125788803,-1.1643149479066552
-2.1151799009316807,-1.1740162247133077
-2.0983031552952136,-1.2604029041845455
-2.0959499718353727,-1.255711202003879
-2.0847854217697472,-1.2982655692757834
