n_harmonics,base_freq,magnitudes,instruments
7,1.22162519334367,"[-0.96629612  0.61784386 -0.10206561 -0.19989377  1.63901548  0.19373542
  2.41302673]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9836756028441727,-1.409480859513718
-2.9808597944404385,-1.3735434877530666
-2.97007657256352,-1.2615648007624933
-2.968237624326579,-1.2995063026991105
-2.9649541859241033,-1.2101208794883374
-2.963254910784328,-1.1805701753807252
-2.962583447902706,-1.1986476504979533
-2.961484985945808,-1.1896954329311848
-2.9563691197542026,-1.1415364242423955
-2.9522853198663292,-1.1264468171710378
-2.9472095900300332,-1.0590499009357128
-2.925975374694258,-0.8147316238300576
-2.9242729995971164,-0.7763343976098425
-2.9142799255677323,-0.6783005743285024
-2.9140143196374595,-0.7083018547510931
-2.9096536569009954,-0.6333855431100471
-2.905681838634136,-0.615459258870332
-2.905412257439863,-0.5985825321240756
-2.8986331454288665,-0.511495879471776
-2.898041796072605,-0.5281219503084073
-2.887830056457177,-0.4352847221040615
-2.884852189491488,-0.3598221219745158
-2.8678165155377515,-0.2194370167332062
-2.8659830100863095,-0.17976354485803747
-2.8620680542474,-0.13186246459496537
-2.8610629709809436,-0.12942859136034582
-2.8557972284323467,-0.13690855469305394
-2.839869232782962,0.025185527856328577
-2.8296360903319213,0.15677567090215921
-2.827074014950475,0.15511285095728497
-2.827024366275099,0.1673812842253672
-2.825335486582017,0.1789644438557763
-2.8101936706248276,0.2972368546136043
-2.808081321000979,0.3302242957664634
-2.7838083599148344,0.4965265604385886
-2.764765373494251,0.635569809659027
-2.7527084106610236,0.7719329172202327
-2.745156772880068,0.7902583403935314
-2.738900974400071,0.815160986838208
-2.731645092210944,0.888256036685156
-2.730210665219726,0.8963759313095856
-2.7292136381630088,0.867672537900715
-2.726369706762545,0.873578701626884
-2.708020382499771,1.001745422819098
-2.701816679156945,1.0509940068829362
-2.699901130381689,1.06662609790233
-2.695180553595231,1.0855654581893726
-2.6798559457586624,1.149293216424013
-2.660498191983261,1.2185469335238464
-2.654627454553237,1.2635021587026938
-2.6519299939515815,1.257623953281001
-2.6451450655370192,1.2883146141079425
-2.6264247332026542,1.3784226706240137
-2.6141264928325723,1.385498710333794
-2.5985114833767415,1.4343173829001683
-2.587597440893781,1.4867986382976337
-2.5798780570118414,1.4626226327486067
-2.5677631930675346,1.5205640561588398
-2.566724415479601,1.48906748330199
-2.5634997606340546,1.518069125053297
-2.5621501597051903,1.5142064047300745
-2.5377753209825267,1.5732144597323598
-2.526912108412247,1.576898814928781
-2.525371756063824,1.5712005602832124
-2.523454561468801,1.5502377249636299
-2.5223441124688204,1.5780574347949798
-2.513805499911196,1.5626586516848302
-2.507235284979439,1.5896661558811789
-2.501095003861739,1.551469665967146
-2.5006603269650065,1.571562079187878
-2.4974440840299144,1.6232675166766737
-2.495931837636314,1.6126980093563468
-2.489031518486758,1.5784676809794815
-2.488345540358428,1.6003181355088947
-2.4821171695685567,1.5992009139201022
-2.476324636436192,1.5899032676578915
-2.466539228938542,1.5585996258086736
-2.465316337241644,1.5622246065748555
-2.458923668131114,1.545867586076602
-2.4521023944270244,1.5412920267018375
-2.45154661612969,1.5246562636598258
-2.450849844142627,1.5471042430780915
-2.4480966661565144,1.5120803482456593
-2.4426231814533423,1.5510943658779746
-2.432712008491163,1.516670441016039
-2.4259401610514564,1.4862133513154756
-2.421336959946376,1.4487118541210011
-2.416981871145296,1.4573991871349938
-2.3940753422603334,1.3738898318301795
-2.389913686376061,1.3362183405866035
-2.383516608231448,1.3389969094842704
-2.362433489892336,1.2199201802621709
-2.359355454986936,1.2236081775197403
-2.3510544051472775,1.182280969686184
-2.3452874909806853,1.10292454202165
-2.3433014121537044,1.1212300089751304
-2.3404251959150075,1.1282264438716585
