n_harmonics,base_freq,magnitudes,instruments
10,1.993596520092662,"[1.20767274 1.28494498 1.70029099 0.97647277 0.75126724 1.31389798
 0.82269213 1.48306691 0.15110857 0.1714148 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.981107674404312,1.9072083089251661
-2.9785295764859256,1.906668544145647
-2.9711913861830928,1.8685316402498748
-2.969014952929978,1.8491326651074578
-2.9670915548292784,1.8269619174143643
-2.945846524253872,1.3642795866571231
-2.9445364359076907,1.324468176082155
-2.9370241460225754,1.0661651747466097
-2.9360459998061375,1.0289389896420822
-2.9316386808027137,0.8569634863929096
-2.924279821401785,0.5429423339455719
-2.913370624978442,0.0262600032459582
-2.9089469971015944,-0.19499648148149282
-2.9088929094928737,-0.19758281769127758
-2.9013664422785106,-0.5878727243606438
-2.9010290653366093,-0.6064562533093911
-2.8918794400812025,-1.0922487303283197
-2.883565117053635,-1.5330174937758914
-2.8776323640872863,-1.8433653035110356
-2.877627429748344,-1.8447522695094618
-2.862706529230356,-2.579925958373937
-2.841241583872684,-3.4528009899337957
-2.8398452259450284,-3.501216552878685
-2.827872080359942,-3.840600324568627
-2.8278674674694892,-3.841158193347499
-2.8271581571795106,-3.857445435503506
-2.8263769436991986,-3.874388686954164
-2.8217489132534346,-3.971643919974088
-2.80833632794279,-4.142522743105633
-2.804754238589095,-4.16179171398592
-2.8046839069116345,-4.162655472348396
-2.80170414302977,-4.1689300682705115
-2.7997539363448185,-4.168870759295783
-2.793046082053977,-4.144812090875528
-2.791570745610186,-4.135836489794469
-2.7901319531703415,-4.123416662724381
-2.778199994453706,-3.955503822291247
-2.777625561513931,-3.944577953362558
-2.7672107510833683,-3.702547053135141
-2.756320001551881,-3.3650798095565038
-2.7556908069691373,-3.343420680002382
-2.753453363002103,-3.2637996894059964
-2.7367043377685047,-2.5905297503242832
-2.736398230397683,-2.5758251348279195
-2.724230852031841,-2.0173056652854555
-2.723173981043839,-1.9667519953730008
-2.7225349419864537,-1.9356261170832882
-2.7002168594444846,-0.8453322593867154
-2.6965052298770615,-0.6643961795409277
-2.6950026235438638,-0.5928116574242758
-2.6949971852048407,-0.5923487088419642
-2.6913846223305864,-0.41965924652779163
-2.678062026810288,0.19013249062123197
-2.6716756992134476,0.4625435504031513
-2.6647917705957043,0.7364548298772552
-2.6641772983991965,0.7611535770663338
-2.662239107136223,0.8333292325967768
-2.661723672827513,0.8532991451588219
-2.64492427254304,1.4033516968976432
-2.6399548301503275,1.5372087087342257
-2.6335044172240436,1.6890093942720352
-2.632740469756933,1.705286917409263
-2.6292548546588463,1.7760737589778035
-2.6257455533415426,1.8389394385307603
-2.625553297745385,1.8424316613025113
-2.6250867823428967,1.850081376435482
-2.615826132211794,1.9808723578598781
-2.613487255804678,2.0053256982663137
-2.6015136581660956,2.084581702010871
-2.5960529513472834,2.09266779315118
-2.5903240874605578,2.08664030361981
-2.583880209750655,2.0599813366863415
-2.577778715106006,2.016618392424511
-2.5765755537423107,2.006540890161088
-2.571351072614319,1.9557119376717935
-2.5710020139738323,1.9520425188732344
-2.5665225645480225,1.8983501916624557
-2.5650644950702044,1.8811814792817039
-2.563093973613798,1.8539898583289427
-2.544970238211377,1.561439677294461
-2.539356186990596,1.4549993381937871
-2.5369008685031202,1.4072988581397154
