n_harmonics,base_freq,magnitudes,instruments
9,3.709931845685595,"[ 1.55790931 -0.28423202 -1.3086365  -0.55070337  0.42385825 -0.22250072
  1.31068127  1.24751264  1.27720414]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.990914753115617,2.7817795156008067
-2.986328960529267,2.7856309761296587
-2.9600679023781034,1.9281647962613
-2.9594065027613343,1.869129141720407
-2.948518822294744,1.1939905021320047
-2.9475992221416645,1.1138579860351878
-2.920314071799334,-0.8907373294382793
-2.914563440913711,-1.2737188364487015
-2.900401511653284,-2.0065032084199954
-2.890032274025327,-2.320708999067196
-2.8854751293097882,-2.390506396822461
-2.885042898647848,-2.3736058882332696
-2.8791645633088736,-2.4040263794187475
-2.8761420482072673,-2.3876430965291893
-2.871372640882051,-2.332981423109203
-2.868797881832559,-2.2765795095939714
-2.868264825267408,-2.255923802217707
-2.8510713960321215,-1.608459069202255
-2.845603410407434,-1.3476570874654883
-2.845506039423307,-1.3417766832146154
-2.840600751548705,-1.0991267828849207
-2.8353542752514627,-0.8014232528832319
-2.817371043162833,0.12170677738924322
-2.812110261016899,0.3053644166383573
-2.806522835202185,0.4968486572266413
-2.80244252184559,0.6063987806752771
-2.802049768076908,0.6154584081724837
-2.7982286853297604,0.6831503779693314
-2.7952814400955672,0.7111507177653633
-2.7905596400617556,0.7374542494712694
-2.77955691923677,0.5990596326255583
-2.775429832209138,0.48322528888810606
-2.766945171533946,0.17253863441711859
-2.755754880462129,-0.4064940100390681
-2.7532870055053342,-0.5584246461317962
-2.752139496832802,-0.623310595971658
-2.751974768331922,-0.6490132855254543
-2.7506673834457196,-0.7202003042607038
-2.7484979822669984,-0.8511964357925574
-2.7356336110513997,-1.6758168435801741
-2.734353750863879,-1.7648049579313725
-2.7323144274023683,-1.8916219732825679
-2.7312612855622973,-1.9490559072454179
-2.7233742538439856,-2.4075522294225613
-2.714495897899247,-2.8023548782939978
-2.7083789135311847,-3.0014302516223768
-2.6954404750314187,-3.189261824913752
-2.6862228077409838,-3.0673653160339414
-2.6760299405429993,-2.681190714147733
-2.67480002369064,-2.6373188252643254
-2.66917666902797,-2.319843396510723
-2.6666675044158294,-2.1529279899573965
-2.6630849177841034,-1.9120473598774965
-2.6623730572282955,-1.8563512051261928
-2.6587271494848546,-1.5690365321677926
-2.654450319532362,-1.2345466483823868
-2.6408678507310963,-0.025273527618275858
-2.638683467381874,0.1843645686890672
-2.634910527645374,0.5236666729404529
-2.634908180297162,0.5153732458327572
-2.6247020805462906,1.4255610482067314
-2.611183146405507,2.398443225464493
-2.6064108836813475,2.673134105443123
-2.599722749625627,2.974174088534091
-2.587754126022358,3.2326491363693566
-2.5871540628117535,3.2291342003437586
-2.5866749422328654,3.2210340575233842
-2.5849613625799934,3.24154955518191
-2.5809751834443864,3.1982658312150423
-2.575154543785469,3.0888323916692633
-2.574996376886656,3.0691915065636155
-2.5742505357297416,3.0560581233891586
-2.570309139889818,2.916916712621258
-2.566072253218464,2.7391213321471146
-2.5631224736450844,2.5947465167899817
-2.5577706727409932,2.2843461164512053
-2.5500759680962384,1.7567338064411604
-2.540902907330806,1.036445412839246
-2.526931289675284,-0.10789780186786914
-2.523432584445807,-0.3762275297232754
-2.516714481871948,-0.8839334222455281
-2.5160263976310717,-0.9302315549926949
-2.5139066517851103,-1.049649114931296
-2.5111422278540596,-1.262105090973262
-2.5104693863393535,-1.2968029132905994
-2.5102356904334835,-1.3218909740166425
-2.5031681994535395,-1.6997275199683353
-2.491430438266337,-2.117804060828718
-2.4850284717106597,-2.211682396821196
-2.4834979282129988,-2.2232066165581053
-2.48318251973717,-2.2175784038909683
-2.47994539533648,-2.2005462370471003
-2.479681647792069,-2.2371501006615047
-2.475003566940746,-2.167953037234774
-2.474699887959117,-2.1570896604495533
-2.4626077077360806,-1.788677373338228
-2.4508606055091686,-1.147226072237589
-2.445610577301707,-0.7995914828878996
-2.4419009484497094,-0.5359754833922132
-2.4251757926595214,0.765578003104973
-2.4079280464851522,1.9979336397538758
-2.40721062912234,2.018106060418185
-2.4007607424950663,2.41885509608854
-2.400319219103216,2.4302373432275806
-2.393319370330924,2.745706425028769
-2.3908614634725986,2.829326607494156
-2.3879562729583492,2.9299010148771867
-2.37952836410758,3.093903720613188
-2.377129077719952,3.0935194206278673
-2.3648542246878286,3.00896321534267
-2.359743049841985,2.8716585705872246
