n_harmonics,base_freq,magnitudes,instruments
8,4.8983231149658,"[ 0.70871618 -0.64624845 -0.3501682  -1.14151449 -0.64131431  0.17906682
  0.7886031  -0.98996903]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9869954396181893,0.18849130651255777
-2.963199514800397,-1.4959581831004694
-2.963040305136462,-1.5315891290247186
-2.961435519311182,-1.5777706077110591
-2.957898727971018,-1.7083894754439681
-2.9536389214741354,-1.7974404022290313
-2.94648628525127,-1.840266178589158
-2.9403372201685167,-1.7230210691016954
-2.9396791219802934,-1.7251586580471179
-2.9293616018985493,-1.3065975024883423
-2.922033227825535,-0.8153941552837864
-2.920377459264052,-0.7028908789020447
-2.913276631181241,-0.15023407785590995
-2.89990068508848,1.0197737495269916
-2.8998439567179646,1.0397144003478018
-2.898702440907557,1.1166049400419438
-2.8857926705987857,2.167495797008536
-2.878925444646922,2.6324064712203343
-2.8720862348133243,2.9491268559957886
-2.870077677246009,3.031517317595607
-2.865235104113718,3.210105407490243
-2.855780517081676,3.31387297689175
-2.853326394332865,3.3238964788323595
-2.8527736949831697,3.2968754286487805
-2.851522983677128,3.2941158498514005
-2.8485659179783878,3.25881461134325
-2.8414326658253235,3.0564989034631496
-2.83760234445837,2.900088534408606
-2.8359395798432807,2.824004577879036
-2.833109552153637,2.699579443083312
-2.8303441895900545,2.5458995369112016
-2.82975364414291,2.514256967503605
-2.8141262306289234,1.5525245848352158
-2.810107808801903,1.2901835632162761
-2.809211886965687,1.2340469826915856
-2.8003729018919623,0.6993302552088289
-2.8002108745281067,0.6495958346709213
-2.799875828100034,0.6610023774706995
-2.7973000994018378,0.5052739104660935
-2.794525336421657,0.3529229963847614
-2.7905563881211135,0.17206477807475673
-2.7779100116442805,-0.27618068896264586
-2.7761419794373157,-0.33028206752385797
-2.7757359369094905,-0.34565134262419367
-2.772024287484901,-0.38607362553041735
-2.7716478166563436,-0.3959295817629866
-2.769022304272486,-0.4320097235599393
-2.752891092844584,-0.3411055961054461
-2.7504023784923293,-0.2852164766240405
-2.735152259229547,0.06737485112497141
-2.7306543756511523,0.21678405247061455
-2.727570741837555,0.31734278380896785
-2.7189375668147586,0.47892602520907324
-2.71587506502319,0.5917898890841728
-2.7155868375519763,0.6066164574945919
-2.7121947115968363,0.6444047865735872
-2.711273436640444,0.6579466490947792
-2.7081708222395324,0.7018987281208822
-2.706061634008123,0.7322049891684121
-2.7004346746374948,0.7643141543290112
-2.6982425767341556,0.7648049680044441
-2.6791147654517165,0.5242222534123157
-2.67181812146705,0.32493560825594237
-2.669512596192484,0.2508616857837413
-2.6625600636706785,-0.017731342404665767
-2.659059872391503,-0.15855274724228716
-2.6454811739083066,-0.7481862139586106
-2.63792283012348,-1.0171643954984568
-2.6345650933114606,-1.1788417609777257
-2.632950915024816,-1.2515582576382307
-2.6261594291683625,-1.4497529295433325
-2.622738308054494,-1.545565208405112
