n_harmonics,base_freq,magnitudes,instruments
7,4.752228504892029,"[-0.39039351 -1.37660798 -1.14457959 -0.59070623 -1.82717597  1.0095012
 -0.43578153]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995915748722833,-1.4452195261760707
-2.971626159162883,-1.2591336787963139
-2.962256958063664,-1.0256048066116012
-2.9580841361626495,-0.9055717957653775
-2.9433181026580435,-0.3464689966191594
-2.9374280712978402,0.0010607869051371746
-2.915621217793878,1.3212189903318778
-2.9125089450679056,1.5212892179904944
-2.9042829885556793,2.051186409833028
-2.9010979207509022,2.2284251068569696
-2.8969443487347366,2.490388005952464
-2.892843580683771,2.7142504576049493
-2.8747540840804158,3.5402133099461586
-2.874333944756054,3.568343574627006
-2.8638820700052943,3.7442102089872984
-2.8511637290796035,3.6848634332646686
-2.839203266153311,3.352502829892143
-2.832082310324272,3.0309004097378094
-2.830523312957186,2.9231598531849685
-2.82697251984101,2.7199928023026905
-2.824475663666079,2.5779640835333866
-2.817736274251771,2.058175370436318
-2.8090287475863245,1.3465006666583244
-2.7999241820462535,0.5715827441323147
-2.790732132217335,-0.2663524670315983
-2.7827676593106094,-0.9399553998109331
-2.779599475655812,-1.21278261506636
-2.747429322503102,-3.0663289215673397
-2.7407404897407686,-3.204627267082901
-2.740044798254467,-3.210097295918758
-2.7399509969652693,-3.208521053459613
-2.738619075751098,-3.2107837115396296
-2.7378211117814173,-3.2331629355778224
-2.73776434066824,-3.212388802519123
-2.7376218747887284,-3.205050407184553
-2.728106416775484,-3.215793893025222
-2.709863684022384,-2.734711911970363
-2.708663926230586,-2.6801255266273056
-2.7052646255724233,-2.533369891577832
-2.7049242442084163,-2.507819392080652
-2.7041717250273978,-2.5102482275102207
-2.7002298084020757,-2.2929081178936297
-2.6874055956982357,-1.6634124949048736
-2.681531251745503,-1.3882365672334054
-2.653493193200191,-0.2920367063455473
-2.6503456984613845,-0.24678153269977401
-2.619278953223229,-0.4084609760933444
-2.6091980748810846,-0.7325570813395406
-2.600845955338777,-1.0394284866948187
-2.6003107162245365,-1.1053742711893202
-2.572770434160323,-2.1255891808045364
-2.5707949836349466,-2.1947186648311208
-2.570183190256042,-2.2133652327555797
-2.56968184636669,-2.219537830089946
-2.563156028159353,-2.3681066439257283
-2.5541962159674476,-2.5321641670723825
-2.5511490693904157,-2.559867026563095
-2.538025733029044,-2.4971227260111237
-2.5362324475866096,-2.480682077268457
-2.520085756045413,-2.1288497946544522
-2.515186055638624,-1.9591901995586023
-2.514187247930139,-1.9759197970804914
-2.5091841698610233,-1.7859005101967094
-2.507572069432807,-1.7421240659120345
-2.50006266905853,-1.4553966850418025
-2.4995401458052786,-1.418874630165396
-2.485021550495686,-0.9294052676368552
-2.474632736771939,-0.6633902898157242
-2.4702766217436936,-0.5398481444848068
-2.467983297081396,-0.5293136198346626
-2.4661699472329914,-0.49432554177219873
-2.458714014949528,-0.4387107066588894
-2.454965470592435,-0.4106044366402932
-2.4454022754210323,-0.4665046969606024
-2.44449823335632,-0.4636387086809599
-2.4432707818189834,-0.5071222105571848
-2.438481382370555,-0.5221894657574602
-2.4243621898772085,-0.8380469547592209
-2.4210144847516006,-0.9806701110980283
-2.408570601190956,-1.2732902494753822
-2.403949879115443,-1.3898471217071187
-2.3772343325623133,-1.7446303810941861
-2.377036776210166,-1.7386644860255611
-2.376913922792323,-1.7422811545563954
-2.365995895394077,-1.5773359803690306
-2.360224900443395,-1.444503976758707
-2.3554561371333436,-1.2655671140459135
-2.3548401524766005,-1.2462642254707712
-2.3476121074225613,-0.9227064109092061
-2.34652146268163,-0.8665603240965877
-2.3418465766626047,-0.5772812948156479
-2.336008420087075,-0.21241753661888393
-2.3272884976229298,0.3798592216592925
-2.3182449391401,1.0347543228944436
-2.3137231738510646,1.3726846052536001
-2.3047484711260102,2.0454623352968357
-2.301006148826448,2.297271799804631
-2.299525850303922,2.390852188025323
-2.2966260129607137,2.5679087357307657
