n_harmonics,base_freq,magnitudes,instruments
10,1.361861054778764,"[ 1.60908959  1.15488844  0.43070469 -1.02931488 -0.83845257 -0.32597451
  0.55429298 -1.80189092  0.74747787 -0.95059534]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.982294665704837,1.5889461785147132
-2.978376750606766,1.5565122781342315
-2.97044994452844,1.6497801870021636
-2.969840959951102,1.6334476331211407
-2.9583252158039848,1.7528323263364012
-2.9562903440413137,1.6954179025726512
-2.953711016091787,1.7030077943154993
-2.9518239848616865,1.7426414033806126
-2.9387874858326883,1.755476582884974
-2.935131257937148,1.7808244495427115
-2.9229709586601915,1.756023776963373
-2.9229707025633394,1.7461641283091482
-2.9163832709506874,1.6969149243351669
-2.9145228905426572,1.7052986725209283
-2.910059166737084,1.672346165825859
-2.9068201425539666,1.6866119224569347
-2.9010039398890766,1.6594072549117824
-2.8995433189192807,1.653018733289853
-2.890107699985026,1.5928211927368667
-2.8888023305831805,1.6092576940195698
-2.886952774815215,1.5625375395331913
-2.885232825422742,1.5528367572415536
-2.8740542679356964,1.5066718017401153
-2.870415431591895,1.4477341116024538
-2.868298297767649,1.3864351238460535
-2.860043292754953,1.3996134409866108
-2.859382518821532,1.3855812873975843
-2.854052781157321,1.3117515894525398
-2.836030633462895,1.2046320057333209
-2.8326677036182235,1.1873831342265289
-2.8197159869597437,1.1281197255937996
-2.816754619074648,1.1229381709031336
-2.809113377430167,1.0202771376288124
-2.8075164910156656,1.001873960321895
-2.804746803290164,0.9845329088260876
-2.7985677429663918,0.9747956131153325
-2.793822168146568,0.963172220747424
-2.787538843740191,0.9500431933346991
-2.7757101354431915,0.845163576436278
-2.7716097203659587,0.8538693105480495
-2.751305698978398,0.7567816151566805
-2.7448433780021038,0.7543899204925532
-2.7395994709226708,0.7060844119760727
-2.734072937632175,0.6504335589984284
-2.730613471441945,0.6516897156088836
-2.724696020536749,0.6128583126719901
-2.7227573284359203,0.6385940975976283
-2.7212242782032705,0.6185004636752187
-2.7204368958949283,0.5880452564894484
-2.7178945084853554,0.5872201478280232
-2.717850317919931,0.5740145669036808
-2.7109483522842526,0.5263518639826065
-2.703442827626267,0.5168578172769651
-2.7025213784585382,0.5319874870286956
-2.698330473420585,0.48973598957038994
-2.696435838204276,0.514280496029822
-2.6960185513204,0.49371595148469166
