n_harmonics,base_freq,magnitudes,instruments
9,4.472610540710784,"[ 0.77535962  0.30528206 -0.57605924 -0.2322584  -0.81395046 -1.46064516
  0.26464342 -1.29395748 -1.19690535]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9928862264755964,-0.18540230305185243
-2.9922781089343933,-0.18407903923688634
-2.991696932008498,-0.17809083301666065
-2.986752745841649,-0.11798819696329346
-2.984535044155176,-0.1027885484620471
-2.980373200882135,-0.006218709440252248
-2.9720602922884902,0.27119486971719636
-2.9691158096203623,0.39526426198479325
-2.948944786909342,1.3620488804253237
-2.9457869179812097,1.5259096239653087
-2.9395724387713136,1.8259637346385464
-2.926519810692252,2.3597407939968504
-2.9219881386593496,2.5051064877211875
-2.9180412107196734,2.6021745873184603
-2.91447901882489,2.6883553052734723
-2.9067118574130677,2.7959740046124493
-2.9029577328313048,2.8290287297237673
-2.8981536369568186,2.8294170689858293
-2.893249321610454,2.8290822916589162
-2.8871169664132736,2.7817873292314403
-2.886969941283625,2.7711172131488353
-2.873125566477688,2.5402454703828017
-2.8727116625623763,2.5496831911868916
-2.8651019822817734,2.3900065130157686
-2.8403010099705215,1.8527196723445962
-2.822923985506176,1.4797969510825497
-2.8223869327965843,1.4582333680591448
-2.8166002062466484,1.3037120380862253
-2.8159479106996708,1.2915775890831618
-2.8149607773386216,1.2726881374711283
-2.8132617878907697,1.2325300771996466
-2.8111945836137706,1.1654193209716435
-2.81036942969435,1.143659377386481
-2.8078134964756165,1.070287985060734
-2.7955687006921206,0.6680997173688004
-2.7919075620221547,0.5325807797145371
-2.7783654054343776,-0.06525032472650201
-2.767735331957462,-0.5765041515659712
-2.7671404643447044,-0.6236827770693973
-2.7638946904831245,-0.7931139541020578
-2.7636582921667694,-0.8059529133134823
-2.7619702698703428,-0.9009838153800142
-2.7603659982483655,-0.9767155690030375
-2.7587394863263093,-1.0792823768334419
-2.754823670052986,-1.2824510280080563
-2.7475557158622843,-1.6781443986460343
-2.746497430051448,-1.7298989122814576
-2.745481765786172,-1.7844687472096625
-2.732157548021423,-2.4262368210402223
-2.7252836642430425,-2.6885825510637553
-2.7107136546006805,-3.1083552947994955
-2.7073564297907593,-3.150347207664964
-2.7047513324617682,-3.1790812259803523
-2.6939602973850554,-3.2087712415734804
-2.689802796870227,-3.183407373907634
-2.68872360005804,-3.1793965799143
-2.6684987103288638,-2.7850719315149823
-2.6663893406680996,-2.7222141907906603
-2.641163115477135,-1.9348108343194321
-2.6320653782726255,-1.6588363719927814
-2.6192316145646375,-1.280084878466651
-2.60663138325122,-0.9108763883970807
-2.6007644405253334,-0.7444191463755717
-2.595246209270336,-0.5668437814458293
-2.5853465843680707,-0.22495127446869512
-2.5829086013558724,-0.13774839513120193
-2.571985713610623,0.31373357483735753
-2.5683869362934044,0.49373209297423754
-2.5645551657216705,0.674417586023066
-2.5632159839467703,0.7433282647515539
-2.545785242053961,1.6801739824694721
-2.545542720444643,1.6875078237924157
-2.5215244601984734,2.891023517835199
-2.516203069008341,3.0769416815706636
-2.513251232056351,3.169432561089077
-2.5106406874888414,3.245211515434189
-2.507297836623261,3.300952156839823
-2.506691633913826,3.309646993978099
-2.494735480360373,3.3619166851656965
-2.472443663639561,2.649338225423106
-2.4711895826189885,2.5780146560483983
-2.446907045659115,0.8563017615646337
-2.4423322598186212,0.5106927395835021
-2.436328999360019,0.04059116425921888
-2.4329913930194067,-0.19837172145646778
-2.430819153551729,-0.34589623637468553
-2.425636749130615,-0.689215152829502
-2.423743844757797,-0.7944406326032701
-2.4200449056906326,-1.0139673835167222
-2.4134305218029555,-1.3113813698641665
-2.3874351951382993,-1.648495503141432
-2.374284343918015,-1.3183408767684706
-2.3696403104657575,-1.1524149223423255
-2.3690363084740893,-1.1296178386970366
-2.3567043051076526,-0.619912841394479
-2.3457656967729825,-0.1849700004841174
-2.335566688655749,0.14223127149362944
-2.3350782258149865,0.1543504932694301
-2.329581356307167,0.2733686888047631
-2.328025798431056,0.307352526875907
-2.3177173493479555,0.3746441115158257
-2.3134402613657414,0.35554397257120834
-2.302749126638824,0.17989572810414578
-2.296163652645763,-0.0029134371288096214
-2.2891805797383795,-0.22745853575523284
-2.288042637469405,-0.27301985388422756
-2.285359413156872,-0.380467111694568
-2.2785575067419646,-0.6436203646413834
-2.278062960342374,-0.6667982766355365
-2.2770478346613015,-0.7040131782419766
-2.273158017104757,-0.8633581895773905
-2.271907433386616,-0.9145068082284044
-2.268860712598909,-1.0391556280830094
-2.2603538556755263,-1.3203806704986751
-2.253920774516491,-1.5279488242759218
-2.24231574426595,-1.7825866739233756
-2.222929474444099,-1.9424527978544284
