n_harmonics,base_freq,magnitudes,instruments
8,2.641211734267187,"[-0.1180829   0.44283135  0.74053656 -0.13839254 -0.84830251  1.3976385
  0.82433832  1.61157454]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9989651909924078,0.26138781921989823
-2.9977506392644315,0.24387919993743684
-2.994057339764992,0.15629531649934655
-2.9936515522583043,0.15147081448778904
-2.988023548744909,0.051515706660816264
-2.984637505189452,-0.025195686263465737
-2.9750283361356753,-0.1989196457348378
-2.9743103463344127,-0.20449503988256032
-2.96359870580077,-0.3946788136290345
-2.9556801501977965,-0.5245826490812826
-2.948494405486307,-0.6142440694241748
-2.9484037854855982,-0.6239119573426247
-2.942472706331217,-0.6918354890279238
-2.9421577425072183,-0.690077323943143
-2.9269122139007635,-0.8081198690578576
-2.9225681361408213,-0.8289445041873784
-2.900297173981315,-0.7943403218327587
-2.8991645075508616,-0.7763780826608562
-2.8981235469039373,-0.7727172209686565
-2.891001543817995,-0.7392336536788716
-2.88583331070374,-0.6738415918372043
-2.885601880874105,-0.6695960968626714
-2.8845513952574326,-0.6491086759786143
-2.876228650864485,-0.5407338934373287
-2.874833251566778,-0.5236677944506799
-2.873866205490005,-0.5111625351999641
-2.8736157578748314,-0.5135052885567406
-2.8695740033029886,-0.42223513824591086
-2.8594517333366385,-0.27209019223201913
-2.85924167766382,-0.2732487040800671
-2.8573284629090043,-0.23863299367780208
-2.8554004219705065,-0.20856837413554188
-2.837822313862586,0.12080160593361622
-2.833546358357207,0.1989793311649272
-2.8333749111721316,0.19469107825752768
-2.830775741860752,0.24286164093147652
-2.824823408034974,0.3375189234919418
-2.82021537060062,0.4296599187109398
-2.8175633270051774,0.45441913018363633
-2.801765030660465,0.6401594094024275
-2.8004261831562,0.6564418246557262
-2.79993491640401,0.6653554134399724
-2.776953117318423,0.7437954428990421
-2.774750915462464,0.7402301958774343
-2.772313830253904,0.7168576202735385
-2.762142960874698,0.6520709104681782
-2.760903164321328,0.6520249187526044
-2.754080078767334,0.5770429078535702
-2.7430038776238024,0.4341431715200234
-2.7359383959294723,0.2971188082981269
-2.7311477334063667,0.21588709301880105
-2.7160618202358418,-0.08724186156222428
-2.6956673387117696,-0.5226063368898857
-2.694917530281301,-0.5282765114226379
-2.682222963678056,-0.7584547496041131
-2.6763907980509876,-0.8214625664155477
-2.6743286026822406,-0.8579254636370274
-2.659997490508613,-0.9660645547865573
-2.6594931402373883,-0.9782750063033032
-2.653234038565077,-0.9848891129622033
-2.6509514081708287,-0.9759839668746706
-2.6470799881167526,-0.9698474130211304
-2.6466061347383443,-0.9586964001251881
-2.6461476320490673,-0.9509246780650219
-2.6405331831499987,-0.9104172788352033
-2.638946550646878,-0.8813619367273168
-2.6357885560239165,-0.8205703905435004
-2.631955327777089,-0.7759396808870326
-2.6242637487950096,-0.6256714318919584
