n_harmonics,base_freq,magnitudes,instruments
8,2.4028050901020164,"[ 0.23483734  1.58715892  1.02127435  0.81828764  0.33426429 -0.54275838
  0.11763487  0.53370405]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9989910112575746,2.3271575269373144
-2.995093578265396,2.246409168429157
-2.9914409869053236,2.245033107869167
-2.9837597861529255,2.1058405653107335
-2.9828825077998804,2.0483865930375074
-2.9743866238307826,1.9538589509116315
-2.965791603022589,1.82624926746734
-2.962341769963314,1.7708166592349583
-2.9615710505908934,1.7157250500199293
-2.9557793111159727,1.6672916021328148
-2.9520057246224813,1.5454332209253863
-2.9444686872234893,1.469485738653078
-2.9382117411777515,1.2965934788064362
-2.9360750972610345,1.3083886471684947
-2.93548555488118,1.2571470479645777
-2.935108091518364,1.2871815154010466
-2.933608481376102,1.1786975329569427
-2.930195359344915,1.217186901966633
-2.9194783127539505,1.0296060197169878
-2.918458229639991,1.0328707076365515
-2.9161507545493004,1.013018498972656
-2.915880898909732,1.0016180817647011
-2.914823993906254,1.003978812367789
-2.907832617762456,0.9173456559360006
-2.8956610969290058,0.8141099579807368
-2.8793868028384417,0.7461089041088693
-2.8753052061944526,0.8114998469086708
-2.872304419578659,0.7607784512524278
-2.8688313939927843,0.7289736455490201
-2.8651971915395684,0.7724676758854562
-2.8622897411140777,0.7848422996741055
-2.851550148845286,0.8522742612585026
-2.8281539222031205,1.0735818861356496
-2.8219096947241136,1.0816798679233388
-2.8197104473296424,1.0781961011157963
-2.819463317281449,1.1380863773944292
-2.809212254236355,1.2153385987909655
-2.8064137257790907,1.195629608999956
-2.8034242651697596,1.2499231961024735
-2.799696570458404,1.2487388210688226
-2.799138364858978,1.2976149620871653
-2.7823871756705203,1.4003445530267682
-2.7801721193494613,1.4699901273168088
-2.7747148399062658,1.5634323580217424
