n_harmonics,base_freq,magnitudes,instruments
8,1.8102505642994062,"[-1.31851686  0.13024468  0.44170836 -0.83455015 -0.53661612 -0.99767469
  0.09532636  1.49995964]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9982813741309737,-1.4459878774189365
-2.9914594827365564,-1.6012288947990172
-2.9823801134889694,-1.7266200298060466
-2.962494519496017,-2.2954766529447173
-2.940474549592187,-2.85992476090922
-2.940247858050204,-2.8883360881909392
-2.9265538050544393,-3.241419639299739
-2.908209286468234,-3.724893568538272
-2.901625575367067,-3.866029804864543
-2.8915442663138418,-4.121902293189891
-2.8893547243408704,-4.121644796814704
-2.8828338142220686,-4.360763596418081
-2.863043994398134,-4.559141944235685
-2.8503195298436586,-4.805263457567723
-2.8336893473254565,-4.89225184850492
-2.810111761440683,-4.875082121383972
-2.7992524058169783,-4.805633325350064
-2.7981823087439572,-4.811602512336082
-2.79147630461181,-4.751483993364199
-2.777060807855511,-4.52022262572099
-2.7758631060642815,-4.518072911727369
-2.770832856503496,-4.39112046035292
-2.769859834840423,-4.490685100681488
-2.7501652488583206,-3.9394087751313402
-2.741721298117181,-3.741236999109441
-2.733289795899303,-3.5128785306448145
-2.728357585113322,-3.3801910914510174
-2.7239563724115694,-3.1909290066976976
-2.718520479489497,-3.0314292997178867
-2.7161361288227557,-2.940992477187596
-2.7108094502589095,-2.7908374585921787
-2.7039222823998252,-2.4972395294350966
-2.6985810726198975,-2.332056747859759
-2.69704489492763,-2.254677045274762
-2.69358405312494,-2.1289825171759693
-2.6778913132883337,-1.591518267415025
-2.6681862691456413,-1.2450177414428625
-2.667307456275622,-1.2082766336296964
-2.666285408953626,-1.1478032425130005
-2.6645530203818817,-1.0955582460332933
-2.6403281103198664,-0.24335846886514367
-2.638191334074769,-0.11710293267747107
-2.6300747611429958,0.13792318006815957
-2.6299342675426,0.13457693083891292
-2.6223623051558027,0.35466080935518
-2.6177312163542474,0.4803780833853201
-2.617653302089221,0.47402492766304904
-2.60891011468928,0.757378199573722
-2.6069516426239083,0.8105152013659296
-2.603731451786663,0.8897604325038262
-2.6029378748290846,0.8742223396125084
-2.6021705120037524,0.9300185609479169
-2.599134178282404,1.0040132277012261
-2.5979698625601646,1.0567434854661992
-2.597780971590179,1.0294917193378894
-2.5868740837885795,1.301994430259537
-2.584685045855264,1.3367656149264555
-2.584197858013229,1.364090261568422
-2.570311985197887,1.6296787468701686
-2.566228307580764,1.7578944965762533
-2.5649779709501157,1.7509431254246035
-2.5578537609844103,1.8537641150617592
-2.557204198094687,1.9050804785537867
-2.5549772915549998,1.9446076017732528
-2.5470084469968324,2.038961289253835
-2.545959104642008,2.059410820693675
-2.544788283812446,2.079768909269494
-2.52931850023702,2.167038890471879
-2.526999029348918,2.2218163892943577
-2.517404499716487,2.2640588402685613
-2.4918538941926522,2.275713735921767
-2.489488317266491,2.338473639187585
-2.4769093406066363,2.2776565449511095
-2.443388884167816,2.044543770922885
-2.4329318978986216,1.9730521069058342
-2.42663100432156,1.9265612913128713
-2.4248749183122067,1.8777637005010954
-2.4164792311310253,1.790910243330881
-2.4112235214460265,1.7641212291437913
-2.4083676606675164,1.720900238741192
-2.4052386089654743,1.6331573479793264
-2.402096876006957,1.6279837822750796
-2.400159597038704,1.6055512608248685
-2.3955526379367296,1.547728328109087
-2.3862570531741296,1.4477239146140928
-2.383640476382289,1.381506950236946
-2.3759551270281403,1.2750073528934143
-2.3689425609381867,1.2233079323760894
-2.3653874209560666,1.209767343053494
-2.355192125495019,1.0788189934852024
-2.3539885315005677,1.0789634518213838
-2.3535958777050685,1.0791930337950106
-2.3437180091697316,0.8604700587592465
-2.342796457970034,0.9458032259447093
-2.3354002774361042,0.7984472755799864
-2.3276131265803315,0.7516500387741554
-2.3212071201480513,0.672985973809676
-2.3173117887722707,0.7234087404125829
-2.3025572941760286,0.5071938194474506
-2.2971031819441796,0.4848986913391117
-2.295728938116868,0.44124030907217154
-2.2833363496638746,0.3313867023439797
-2.2804921324680754,0.32456408129270886
-2.2774057579746296,0.299893467730132
-2.2773689946466957,0.27252865556276884
-2.276701405149501,0.27239093706791573
-2.2387192572710597,-0.0002603120405269173
-2.233556870211615,-0.027676541905195803
-2.2153592977516965,-0.18576611353726155
-2.209531171297428,-0.19494574238231538
-2.2083994407939964,-0.15301665541921136
-2.200191455039298,-0.20733023588603713
-2.1991105482208924,-0.1740703681367638
-2.194939193178806,-0.21671234733124511
-2.180893289593595,-0.23098917923798892
-2.17710948935823,-0.27749069823635747
-2.1755009882980243,-0.24023331107207543
-2.173936789935535,-0.27818870358378645
-2.165467305741223,-0.25274297534814066
-2.149721066643371,-0.38153664925222763
-2.141724578890802,-0.3071547936388741
-2.1400762467077756,-0.29245862169101955
-2.129443317992422,-0.30823774090368
-2.127237390171209,-0.27800122224422336
-2.1236406714863616,-0.28369429830421194
-2.11804078614726,-0.2633927205916289
-2.08571397709172,-0.14651476740062336
-2.0792566209675885,-0.15703104425796563
-2.077853463225295,-0.0808979230511121
-2.0650049735485614,-0.023228894653652563
-2.0616127147124965,-0.023879484964890094
-2.0610533400738853,-0.04765270078904368
-2.0594883170546785,-0.04316974630123156
-2.0505902402900977,0.09979629604467471
-2.0497386568242595,0.05064330914798888
-2.0273935810757733,0.225826755345911
-2.023824136634299,0.2862217755572326
-2.022901477979622,0.33370885459763594
-2.022773087044413,0.31898971492475
-2.0139318863713167,0.4201705261179054
-1.996817121775536,0.5634140320682695
-1.996448019201533,0.6728520363904041
-1.995699341897441,0.6270668902513218
-1.989976534408251,0.6794186191115701
-1.9873596505039346,0.7520208624854433
-1.9838785802583623,0.7671804788345219
-1.9833798590529519,0.8060216199376343
-1.9760687530197576,0.900845894686365
-1.9666470123271018,0.9775654492169757
-1.9655443087172733,0.9773867203469268
-1.9489204739498693,1.1558973038950644
-1.9431552301834045,1.2336946256666452
-1.936705097860008,1.2982038297103522
-1.923661246282477,1.428502704929017
-1.9208621104447556,1.4757873055657746
-1.8983782859163543,1.6099563874489835
-1.896982356601877,1.6601950459272592
-1.8892947075166522,1.689008747980117
-1.8883426780324026,1.682988775115978
-1.8818574126312297,1.7199994312955718
-1.8685202591444061,1.7367520910759493
-1.866178301248642,1.7818972685844274
-1.8506700899575153,1.7846514501316222
-1.84261264995555,1.7305428157848877
-1.8331529775713644,1.6960769039193468
-1.8325736615943322,1.6612277061843446
-1.8247670805269354,1.6412253789573743
-1.8217248747138712,1.6209050951452164
-1.812216248384576,1.496037554034878
-1.8066448767493561,1.5160399568125347
-1.8063421035582308,1.487396795250215
-1.8034869342449207,1.4527536396546639
-1.7973071925445492,1.43175712684316
-1.7963485927533085,1.3597098862368555
-1.7837999595059466,1.2146697163008493
-1.7750486611251957,1.1266201505998679
-1.768869472391013,1.0344272409461952
-1.7602847893173705,0.8801429417047797
-1.7479486982297054,0.7187202465518636
-1.7408765297955722,0.5037734447225989
-1.7401544900619188,0.521432153466209
-1.7337347208366474,0.43640152600671844
-1.7206969941424781,0.24932040303266295
-1.7162844662890047,0.16135917432573676
-1.7146917613528925,0.14699341757743864
-1.7138879246248753,0.06970502949153289
-1.6992805213032232,-0.09227163202833717
-1.6984217058552493,-0.13767252415807923
-1.6971947674560528,-0.13288725517996544
-1.6963208623056374,-0.1732976247049081
-1.692889557849984,-0.19694389565154452
-1.6783540396021202,-0.4220638466097223
-1.672133637219213,-0.49934688661651017
-1.6616040159258114,-0.5725880318949591
-1.657784895844477,-0.6399753538104888
-1.654532189895929,-0.6092680959588442
-1.6505571025170582,-0.6243448495216306
-1.648031407605253,-0.703986422437548
-1.6466578995502754,-0.7041917501426879
-1.642820868781176,-0.6882525488039952
-1.640186749551103,-0.6679939731106925
-1.6350827459456718,-0.695272812124306
-1.6295205218409603,-0.7042040777394953
-1.6180666268728272,-0.7509642030798793
-1.614236147835056,-0.72724663837204
-1.6078369645184283,-0.6649284577120227
-1.6053251932260404,-0.6827932871524638
-1.5977503266084718,-0.6435670298991175
-1.5974038504545904,-0.6102730048774969
-1.5724457254186102,-0.313747747543559
-1.5657833411493378,-0.20785689863243437
-1.5600182642182252,-0.0820600297077408
-1.559153517645586,-0.1230343965334737
-1.5482247970624734,0.1370811716767463
-1.5439035211102912,0.18739181495490734
-1.5432605623971065,0.25868047334509964
-1.5368393511749325,0.4331893721537757
-1.5334772052261425,0.4673332494465495
-1.5317456541152434,0.48729982804306327
-1.5310584396878855,0.5317751613880833
-1.5299204109858275,0.5888385890315067
-1.5294534560135091,0.5971496366713747
-1.5223378535806162,0.7117219767667254
-1.5198844002610779,0.8312639871501167
-1.5160332653649502,0.9008422185578185
-1.5137161099815846,0.9957400060715501
-1.50596769405867,1.1826767450544868
-1.499034022231391,1.3580960957243644
-1.4910011539549366,1.6626500012042944
-1.4860594921411663,1.709356903214882
-1.4842932457413234,1.7793762735932712
-1.4836166878930659,1.7958486730864356
-1.483145614302627,1.8475928545568485
-1.4805429952043216,1.9191948246288928
-1.4779573196140083,2.0444198071586603
-1.4720488803138003,2.145948943465346
-1.468138906421195,2.2897042572942703
-1.46527909904302,2.3590777694022864
-1.4631528656492216,2.374933393857539
-1.4568745757592094,2.534067820849943
-1.4510449354284123,2.7234325089898515
-1.444889460510553,2.894867162577523
-1.4260848626626133,3.274405091159747
-1.4213102740114463,3.433490581299375
-1.4198854984278337,3.444623581084954
-1.4170084131889826,3.4894563723507033
-1.4015655724915494,3.7114225464389734
-1.3993259745637223,3.7351152400258414
-1.3980180512462757,3.7669222984821724
-1.396802230013871,3.7902174318478816
-1.391826656255686,3.846743348738172
-1.391353042450242,3.8932848310700514
-1.3851459897120173,3.9133048311495195
-1.3841091766577605,3.838577598683475
-1.3792932892653387,3.923608092053792
-1.36922296977902,3.9572433957037823
-1.3592734467004544,3.913671984294332
-1.3428292302312534,3.9608519725071942
-1.3011028935182856,3.3802898113725908
-1.2912292703090915,3.109476277647402
-1.2906193497786285,3.1609530803480212
-1.2857387272769023,3.0485790898236504
-1.2731516425448222,2.7191479151536058
-1.2525522234756912,2.1491320725979817
-1.248943769155122,2.0124947608627135
-1.2316778675809121,1.5502987775552413
-1.214919490179723,0.9932231251125466
-1.2117749822946917,0.927429150471484
-1.2079941568838206,0.7810942698493882
-1.1987511655762837,0.5245953303303997
-1.1978142259058153,0.4834100552948675
-1.1956007831419762,0.3838439687942924
-1.195076926104616,0.39171796025574035
-1.1949258551639494,0.4265158536183122
-1.1823990316662532,0.04525029656546626
-1.1798842676912948,-0.006963352219632499
-1.1798694814319126,-0.049092697110067224
-1.179276866673062,-0.020224445064929486
-1.1713292440398666,-0.23749687873040143
-1.166657689348002,-0.36088818814144463
-1.1606110646205832,-0.49381848673596024
-1.1600461100015445,-0.5710680239789433
-1.1483943770928742,-0.7881409597738159
-1.146886917669175,-0.8142252134217283
-1.1460382539869405,-0.788799189619165
-1.1449814684542199,-0.818730756977936
-1.1368892948746399,-1.0135331297063828
-1.1364842215207975,-1.015298755012933
-1.1355815717652906,-0.988790222189555
-1.1265781379690336,-1.1808204172521861
-1.1242102861358685,-1.2142928920582343
-1.1236340345799805,-1.2074725064079785
-1.1233690139672392,-1.2242545008385788
-1.1233201014319332,-1.3381666427350476
-1.1155197760855922,-1.3564463637657127
-1.1084073147100635,-1.413307019126226
-1.1060124782942673,-1.5035904601440897
-1.094793550873234,-1.5938785757610403
-1.0848788621802665,-1.686766612547925
-1.0805345309519814,-1.655981968363356
-1.0779271167192812,-1.6784283221904384
-1.0738904355372938,-1.6472453243464125
