n_harmonics,base_freq,magnitudes,instruments
9,3.779047412689434,"[-0.50188737 -1.02288298 -1.27995003 -0.73135668  0.9268468   0.84374169
 -0.13730566 -1.08969467 -0.44662324]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999990567673974,2.4609226396136483
-2.9862280393552254,2.691438508320017
-2.9845906642209643,2.716366076383107
-2.9824440229360443,2.7456524631519397
-2.97927802798039,2.7862376281168233
-2.9764058409665433,2.804182905821976
-2.9762864251514483,2.8080523790179943
-2.9734551185945515,2.83041530840804
-2.9613978269113552,2.835046023986125
-2.9363612771702177,2.4551558472643795
-2.9348128810899845,2.4114727209045443
-2.9158533519963648,1.6987429922537933
-2.9141318760055395,1.6130541235805025
-2.9112902412318036,1.4825430523844998
-2.9091042647215266,1.3704252670680723
-2.897209826414943,0.7421220630253318
-2.892983048059051,0.5182111512465648
-2.8898066612786657,0.3449288086033558
-2.88437777040916,0.04579227699267759
-2.882313705767065,-0.07319360409754463
-2.8819036072807247,-0.09818770324560593
-2.8664056855493207,-0.8734856255219979
-2.8653991954265434,-0.9193810309057083
-2.860295946646124,-1.1339604380353272
-2.8544180643144577,-1.3430260021770428
-2.8482558200787063,-1.5259386549297318
-2.846813870076948,-1.567465949802883
-2.8457754486913682,-1.58162375309812
-2.8398692273840824,-1.6890421632787427
-2.8302881069044337,-1.7392970371273213
-2.8234068201757028,-1.712253973113104
-2.8209695836790143,-1.6827622184374582
-2.8202794423406035,-1.6740290011207948
-2.8152411138788755,-1.574264442246194
-2.8146291435011968,-1.5710172096511195
-2.810107875174139,-1.4542500352684713
-2.8094168221307037,-1.436903492937133
-2.8071353156813883,-1.3590564149111868
-2.803606940759931,-1.2663687589711228
-2.7997704864672475,-1.1173413650782056
-2.7996670703002344,-1.1056016341667771
-2.796027284307013,-0.9745188624622607
-2.793636934219842,-0.868999263712472
-2.793589984781355,-0.8658244212013453
-2.7921254759892737,-0.8019058275808274
-2.7917549796796632,-0.7887042054236224
-2.7910015932362224,-0.7533449452004405
-2.790217924757365,-0.7259884630945518
-2.7874527928028128,-0.6004230403056389
-2.78511829242724,-0.5054839343845149
-2.778422575159956,-0.19972862003274822
-2.778138493811845,-0.19115569780219546
-2.777484890039841,-0.15785286398476492
-2.7768754229726906,-0.13228769351387615
-2.756001477564704,0.6496790666317807
-2.747391774804455,0.852792314927603
-2.744453031530311,0.8881264696610607
-2.742216797515205,0.9186284455155219
-2.7370377957335092,0.9428146391790515
-2.7311439894246456,0.9142620719816458
-2.7239174051272292,0.8098303823979369
-2.722064244121146,0.7654765912177995
