n_harmonics,base_freq,magnitudes,instruments
9,2.1086577822460364,"[ 0.03194522  1.39513358  1.505452   -0.02357354 -0.86178557 -1.13113855
  0.74103695 -0.66002801 -0.22960398]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9902036783201433,0.10924574691071653
-2.987540278611071,0.058158300416534005
-2.9871062231365415,0.09470501248848205
-2.986303700744579,0.03412576343576058
-2.9698499949842487,-0.052154841700280515
-2.967129513326728,-0.06970965015640505
-2.966657734633302,-0.09016721199293252
-2.9663113275545108,-0.055134777087699316
-2.9638296468401926,-0.10490802454838027
-2.9636919607714773,-0.09831931900908783
-2.9575610471121654,-0.18765002863099595
-2.9525677914072235,-0.21128798904815682
-2.9512033925356587,-0.21602967165820744
-2.938883135303552,-0.3633636080427074
-2.9380038854314248,-0.3333752554407705
-2.9317499300215273,-0.41771462056493364
-2.9275640001314507,-0.45000222600587686
-2.9168401100401296,-0.4956992512264744
-2.915538122874332,-0.5075577350926959
-2.9076072963180124,-0.5714505351646547
-2.9027767970947718,-0.5645796124300911
-2.872093733649189,-0.5041603055882828
-2.871856267637728,-0.48511244502694295
-2.8699920504458847,-0.48170824246317384
-2.854588823359009,-0.355045672122816
-2.853234526358884,-0.3512646814823246
-2.8520089245191125,-0.3172519905081019
-2.8407336277114883,-0.19775626113524358
-2.8389096057589,-0.1621050524415357
-2.8383573844846177,-0.1475925813300226
-2.835481960521757,-0.0811045422619554
-2.8302660507150135,-0.0237959294912565
-2.8139962919826607,0.2294460793391135
-2.810005696304357,0.32227905501065945
-2.7868341945184953,0.743981667890791
-2.786186359354737,0.7859076959627872
-2.785559795830114,0.7687771533850213
-2.7841957438855784,0.779461984181241
-2.7804258862714164,0.828362767861898
-2.773982198551372,0.946748431209302
-2.7720768128625384,1.0096414227579742
-2.7717411020878995,0.947233000048534
-2.766711771460633,1.067221069975125
-2.764176789297526,1.1051935016805214
-2.760973830835687,1.137145858021001
-2.7602024576949216,1.1636467129004648
-2.759381174989673,1.1895586565620018
-2.745265436145148,1.2935791022907426
-2.7399897705681924,1.319594336455695
-2.730427366435216,1.379609448014533
-2.725585974403174,1.404537695939346
-2.724853911847666,1.4115175258076846
-2.7222884849334683,1.3967758493041436
-2.71818532558154,1.3818098673658754
-2.7132025793416394,1.375118430061664
-2.7079496790310262,1.3554081714878623
-2.7027252008442852,1.3095299788536967
-2.6815471329931455,1.0467246161174815
-2.6810776025412215,0.9807592057825917
-2.6733062314092293,0.8855119115205958
