n_harmonics,base_freq,magnitudes,instruments
10,2.235355278086162,"[ 1.48598905  1.08050308  0.2522861   0.18885554  1.26752532 -0.09004816
 -1.89529315  1.14094557 -1.46935119 -1.14257367]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99882024593614,0.6745475395033281
-2.9967364764983295,0.5734107739811011
-2.993813022778868,0.4316015041851174
-2.9860234601529005,0.05624303048780105
-2.978135695776992,-0.3192778633713725
-2.976907513709306,-0.3773595083608598
-2.9746175008985785,-0.484334333265542
-2.9591129430134715,-1.171411724065962
-2.9510030950150545,-1.5000956850153209
-2.9453793255840015,-1.712388138083755
-2.9418349021365113,-1.837826036833731
-2.9350482394053428,-2.05925372820207
-2.93416401869365,-2.086252188309171
-2.923823158046793,-2.367597848171432
-2.9233300280084187,-2.37842875949831
-2.9204071132919442,-2.445118358129739
-2.916909792902908,-2.5152828658742186
-2.9155411576587014,-2.5404392054465275
-2.9129028057679216,-2.5865180155434166
-2.908046051186404,-2.655935142833434
-2.9079105163376404,-2.657706181937672
-2.8918345700029127,-2.7551503574002196
-2.886477605694459,-2.740850509770712
-2.8800492427160496,-2.693907926780989
-2.8748922787550555,-2.6309184065274938
-2.87165873926247,-2.580817804862913
-2.8645987965097817,-2.442509222860195
-2.861539958744773,-2.369661821777902
-2.8590437818033854,-2.3059911534559716
-2.8550558568306386,-2.192598609839794
-2.8500895526054046,-2.036941208803486
-2.84451916781446,-1.8415345143574484
-2.8336725332202226,-1.409051230333321
-2.8319565592824008,-1.3350594304402499
-2.8285232578018,-1.1815287489749788
-2.8249720252242936,-1.0165789044213325
-2.8205662643478093,-0.8071857567320863
-2.81373502892336,-0.46886460185374984
-2.8131533235379003,-0.43968753446335257
-2.7982354453377116,0.33316320448504094
-2.797820723569423,0.3548503158109837
-2.795082438744382,0.4981716531371718
-2.7910081616527354,0.710217988851806
-2.7896315786882973,0.7823238861474792
-2.77952353013324,1.2942239123705899
-2.7759006993982425,1.469341902562025
-2.7720792650134474,1.6504734319436074
-2.7642224274207488,2.0015450810959075
-2.7536434145500124,2.4198088677357297
-2.7501971484256105,2.539072430681091
-2.74964223423411,2.5580711775975815
-2.746742892490917,2.65099789798586
-2.7363908122864826,2.9258114990626822
-2.7317332896558737,3.0198362620708004
-2.7316852442178208,3.0208001235444284
-2.7281274558682482,3.079821176383368
-2.7229355563021524,3.1434813256570515
-2.7212358707977695,3.1577743672065544
-2.719931267830101,3.167722048590458
-2.710489553254132,3.186690633153094
-2.703057386389893,3.1407334756266483
-2.703013233914505,3.1385707833453687
-2.69911219980593,3.0921783386960495
-2.6981031781918015,3.0784115719299203
-2.6886466739872725,2.8928583503533094
-2.683038539069665,2.7414524795166075
-2.6821320276515825,2.7145685089187537
-2.666220418873145,2.1268863126877546
-2.6654443808794213,2.0940457726745807
-2.662433429309897,1.9586757952468992
-2.6612590233461773,1.9046482529005018
-2.65780963499185,1.740621581427788
-2.6560754214093945,1.6551394522696352
-2.6462598530998926,1.1392381641008242
-2.641080365619734,0.8480826985404976
-2.6409996410731233,0.8434085003952111
-2.6389740823184447,0.726602252183281
-2.633023717892928,0.37812415275673383
-2.630719227163283,0.24121106462055228
-2.628289650829121,0.0953526784974415
-2.6279362235970805,0.0734926140218705
-2.625802167315054,-0.05725863466187485
-2.624883959369374,-0.11215003754990358
-2.6185657434935274,-0.4966470441903179
-2.615180533344301,-0.7037734805473596
-2.605625472967642,-1.27925299954382
-2.600330355912731,-1.589560024783857
-2.589318034332348,-2.2063191039225294
-2.5862450578707694,-2.3702383701537473
-2.5844663953091658,-2.4613249358532725
-2.582056913859092,-2.584401827240978
-2.5798607963453457,-2.6936795674896197
-2.575940250032885,-2.8793663810871992
-2.5601156876657183,-3.536137854691907
-2.5586063171505287,-3.590038813583855
-2.551386126551219,-3.8211667818164927
-2.5429456196227784,-4.041576794636309
-2.526617834260077,-4.3147103281010555
-2.5126091145420575,-4.389455804068648
-2.5066375441391715,-4.3808795934705955
-2.50270807176775,-4.362659991592106
-2.502298078084716,-4.360203213785548
-2.4920916459942615,-4.269017114457005
-2.4869605864480104,-4.204931297431317
-2.4784730512149293,-4.070256049059386
-2.4662855890504423,-3.8367460638289996
-2.4293306755471806,-2.996671099305773
-2.427691914890278,-2.960492154649383
-2.4229670305885938,-2.856146224592536
-2.422181389155127,-2.8378826231233996
-2.419039277234069,-2.7708490587311028
-2.416902144381632,-2.7273567919140325
-2.4029890572607515,-2.453434121046162
-2.3977070881311713,-2.3596547786941495
-2.3876588113931323,-2.196681966504297
-2.3858842290096156,-2.1701067772117684
-2.3774124461588064,-2.0509944070221704
-2.3758480085789824,-2.0304793229253213
-2.374509475250181,-2.0129640007141263
-2.367742783854138,-1.9289461004038142
-2.358319190290052,-1.823570370634771
-2.346444171707789,-1.7004102979136593
-2.3440601976811797,-1.6788009473251668
-2.342458480984782,-1.6619429942831725
-2.3362701424159935,-1.599554470510453
-2.329891938856727,-1.5356726730033066
-2.310468728114305,-1.3161589637947515
-2.2985001235305,-1.155895284224011
-2.2971167686316094,-1.1352402173216156
-2.2926120776428354,-1.0686117159119757
-2.285648099424316,-0.9557309350895377
-2.282956142819794,-0.910860025543364
-2.26539319678857,-0.5800005169054199
-2.261502437081628,-0.5004907924261676
-2.2551837329801634,-0.36517369018116713
-2.2487406667883825,-0.2252043375952342
-2.2305541041635033,0.17912173555400923
-2.2291575901694918,0.2093639485920247
-2.224275489204104,0.3157190652208107
-2.218670123015211,0.4341668439215902
-2.21449938304506,0.5200639013963542
-2.214150957094583,0.5253540628145459
-2.198281477499207,0.811542986066568
-2.1971905365427595,0.8273798307330739
-2.19325114372154,0.8858111613701374
-2.193242028594601,0.8856228774546682
-2.186311633176339,0.9736426546394246
-2.186244358662301,0.9747111130403875
-2.185735457524439,0.9811265997350728
-2.145381355071368,1.059583809856554
-2.1421774571680774,1.0327243989826982
