n_harmonics,base_freq,magnitudes,instruments
9,3.725387556705985,"[ 0.00635142  1.5127484  -0.47999336  1.07254648  1.11994153 -2.1222305
  0.00634383  0.18038185  0.23851349]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9996600679754124,-3.169655046620415
-2.9975376534150087,-3.0879479685439333
-2.9905838353962357,-2.712955339740714
-2.989283757502222,-2.737406751892412
-2.985200580096226,-2.5484896482415973
-2.981257812793525,-2.3822856712633764
-2.976734521980358,-2.1556450953158937
-2.959538764436294,-1.3316564244377933
-2.954838968682471,-1.1921597632026852
-2.953800361151292,-1.1773508154369214
-2.9507016917795017,-1.0022138597272447
-2.938826826952356,-0.6697520133089451
-2.938338273213731,-0.6827741130624199
-2.9350893188143146,-0.5739963476948573
-2.9327940839446525,-0.5324359576621459
-2.9191488522010767,-0.30762818426552246
-2.9138858015030586,-0.2599673511702274
-2.9085922141077116,-0.24200400367941738
-2.9033136443719094,-0.20346707927132734
-2.9002884686463544,-0.198123507097347
-2.9002686657505663,-0.2172348423653116
-2.882226975897028,-0.2621150948086759
-2.8689792364487543,-0.2914330285706671
-2.86216426034232,-0.3128319939144413
-2.860763548521405,-0.29715926299450157
-2.8504245423884456,-0.365815854385408
-2.848983294059779,-0.33212170189513546
-2.843645788595742,-0.35808688673602374
-2.8408755787496403,-0.38981542611212894
-2.8387418680359287,-0.3646572996161323
-2.8357653340070286,-0.3872547532374092
-2.835079396914189,-0.36223933607007214
-2.834521257609437,-0.36882320237370825
-2.83442462719392,-0.3912063178980825
-2.8247734239727107,-0.4017500989768626
-2.817849703647807,-0.42205926133908334
-2.7979578735107022,-0.520683132396525
-2.7940075131745465,-0.5684815275838658
-2.771588385011418,-0.7892704229519594
-2.770990880190669,-0.8480778024814449
-2.759485442375129,-1.0388178688517473
-2.7470961951255806,-1.301821140200506
-2.744266381413822,-1.29979339000294
-2.7362749644527007,-1.4341782940725223
-2.725901310843211,-1.5619053700586472
-2.7231843707137426,-1.6464005704895994
-2.718704948524928,-1.6237737384028423
-2.717767819196853,-1.6573563667039513
-2.71716303396983,-1.6738317107148983
-2.716455925544127,-1.670541193194287
-2.713248119805285,-1.6614557903731573
-2.7104852867699405,-1.6660045448004848
-2.707333323614798,-1.6998941498887314
-2.7060852741785943,-1.6792645833618398
-2.6968294546225255,-1.6470505011909098
-2.6947127873974663,-1.6513324832304448
-2.693560428796178,-1.6130874304112182
-2.679234835773018,-1.3974964139228385
-2.6553778111053137,-0.9363911778530346
-2.650413364750608,-0.8567482495704681
-2.647466146511343,-0.81322370428431
-2.6413363428733256,-0.7093287820371217
-2.6303663895647738,-0.6779613345695787
-2.6200829162613006,-0.5883348956203126
-2.6199571247479545,-0.5849656533312879
-2.592609452022405,-1.1201504769398638
-2.5905952324537873,-1.1106240902073345
-2.5873260898002854,-1.2355339208071783
-2.5724318613809114,-1.733172709658736
-2.5684691626518754,-1.9191192761830347
-2.565305843774671,-2.0383420461589528
-2.5503315453847772,-2.4851809973789707
-2.5499547749783122,-2.4744192773316396
-2.543761348880232,-2.638970398028118
-2.543336160976854,-2.6625016956992025
-2.5327316179068755,-2.750791743531182
-2.527171361314579,-2.6808886735910407
-2.5265449351768625,-2.720744424791678
-2.5215036591859725,-2.582112726682568
-2.5202054795920756,-2.608851199995997
-2.5200332097028877,-2.5894148478766406
-2.516665788414495,-2.541967374843759
-2.5139283578302476,-2.380140063462662
-2.503391978987647,-1.926944082146678
-2.499205760834192,-1.6170114041830634
-2.49887574180707,-1.6477600264938808
-2.4958127791718665,-1.464520528822717
-2.49384202044252,-1.2967105711438796
-2.492040739711177,-1.1669249412549314
-2.4901240572367094,-1.0557722510875462
-2.488721067559882,-0.9213912086078285
-2.481656910262898,-0.332608935227936
-2.4781078430926238,0.055473232549219424
-2.4755786832557884,0.26993069263610703
-2.4668113611113673,1.1476010982745122
-2.464248304700496,1.3768613698837124
-2.4406989408706674,3.4595627438087444
-2.4272888324432964,4.382738593782164
-2.4248337695605366,4.504615135966943
-2.414795480214576,4.825646015134491
-2.408014508825217,4.8937938419606555
-2.393468077437393,4.59678169264719
-2.393415709846873,4.629808863899363
-2.3915887830292415,4.513104321210034
-2.383069680119074,4.102782685638679
-2.3817545629498635,3.9643254806524038
-2.381518253069756,3.978056683979713
-2.3796547157713226,3.9220011044664695
-2.379587691191656,3.8583994645272233
-2.378888313368633,3.892116732741071
-2.373132183225392,3.3950976795796244
-2.367797875683965,2.9339836362310363
-2.367762952181823,2.9585413039505073
-2.366224191421474,2.8164179153896205
-2.3636102910313013,2.6079479877240175
-2.3537386033122862,1.6917367583029057
-2.3516982926352448,1.5315928582212195
-2.3190907096005113,-0.9239318429989444
-2.3168201328835947,-1.0133204106283724
-2.312819091595583,-1.2157541868113824
-2.312423748437837,-1.1617051533869902
-2.3123001408966006,-1.1701834172365042
-2.3086466001166697,-1.320449197023228
-2.3076005329675926,-1.3810815913925514
-2.2865212095537806,-1.351293316972459
-2.2843190293862943,-1.2788183273021667
-2.284010269862236,-1.2436278075641944
-2.2833698154507394,-1.2318828019694674
-2.279009956771831,-1.0831158607501674
-2.264431845626426,-0.4040880767356864
-2.2604889403766233,-0.2026279580259498
-2.2571584581758257,-0.004430236201991776
-2.2537138163028816,0.1764956460256005
-2.253339596663797,0.25306795614514577
-2.2501871888948792,0.38954984118522146
-2.2288624107921944,1.341057542415976
-2.2254100494942923,1.5136119731012527
-2.216860272411332,1.6639634456209345
-2.213901060363546,1.6673457856389855
-2.20622968205326,1.679864262109064
-2.2046305702296887,1.6334013207454565
-2.2001562441984515,1.5426472485570697
-2.197164262879732,1.4506755938575502
-2.1934312296273264,1.3245890693482725
-2.191317845103381,1.2545740846013391
-2.1900247698975783,1.2208208962977771
-2.1840344114254138,0.8931823375417586
-2.1840337920210886,0.8634048861520642
-2.155536603386152,-1.0709351529279338
-2.1534141474069206,-1.2762592871083616
-2.148976246303163,-1.6554716945951988
-2.1473713860235035,-1.7312587264917485
-2.1470810256168873,-1.771933571898857
-2.137108546643878,-2.443048584416854
-2.1359536323380306,-2.4757936209944322
-2.1350656968134767,-2.5510103719423487
-2.1235813067307547,-3.1050388785849474
-2.102238566595692,-3.3811415178959243
-2.100505367863004,-3.371636778870655
-2.0956913463643936,-3.266760476878024
-2.0942213771429437,-3.1822741421579908
-2.086328103988648,-2.8960232047935066
-2.085900195538612,-2.8928179173139683
-2.0745624091259884,-2.2499169807211232
-2.0713690122928012,-2.057438512839097
-2.0711631167229676,-2.0864507318821546
-2.064219023112164,-1.5452098198559716
-2.060282828637959,-1.3213996145456308
-2.0588418261727375,-1.1204113100973
-2.053041905376137,-0.7422625072203148
-2.050754052167562,-0.6341866239747375
-2.0275516852293602,0.8039954915162363
-2.0118895864599047,1.3692809101495753
-2.007348638132577,1.4160668719646698
-1.9945876962479496,1.3920506449294614
-1.99091298759831,1.3059904159653883
-1.97190980339974,0.708446055362234
-1.9663972710088196,0.5065619142087108
-1.963354782717356,0.3615255215816705
-1.9505782799375797,-0.25157523999590814
-1.947698656791854,-0.4044696213744562
-1.9441410626553723,-0.5540067968833097
-1.941019601202176,-0.5899737896622945
-1.9395774685444895,-0.6500005156944573
-1.9353221041705286,-0.752481335570611
-1.9215521417249193,-0.9741513959891114
-1.9187964064246252,-0.9823738829864657
-1.917885175205526,-1.0021615505672818
-1.9160070464188053,-0.9951531896972049
-1.9066032383785272,-0.7957449734395253
-1.9016041194273783,-0.6565277239172781
-1.90002495925248,-0.625035697041746
-1.8977456389473029,-0.5215314191938071
-1.88901916552178,-0.04678190722097076
-1.884618175447422,0.19731082426892266
-1.867806605259181,1.4957146279851237
-1.8612566272932893,1.9947258075005672
-1.8603074023238415,2.0841558815575647
-1.8546322814978577,2.588674706483717
-1.8478272639130329,3.125398453434332
-1.8437321735302041,3.391399619810343
-1.836045846155794,3.999290774744378
-1.8259759718223052,4.55080478684305
-1.8223568894316873,4.705071500400911
-1.8178468393741976,4.848064506481686
-1.8146143095025182,5.0968774843822215
-1.7975352867949792,5.194560496853783
-1.7910434888604294,5.099172816919016
-1.7852572773899456,4.9756522242003145
-1.784846098083138,4.951878445771219
-1.7829757583129904,4.911275623207453
-1.780109326950158,4.81447252401002
-1.772451149814376,4.440051590885859
-1.7669501370226135,4.1947907445261
-1.7663072298934652,4.130822425036348
-1.7652303964596527,4.067845373541768
-1.7645868990501326,4.071847704351831
-1.761308480571479,3.8413773293407454
-1.7592349002548782,3.6612113508218362
-1.749469659532327,3.017259339946598
-1.736601204082942,2.1977252577792075
-1.7354919686980845,2.068001590761422
-1.7292536777821066,1.5957881040882445
-1.7202028851981988,1.0346845955468689
-1.6871767208496706,-0.5465231923020342
-1.685934988074551,-0.6030896165667289
-1.684080434466842,-0.598194275703782
-1.6813670413808468,-0.6921790587472401
-1.6727757582275495,-0.9388873423067369
-1.6714537644468497,-0.9010707097419106
-1.6643223078877762,-1.0742709691037302
-1.6588959976714845,-1.0836450969007767
-1.6558537019099397,-1.084693815966759
-1.6514498879841777,-1.0954978117065777
-1.6429335457150607,-1.1910308780534073
-1.6424906942405866,-1.1892677859225425
-1.6320509582954115,-1.128034275637983
-1.6178511810362248,-0.9995523197767336
-1.6128825967556812,-0.9709436602728891
-1.6023101027329216,-0.7036096876470489
-1.587451557128271,-0.5029856312596221
-1.5736508185745057,-0.006179447057899315
-1.5673948023067028,0.13956915979664158
-1.563144747257611,0.32421152633479433
-1.55859442886368,0.43232076980966605
-1.5546093188718582,0.5560858813423055
-1.5501254881427395,0.7140419363187094
-1.5482812868243123,0.8209354745644678
-1.5480177763213936,0.8510872606171922
-1.5438366526463239,1.0641719233997184
-1.5424524668265494,1.0865039226923727
-1.5412545597524347,1.106393745288734
-1.536119247515935,1.3062314592252466
-1.523646799342634,1.8155346491179352
-1.521179909014086,1.9055302891262322
-1.5203271919556909,1.9721260841891068
-1.5106763639399696,2.2781972490553195
-1.4923756672348514,2.6347632000878707
-1.4916686932893437,2.578341132989221
-1.4876281325710534,2.562882456416109
-1.484860083083636,2.6400003164076984
-1.481901867082813,2.631819025686231
-1.476725262767202,2.5873170473408416
-1.4760509242286792,2.6451100242295333
-1.4600727958218576,2.181364918009225
-1.4584582231183272,2.1123867049499667
-1.457579356336913,2.1161289328067325
-1.457533167692709,2.08522315000172
-1.453349826127463,1.9084325737012078
-1.4481789544326709,1.6436423468791028
-1.4435610630267592,1.410005266336689
-1.4420974857734687,1.2783746630874542
-1.4397120822343437,1.1535920951447576
-1.4368898836795243,0.9438594598406702
-1.4344658468093037,0.751335044519343
-1.4317506141952818,0.6292791570191364
-1.4311567310018172,0.543156054670386
-1.4278668314169152,0.32398428434423593
-1.415658407202785,-0.5938913947383029
-1.4150058563281138,-0.6970646327652196
-1.4050947722335407,-1.4418501391723533
-1.4028136361366565,-1.6060742024772554
-1.4022339124112733,-1.6572738706428751
-1.3899275172533774,-2.5402990003045254
-1.388445607890623,-2.5635130150711687
-1.3850099640195854,-2.8157395585574023
-1.3818387287712737,-3.0064753934096395
-1.3790549777552676,-3.1433784024590823
-1.378743048642969,-3.1003824629530787
-1.367337990461077,-3.6050260667954013
-1.3616330502673442,-3.7630506811597293
-1.3520821315447475,-3.9739984330276554
-1.343097133413615,-3.967840681592231
-1.3300380125785742,-3.7553168322314345
-1.3237733375594427,-3.622259171014632
-1.3023620641075924,-2.686904077388638
-1.2945826205395345,-2.3863304288450164
-1.2818139849007548,-1.7301891540786165
-1.2608172838980085,-0.9325407813935225
-1.2552399346562708,-0.7721213202244883
-1.249643825330036,-0.6160075944702176
-1.2457285337219652,-0.5413334943602012
-1.2440495727073393,-0.5053779417832404
-1.242456545940529,-0.45118411574215933
-1.2422135430837216,-0.4478044881012258
-1.2385417328768005,-0.38109348880821126
-1.2375089974592006,-0.3792419907407152
-1.2309310221471714,-0.3010195449899687
-1.2282150856082872,-0.2626495312486055
-1.2229713172844145,-0.2324559076439918
-1.2073910656903475,-0.20245620384337704
-1.1999705759625459,-0.2579750189891477
-1.1917623229835672,-0.2424654067226022
-1.1846550316995248,-0.2543586598307229
-1.168363574986597,-0.3621609815008996
-1.1652089921716675,-0.37401003145414097
-1.1637163094299736,-0.38968602870346164
-1.160496151220878,-0.3550177470435381
-1.147931576859354,-0.3836686105589024
-1.143527677513637,-0.34778834348834525
-1.1410233782173722,-0.44143770712637687
-1.1230573420428396,-0.45700533051962966
-1.1109939644057911,-0.5360042031004459
-1.1089435365074756,-0.5135862646243468
-1.1022476621697048,-0.6813920795463455
-1.1014223367687879,-0.6349477550264205
-1.084442978945964,-0.8273915853635587
