n_harmonics,base_freq,magnitudes,instruments
9,2.4952785361993284,"[-2.46393914  0.02621108 -0.83383919 -1.30683954  0.54017394 -0.67218879
 -0.61911995  1.05821959  0.73924257]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9966890950961838,-3.75800595205977
-2.98711487807657,-3.496092415061514
-2.983154633788874,-3.39356799570937
-2.9792532657271193,-3.2782592616652075
-2.9609749297507864,-2.665266478254699
-2.9335644933155383,-1.7030889891299403
-2.9334740797446393,-1.6919037871424605
-2.931873015913152,-1.6436155599474507
-2.923217480275602,-1.3708622996682156
-2.9202562315405634,-1.2716346733488604
-2.9146253287185164,-1.1478169870236208
-2.9120347236648882,-1.0670407780899136
-2.9040560648251432,-0.8869692871649008
-2.9026626840324283,-0.8724137052243657
-2.8942687000219376,-0.7511395075312013
-2.8917312014374903,-0.6858955205398324
-2.8868290517228354,-0.6608921052513183
-2.870005425836995,-0.5853033878320483
-2.8699228083854806,-0.5932611309957587
-2.8690093595221264,-0.5914864784745635
-2.8648419450310794,-0.6148768599377421
-2.8576921702916294,-0.6626899622851848
-2.8497863557953123,-0.7618949762112641
-2.8277568417498644,-1.1869289776916614
-2.8165321288323195,-1.4646472637042505
-2.8150258296873374,-1.5032861981202128
-2.8126701179787856,-1.5639859758628072
-2.80613431579784,-1.7185077610067603
-2.804192265730653,-1.7762662382660244
-2.7998527186084567,-1.905563929170361
-2.784999284140965,-2.2391641975083303
-2.784459373285582,-2.242414656046165
-2.781144022849385,-2.323062300487224
-2.775305165908354,-2.4433829142887453
-2.764522751701868,-2.585428043036323
-2.7598053080475884,-2.650720187621116
-2.7568077846127776,-2.6555821021619304
-2.7548849548888565,-2.658183432362689
-2.745267042010627,-2.703495058971305
-2.7246138846023094,-2.5334298303286915
-2.72044864683402,-2.47599777253316
-2.7108141509655392,-2.2642019662659494
-2.7057227806582587,-2.162290581802509
-2.693124108177401,-1.780048870946848
-2.682492437654348,-1.3881902730655185
-2.6799741215596513,-1.3347839059458984
-2.6704264053256805,-0.9621774288543219
-2.654393693399827,-0.4081051102597562
-2.649111359569056,-0.2359925993866973
-2.645978173753437,-0.12670027792209165
-2.6405160584843013,0.04598259991594274
-2.6355863047438763,0.16340067231494568
-2.6311545994313263,0.27080671281017077
-2.6237846277912276,0.4219276533507245
-2.6176738557640307,0.5330438990265
-2.6137695087624238,0.5797096670843941
-2.6057987645024214,0.6514185642705133
-2.605793704983567,0.6411042732142168
-2.602880149727774,0.63800780684556
-2.600992944412467,0.6726462957930427
-2.592448414130283,0.6437685322542864
-2.5908190269545597,0.6163072225270226
-2.5896373374258497,0.6005862298104918
-2.5759540660908913,0.38838457661698117
-2.565577244038507,0.13820801552100198
-2.5637918701298927,0.06894257049940541
-2.5603387762854153,-0.038711597381329434
-2.5593890426019907,-0.057531764372288
-2.5552331209852603,-0.22368417973327595
-2.552557296960493,-0.3204260704667265
-2.5377359493192677,-0.9160548564755102
-2.530884627507673,-1.234446113071119
-2.5261413066853318,-1.4440258967124338
-2.518326686292151,-1.808506754004226
-2.513443480729512,-2.0207136219156205
-2.5111808825658377,-2.118908294629796
-2.5081145462562855,-2.235370345348194
-2.5008644723330153,-2.552785102041344
-2.493676145943842,-2.8152009207898985
-2.4738470068998852,-3.370133069983974
-2.47193952459144,-3.424924474498589
-2.4683942950848476,-3.4673521763879847
-2.466513699945133,-3.5035006683414114
-2.4645739104572666,-3.523226039417083
-2.450332918862015,-3.5402898727861563
-2.446998411517539,-3.5478305491638547
-2.4412048010199383,-3.454070551408437
-2.4407873516196767,-3.456955836580903
-2.437491947978444,-3.3922758249043095
-2.4291770381020332,-3.1942557106844403
-2.4290238102505644,-3.164717555605143
-2.4288702579439976,-3.1761651850524037
-2.4264622895300967,-3.1006495315295433
-2.4232455001799655,-2.9847936525069003
-2.4191720138640562,-2.8300434012472153
-2.4098537908616713,-2.419915920060242
-2.4043674887485116,-2.1080932287961573
-2.398592000873543,-1.787367180586279
-2.3948519245795206,-1.5742271693695737
-2.392125959714311,-1.4031677308656905
-2.384034002913463,-0.8670106075659736
-2.3830834645633585,-0.8072660910026314
-2.3702752659596835,0.07926317562967104
-2.3652165402486753,0.4382650597471937
-2.363506891310404,0.539466930873572
-2.359974337306004,0.7948342916980352
-2.3497067248137418,1.484803364753187
-2.347463607569047,1.6685008561026953
-2.345551575512827,1.7621881829036834
-2.3370491601845647,2.303320321615781
-2.337007715648135,2.3005984330999945
-2.3317708534603474,2.612402031072507
-2.325510400100802,2.9399844152703074
-2.3240406120475754,3.0088971274403407
-2.3116163304114625,3.526268557589167
-2.307160664717164,3.677720097635497
-2.303963097334336,3.7573906235109957
-2.2986754233488544,3.888460609910122
-2.2947219757148156,3.978572227427685
-2.291399924638416,4.0114728609272525
-2.2871499831047,4.037742704962831
-2.2848827122203117,4.028441109025095
-2.2842057177539576,4.062202990168738
-2.2776461621638786,4.049933465537636
-2.273741394241962,4.013071542498677
-2.2653021088439877,3.8864853709931224
-2.2596987565303697,3.757026884709372
-2.2436240734927937,3.202257029883448
-2.2406325576371446,3.091862376838679
-2.2396986667441094,3.048095032006517
