n_harmonics,base_freq,magnitudes,instruments
7,3.920625252829461,"[ 0.56023712 -0.58110875 -1.25802377  0.2788878  -0.9069317   1.44098808
  0.66792876]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9988811669379807,-1.5942911613587185
-2.997793409358381,-1.5402731696532779
-2.994437541701534,-1.4967869136559118
-2.9920873903608287,-1.548790640785723
-2.9892973338967717,-1.4765730795308534
-2.988573995786587,-1.4960704495722221
-2.985937873997439,-1.4375440968254254
-2.9842087724155713,-1.402128669654892
-2.982439421368927,-1.3179473836995015
-2.976954284201306,-1.1895924212162858
-2.974089142664329,-1.1097361971453885
-2.9719900168401354,-1.0441380775693094
-2.9713692369966744,-1.0446250588936274
-2.971011777666253,-1.0101741978222265
-2.960128671936374,-0.5738347766185977
-2.9558485442688385,-0.4140011508709522
-2.9349570029284004,0.6329395738312571
-2.933478831901855,0.7713634677611141
-2.931463290521523,0.8302236325306227
-2.9308438078930394,0.8325120339625492
-2.9203248724600077,1.3893705864485715
-2.9187050838442485,1.4340562382164244
-2.9181827393865962,1.4889399801587992
-2.917540644553644,1.5457020506954204
-2.9094676678765574,1.8564012020972434
-2.907818596620475,1.953496314845193
-2.9077302535593317,1.8794977557875605
-2.9028893707250942,2.0898237587254727
-2.8995413730849284,2.1960810440886456
-2.8994270134688067,2.229105566120232
-2.8923341381531316,2.387593602590218
-2.8835481057263577,2.569527920116724
-2.871134320933077,2.5652697453467534
-2.869466666295376,2.5449106852250063
-2.8673944418266375,2.5151532947173654
-2.8636398703949686,2.4911479459577217
-2.858034869532289,2.324949573969095
-2.8536450594755576,2.233452549510565
-2.8514127633891526,2.158884435945021
-2.846211151947263,1.9596584278278915
-2.8447334812599454,1.8718770985564526
-2.836251706505699,1.4406448315374867
-2.8350364042360257,1.3900910494979717
-2.8140701386960565,0.1118716676754516
-2.7950143390769027,-1.1226979707468692
-2.7901978587279994,-1.4225944678060158
-2.7597947812052435,-2.8972079934659036
-2.7591439347003717,-2.9004543445200524
-2.757098751641764,-2.987128349018351
-2.746869496671171,-3.199402910472701
-2.7420255815264976,-3.219568256803874
-2.7399864915064294,-3.269372616884794
-2.7328154629924226,-3.275970304609368
-2.7274605956476607,-3.178457475353698
-2.721860875445852,-3.1092365923210834
-2.7032255342221188,-2.485045001012038
-2.702472865772733,-2.4775948984791043
-2.7005718602659314,-2.3798091779166666
-2.674255108995853,-1.0280579711780198
-2.651400024597272,0.1518431252016034
-2.6454619214843174,0.4187420924906118
-2.6437082128078924,0.43633138755152456
-2.643413060429414,0.4823765061558801
-2.6301354664069048,0.9418323404953141
-2.624077128249998,1.0748496732349069
