n_harmonics,base_freq,magnitudes,instruments
10,1.0185036990532277,"[-0.08694869  1.59098682 -0.79807654  1.05363805 -0.54894173  0.82780878
  0.90610981 -1.08454052  0.11329636  0.55636265]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998054928757252,1.5911328845351829
-2.9732880435218108,1.17826048301255
-2.971192300194282,1.1513909674750424
-2.968424102756762,1.1022711153720361
-2.9611019005177615,0.979699499217145
-2.9517783691323656,0.8269585723219268
-2.9443150613404723,0.7059465752212153
-2.940478735191461,0.6588728087307655
-2.9305494343679888,0.5238589591626955
-2.930095779947278,0.4922485302313022
-2.920521327654698,0.37675778493003226
-2.9019993078544353,0.14702760275848142
-2.9004071388906194,0.1248702013848639
-2.8958369852963104,0.06696772838330192
-2.8826423921780275,-0.06144653809276892
-2.874652898517402,-0.14891046859584664
-2.8724822433460533,-0.15801245145530823
-2.8633412386906354,-0.2418472825414061
-2.8539512234726008,-0.30015265972648475
-2.8532856854338458,-0.32931379423067275
-2.851220527373111,-0.328440246120958
-2.8468841753597514,-0.3505905885766642
-2.84544835231908,-0.3479493376812849
-2.8352541023067435,-0.4243562552795255
-2.798129195033876,-0.5510687982734285
-2.789341750353892,-0.55860089300114
-2.788159918995185,-0.5677750218600786
-2.7872039728709437,-0.5779456424083382
-2.784311656823955,-0.5643371238261767
-2.7583536892251423,-0.5747833485533821
-2.753744703082466,-0.5672638752275654
-2.7481983369224667,-0.5672039269346608
-2.7458970577851596,-0.5548132344481774
-2.74110531194495,-0.5489198278356939
-2.7391970481346943,-0.5420398186939251
-2.7379019886459544,-0.5349308776652053
-2.7339010938883037,-0.5390858112975342
-2.7310429060422203,-0.5401915507005033
-2.7200886621742804,-0.5168736176109231
-2.7120649326571904,-0.49098135058144166
-2.705228858225471,-0.4748065125535276
-2.7018296177902643,-0.4528219527051277
-2.6892180449504473,-0.42475222532231505
-2.676839889174046,-0.41940349196905424
-2.6570043403570875,-0.3878851990453263
-2.655934905838188,-0.38428895191567797
-2.650458902072331,-0.3767338004634512
-2.640562222608228,-0.35877672420024126
-2.6374219650180413,-0.37792665027156525
-2.6363236531695406,-0.36374591942931067
-2.631938445705764,-0.3711967808688881
-2.6299809104254894,-0.39050558164896854
-2.6241978640653167,-0.364959990759007
-2.6237803407573637,-0.3543859565414252
-2.618364042354445,-0.37398563806089163
-2.615455076792902,-0.3695291527327642
-2.6127915845206697,-0.39455493686520116
-2.608580029420728,-0.3835191581733987
-2.605791097917286,-0.4040454920639839
-2.60568349397139,-0.4000730997828478
-2.595941790367629,-0.4027305534309638
-2.5945444868696184,-0.41335964585522267
-2.5936643486412763,-0.42389709194361547
-2.5902472921975046,-0.4160727443186428
-2.5867159906406503,-0.4381122360815761
-2.5847404701547347,-0.44463949712111667
-2.5834736462786863,-0.4344057114174292
-2.5696845250514952,-0.48405123569853464
-2.568529304485647,-0.5042105696659128
-2.5677812260140227,-0.48318197501015275
-2.5660719351057892,-0.5054878354252801
-2.565639479869721,-0.48821648821782077
-2.555784417785314,-0.5324264525436339
-2.54161143178958,-0.6275892846120159
-2.539602737118697,-0.6406406730040983
-2.5265476012090575,-0.6992922267188906
-2.500460315207634,-0.9141943318192127
-2.494304136211805,-0.9453353959911835
-2.4909729480144716,-0.9451970874389843
-2.4900593916049925,-0.9806516213471685
-2.4879834035477266,-1.0001983331410675
-2.4803658813133085,-1.0545091069383665
-2.4717957093581466,-1.1299865373576732
-2.468792139463396,-1.1327916570645478
