n_harmonics,base_freq,magnitudes,instruments
10,2.118342920810544,"[ 0.61752834  0.3517993  -2.02412019 -0.38805414 -0.1093406  -0.79783994
 -1.23633902 -0.67802294 -0.19610075  0.27482126]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9904534002739545,1.88518018335027
-2.9889820155500013,1.8183399890622463
-2.982113445835477,1.5177310741275767
-2.9795832575228953,1.3741345988286247
-2.9772867081486223,1.3139526878318368
-2.9717129955742703,1.105526142700678
-2.969115221463385,1.0435380656481628
-2.9669977719352763,0.8922202651069399
-2.9642907401957563,0.778827407811296
-2.961687729522218,0.681836557958151
-2.9596088355197243,0.6420028725724736
-2.950162554816357,0.29368873552708197
-2.9469494834463053,0.16304196884302163
-2.934539593990288,-0.20538805156207035
-2.9325242668483584,-0.22835054300637211
-2.925757609716639,-0.4055814126229547
-2.924869318638322,-0.45138467856261355
-2.9097437685451064,-0.676650727325141
-2.903755463131106,-0.7768077890926799
-2.900362469860222,-0.7662203671224231
-2.891501340374853,-0.8362344118451628
-2.886528471838517,-0.9173592260883477
-2.8800307756097947,-0.8970503622297543
-2.8793246049918606,-0.8898067767073427
-2.8681626687679276,-0.9258449939085305
-2.8658227072907243,-0.861246275885728
-2.8636995922342736,-0.8263940715800487
-2.862263164355758,-0.8389732314135229
-2.8617409860814256,-0.8045025287812969
-2.8593686947517685,-0.7943978633798258
-2.8470340033606325,-0.732434680423709
-2.8462339688027956,-0.7107458641796692
-2.844211089289797,-0.6633831347037565
-2.841537881729205,-0.6388743050248757
-2.837814362127036,-0.6206661790693158
-2.8312190423695647,-0.550100376566802
-2.8059230090388803,-0.2365812722687007
-2.8054798928734375,-0.23547801376640126
-2.804321556481054,-0.22832999670332146
-2.7966480010043,-0.16259730938888434
-2.794104880544612,-0.11782131906140139
-2.7782361695993645,0.02189453014117408
-2.775365743953097,-0.01022915964319613
-2.7655054122936686,0.012563124464393949
-2.7570587490292695,0.028070596971664644
-2.755471112275498,0.00963180467496036
-2.7551251202480627,0.03111270029332753
-2.7535196206478307,0.0310903919984035
-2.743248271410873,0.031347819040188935
-2.7431261760130985,0.0487384769630385
-2.734002468045987,-0.0040906660595558565
-2.7221705083014403,-0.020648315229220615
-2.712578763576462,-0.09132309004931802
-2.712513334423617,-0.07419664345849102
-2.708092891947147,-0.1145541195143754
-2.7033479596535095,-0.13191179441598305
-2.70323494325916,-0.13033322271003187
-2.7021083705592863,-0.1610403526760316
-2.6999037907729706,-0.17489557233841635
-2.695207114179156,-0.17152957551717515
-2.695149690645943,-0.18540862356049878
-2.6833126135078134,-0.24136240921392477
-2.658833164251515,-0.4214862219117849
-2.654307977804497,-0.4117824684556978
-2.645555698512265,-0.4621777177714956
-2.6377389793735473,-0.49370113513526964
-2.6350888596312156,-0.4820821346788676
-2.6332465521665958,-0.48871098863768053
-2.5988650434503144,-0.5325283024913248
-2.5898586637163135,-0.5173534093162687
-2.5889904567419175,-0.4849142165616993
-2.588455438327487,-0.5222370398860946
-2.582195009211083,-0.48514706085814147
-2.5781159456805103,-0.5164390473118716
-2.5763960881707106,-0.5179061146309138
-2.565202651471049,-0.5281974398681517
-2.561214289584619,-0.5292251230357629
-2.5551126456393316,-0.4940994550789376
-2.548397499773748,-0.5766520869871248
-2.5431180673354308,-0.5337178098874337
-2.5411130044412555,-0.521918361764709
-2.5389181575479873,-0.5500733157739808
-2.5322448193142746,-0.5624993101579099
-2.527302911726818,-0.5762691146635949
-2.5129438088843887,-0.6586200878477533
-2.5117192657817897,-0.6253960230067709
-2.5042176854171583,-0.7152131686496933
-2.5041746704263708,-0.6664967173950467
-2.4833633537260864,-0.7975244108856313
-2.4765126290068413,-0.8569627941443702
-2.47479614551737,-0.8630482833176695
-2.4645812808257483,-0.9045073557875924
-2.461822403914956,-0.9331537779807143
-2.4527106552141906,-0.9688403364944959
-2.450422239005302,-0.96903801839475
-2.44983155297692,-0.9799038785101005
-2.439880942075866,-0.9460532240471847
-2.432750652262397,-0.9584260338060326
-2.4281558775027205,-0.9401083533357085
-2.426424848377285,-0.9252959142684077
-2.415380552977309,-0.8552660533159171
-2.4153272282033855,-0.8698383655212351
-2.412903742944293,-0.8312397829040981
-2.393343579573067,-0.575703897777397
-2.392351960212604,-0.5777622104377498
-2.3831606595030332,-0.4347584385690685
-2.3830678701354637,-0.42421716925016284
-2.3813792771708533,-0.3696594734731107
-2.379329278895619,-0.3500496497912545
-2.3741455790597783,-0.22806777026534186
-2.360157761349272,0.13942031426134366
-2.359606665076152,0.1474581614463187
-2.3579465970272135,0.14812712270827175
-2.3573625806865808,0.19419443185582633
-2.35484265995462,0.24613607507201066
-2.3432683214172467,0.5791181552341484
-2.3426947349025813,0.5761002855882104
-2.3321656641124076,0.9094798978641754
-2.331249161927585,0.9723121433050373
-2.3279512973416585,1.0743898498625357
-2.3261653548031043,1.1016459861277839
-2.3224173757394513,1.215247228366289
-2.320609965501612,1.279453617654247
-2.3074118465771587,1.687502514282007
-2.3018197151520177,1.8158422869719315
-2.2985690093837263,1.8764938774448132
-2.281325144770904,2.2887754735520747
-2.271898302065504,2.479862696670129
-2.2670744690764586,2.5513625145647545
-2.2567531776865026,2.63930814557106
-2.254276336939343,2.650482853011193
-2.2522213075918858,2.6724337312344346
-2.2494255540235066,2.6458878672770583
-2.246281540531535,2.6524946125692703
-2.2460466492828743,2.663526074076613
-2.2426556027021354,2.6559451268086525
-2.233073917708289,2.6105431763574196
-2.2302100307845425,2.5428261721523575
-2.215742781561585,2.301118461183813
-2.208707832472185,2.1476656283717555
-2.2056619382802767,2.048214208171461
-2.192103985027149,1.6032216873082967
-2.1893795466783024,1.4844513175891132
-2.185003856398272,1.362377770043538
-2.184011733006404,1.297483655844579
-2.17802388981078,1.0475218331530844
-2.171839801773574,0.7841555745850193
-2.1700408565800977,0.7202073340935929
-2.1679811463668357,0.6048291834917147
-2.1673429800002206,0.542792344446353
-2.1629611622698626,0.3770559616600291
-2.160465853198331,0.24245328319342663
-2.1575492386586665,0.10730695525107439
-2.157406107751945,0.11626662415698698
