n_harmonics,base_freq,magnitudes,instruments
10,1.1735999057858781,"[ 0.70380906  0.20637245  1.1681621  -0.18701847  0.65439553 -0.14402466
 -0.63385448  0.62179941 -1.44875058  0.01698954]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.99351288117427,-2.915140754923125
-2.980611861527725,-2.6424289845577045
-2.9727510515171156,-2.4833826780449733
-2.9620184390173905,-2.257117345631315
-2.949739057002655,-1.989670729452767
-2.9350711311262856,-1.6792646315167445
-2.9238921274783802,-1.4449034978163964
-2.917908860766719,-1.3251957823485165
-2.9152069007147086,-1.2764976726443789
-2.9151118105105676,-1.275780517565055
-2.9130129800371893,-1.2282966617065603
-2.912205106737131,-1.2191547500886226
-2.9065048025177767,-1.1084691721510775
-2.90556084629548,-1.091842945203057
-2.901465243496564,-1.0153244334954483
-2.8978320719475485,-0.9453459740280722
-2.8965684068635564,-0.9202685379811295
-2.8933272793474267,-0.861038464986916
-2.861031432563699,-0.37287982568195455
-2.859044811830098,-0.34848723139452736
-2.817132934839836,0.045841261586684764
-2.8133285678424116,0.059788770645455014
-2.800758239927733,0.1075073870806432
-2.800486586912839,0.10145196298338109
-2.7994531860412684,0.1069118545723298
-2.7940768854124394,0.11278715865625262
-2.792759019097486,0.11938686654524154
-2.7916850167630756,0.1119422004570924
-2.7833443327350715,0.11181753026229597
-2.7802170372881667,0.10925324734369186
-2.7747830605210018,0.09846140705219301
-2.771060351518107,0.08550312329181588
-2.7698188583326173,0.0864744897176293
-2.7649625937391855,0.06835999275823873
-2.7442906650770054,-0.05870616226692136
-2.7266903597383987,-0.23013210098797635
-2.7202437588076895,-0.3000711982677342
-2.712710711093197,-0.390955402453729
-2.6962663112700365,-0.6196474950700711
-2.6902083743099596,-0.7091550745560923
-2.679989754373887,-0.8705270697241969
-2.668916142238646,-1.06484216777349
-2.6616612195256666,-1.1893327224832886
-2.652763539327485,-1.3532940545814205
-2.6523629434033253,-1.3582759710718817
-2.649852988473709,-1.4055540726547926
-2.6446677108615173,-1.5041627728645313
-2.642063850987714,-1.558155437539707
-2.6409313573413655,-1.5774142209077173
-2.631430183187483,-1.7644474853027905
-2.6292680157108332,-1.8020868201893663
-2.62798113539344,-1.8293836509312593
-2.626624990712234,-1.8510457039789199
-2.624016231202936,-1.9091867135424183
-2.6201135038156123,-1.9857303647733127
-2.6197437664756924,-1.993287244097083
-2.612223389034541,-2.1383217973954376
-2.611730188746723,-2.1435739146868
-2.606426932823286,-2.257331803344391
-2.579244786181996,-2.7866667092463593
-2.5779413599594565,-2.811452181424967
-2.5630813175462563,-3.0966497873973875
-2.5620202703650232,-3.110597423872404
-2.5545714937516015,-3.2480264346382017
-2.546779944167268,-3.380640403280514
-2.5441796099039964,-3.4286517357290394
-2.543368125716869,-3.431205494259359
-2.5407478970599255,-3.4878647952614314
-2.540303367306277,-3.495960964230957
-2.5364162698855015,-3.5546782653237967
-2.5360324950111184,-3.5664679817577927
-2.5310619306270024,-3.6355924049713297
-2.5305495137927383,-3.6492441029686478
-2.525241605368791,-3.7335889164292038
-2.5236799135907075,-3.753630752261415
-2.5178613562433867,-3.848703138454959
-2.4949536624855915,-4.15078998903141
-2.4927928340340255,-4.176309848091864
-2.4870816275824232,-4.2383615527356415
-2.486404170093164,-4.243409802571995
-2.485655594275047,-4.252462562387761
-2.4832626670254507,-4.2732719014864875
-2.4724479368032926,-4.381630597854367
-2.471682173561531,-4.389526542237984
-2.471269284750406,-4.394161782110812
-2.454169103980264,-4.518795280853003
-2.441644875089943,-4.592604887315475
-2.4290237046811995,-4.632898786018976
-2.4267524639010105,-4.6273392069255594
-2.42557093617183,-4.630372766475745
-2.416171490836936,-4.6378341930600495
-2.4125745523152737,-4.643507098367585
-2.3983045875248123,-4.617945479385006
-2.3901170375099037,-4.591068045523149
-2.389204505857953,-4.588813532143065
-2.3843416984444508,-4.559619135211462
-2.3791435595264847,-4.530508659659534
-2.3764590673834576,-4.5083131848857905
-2.3679374659573416,-4.446586562982855
-2.3650030362944694,-4.429416383127245
-2.3606382703726747,-4.391023711084938
-2.352758004305551,-4.312245731593618
-2.34945382618051,-4.274306244790975
-2.3409595190168133,-4.180626332581748
-2.338462264990154,-4.14016731604732
-2.3352185416029942,-4.102541994025189
-2.328335492182717,-3.9995406053353286
-2.3199331966809176,-3.8695219381290986
-2.3155329559701556,-3.7988696102933797
-2.2881420142636655,-3.2791811102177832
-2.2748279587312004,-2.9890249998869036
-2.271607433583041,-2.918487625428921
-2.270120851522199,-2.8872718296954947
-2.2651081745989314,-2.763525993746712
-2.264722339545485,-2.7543151317930117
-2.2613834951325393,-2.6737275005639916
-2.25675376907153,-2.559043984130267
-2.2424773853531077,-2.1939647066910153
-2.204131177015539,-1.1191270003373357
-2.187434544667406,-0.6201904190640329
-2.1689315414035955,-0.05977904512250465
-2.1666005796840455,0.0037374303289076393
-2.163010518121907,0.11474841938894934
-2.15927772663948,0.23181087416652912
-2.156570389257515,0.3069824479351177
-2.148551264150914,0.5496816078899437
-2.148147222983486,0.5617845595261213
-2.1244331037845154,1.2562188252464639
-2.1141875603013816,1.547378638007311
-2.1102633646105478,1.651922343126371
-2.0987233717090037,1.962355390227425
-2.092996922011909,2.1090668401320336
-2.0890817643117123,2.207632315257424
-2.0769011563880504,2.4961383501293777
-2.071491918638875,2.62318567942945
-2.068336372684377,2.6898586407576244
-2.0679691287030337,2.7021653156638683
-2.0476296315747167,3.0933374362015957
-2.005494730061913,3.64564584933346
-2.0003967297538034,3.679874040726355
-1.9992514196006297,3.6986869302266334
-1.9931566272322563,3.7326846993837894
-1.9928001459500038,3.73185888565659
-1.9897048963395572,3.7495835114266036
-1.9845241688505921,3.7696149814160926
-1.9761515684898998,3.7872662624888283
-1.971160340299922,3.790727273156345
-1.962710432330172,3.7783817798480213
-1.9438188574398108,3.685911215779367
-1.9275559236652149,3.5398505768913813
-1.9219554131666408,3.4809470873525563
-1.9161752732653943,3.4047431663979633
-1.908897345763928,3.292804159537886
-1.9066629373946125,3.255701864947808
-1.8948387914384999,3.0587518947833137
-1.8934469742130386,3.0405956767880085
-1.8926979192939353,3.025930620168258
-1.887679973413297,2.927288031886341
-1.885107352438379,2.8737175960451236
-1.8797110269289428,2.7581656015640807
-1.8797101819388349,2.768190198183762
-1.878843086298913,2.7367424777098153
-1.864061370909804,2.416546041777238
-1.8432946119423095,1.9079890301538793
-1.8413166922093345,1.8485650082355183
-1.8355191787575305,1.698943939858776
-1.8304705213123094,1.5658400302948918
-1.8297644878560442,1.5485193864812736
-1.828342526565391,1.509235291668214
-1.8220469754506692,1.3351506817616596
-1.8187737278051246,1.2498106466787882
-1.817574653715118,1.2134843603267713
-1.8125522435798185,1.07803037543894
-1.7892044296822531,0.42359875822907345
-1.7885915260765692,0.41698580657037176
-1.7769081475321784,0.09394087424285251
-1.7757910281838236,0.06245963002919959
-1.7756305028215762,0.05972891127651439
-1.7688172570461058,-0.12734896292378867
-1.7554315787621804,-0.46498184665523307
