n_harmonics,base_freq,magnitudes,instruments
10,1.726137356444815,"[ 1.7834898  -1.78270417 -1.29858038  0.42738638  0.82880998  0.38111215
  0.98993213  0.14692749  0.44916621  0.92798761]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9891517681043034,-2.1382208826559546
-2.973689054942939,-1.689338406380385
-2.972594130242089,-1.6416373698608158
-2.9623534459412744,-1.357068293389722
-2.9609112523858174,-1.3089622663717417
-2.941591762014847,-0.7709229429724834
-2.940706068456651,-0.7499885109163583
-2.9392027825163396,-0.7275907770467558
-2.936258111708098,-0.6277846839956929
-2.935834575916252,-0.6152652893078274
-2.927836775082851,-0.4075089715204485
-2.926047139280334,-0.37381163130338757
-2.921639320068283,-0.25715809537961815
-2.912213052059291,-0.053941222350848014
-2.904624869548913,0.11432849073559305
-2.8902671683905097,0.3686550375160641
-2.8839811942172284,0.4470576449393207
-2.8813774597593285,0.4700683143295247
-2.866818330303171,0.6349229901294535
-2.862513643642606,0.6793664959411903
-2.862105695295062,0.6957173680539119
-2.85950902855929,0.7187889576817146
-2.8549362229241817,0.7385641647827565
-2.826149552744974,0.7673898638739319
-2.8245032184269276,0.76084996146723
-2.8220693283257012,0.7338792422625178
-2.8145372638743074,0.7003349221624116
-2.8029194029596,0.5624295274837878
-2.7978999019885835,0.5279535617425317
-2.791598096870895,0.4637020591851024
-2.78873125146114,0.4020933672061616
-2.781578917402377,0.28379371195502723
-2.7674101004227483,0.022829737200459038
-2.760356567636528,-0.15852228327631565
-2.759047229840153,-0.20869967235476775
-2.753758477910231,-0.29910965214440044
-2.7440492109941177,-0.5642154023313767
-2.7088443464374623,-1.6761418324614425
-2.698322080732381,-2.008584989716047
-2.697082238217222,-2.0667878838898246
-2.692018616242941,-2.256478699520229
-2.69173021292786,-2.270629856059894
-2.6787121495929025,-2.736489846583185
-2.6782734332693483,-2.772868609219079
-2.677997789636299,-2.7847452581314722
-2.677377700606978,-2.8011704550896375
-2.6770546803592628,-2.8200249821140533
-2.6653208924284275,-3.256210023620446
-2.660338106576119,-3.4426477436192857
-2.6596057305838063,-3.4584884257683197
-2.6576531848741665,-3.544786831300124
-2.653592457251025,-3.700868594098637
-2.6487776394239324,-3.866840550585271
-2.6481651873193037,-3.9014286831150584
-2.6473296846184367,-3.927958977042646
-2.6470273484261186,-3.93706443671409
-2.6401911960519033,-4.18415895721724
-2.635943935196892,-4.32496792299702
-2.63371828764385,-4.430383499509404
-2.6311301084415546,-4.514198281267533
-2.6311146140565356,-4.503684853566863
-2.6099419134996213,-5.201710115200397
-2.60365495962131,-5.4056431256056126
-2.5992551924317517,-5.51704649286206
-2.5962309996285597,-5.595469942835826
-2.5927026940886497,-5.697702002481712
-2.5922813989200524,-5.69562798023431
-2.586904978046851,-5.827765192865449
-2.58380316037327,-5.895480560922866
-2.576886955200245,-6.039063755385325
-2.571490984965421,-6.134439199533149
-2.562397867929411,-6.264792123663557
-2.561467548816516,-6.271168542703603
-2.561144666555754,-6.285636713843614
-2.559563170820509,-6.301318891033932
-2.5559709265705743,-6.353869684567381
-2.5556203037365313,-6.352450763668019
-2.5529865836923866,-6.354560821696834
-2.5467820165803845,-6.416054466402982
-2.545653820266937,-6.411724560276889
-2.5445199276077224,-6.435212190727523
-2.535905505125924,-6.42109483202833
-2.5287783885065327,-6.409007760389968
-2.5285967140220715,-6.408043801542627
-2.528202849452649,-6.412840108287349
-2.525506345088566,-6.3985251013516535
-2.5211436378891854,-6.359683973032735
-2.5173531082067964,-6.333885679918019
-2.515840363673023,-6.307628770124067
-2.512808548805771,-6.253359563147589
-2.5123250528672854,-6.254053105116725
-2.512173891836671,-6.280049903927546
-2.4909725978055004,-5.819376166022957
-2.4862083123565313,-5.694753216162432
-2.4792646202511355,-5.478566264483694
-2.4659559109291758,-4.9920348417905265
-2.452099510325921,-4.413488712731198
-2.451246869220042,-4.384767487721803
-2.4233766029576467,-2.9787732278870367
-2.4184407369416934,-2.706831754586984
-2.413157559357527,-2.4386935579028797
-2.4073179040933765,-2.085244594085217
-2.40476342902096,-1.9541708494355858
-2.393215696595654,-1.2974199752961464
-2.3891725459251596,-1.0574218757207874
-2.378748418342511,-0.4765024837080898
-2.3775585406716635,-0.4403397823222358
-2.3718124010610246,-0.11014404927190348
-2.357550621300881,0.6188869272844585
-2.3533816461451886,0.8120700710154359
-2.347246629662607,1.1088960188633163
-2.344865053406546,1.2239309664187932
-2.326945198501802,1.9279441508417983
-2.3250922912590375,2.0053986811444506
-2.3203030202707358,2.1762888141283203
-2.316828818930966,2.2776529398745007
-2.311380592745824,2.442836050189888
-2.307069497603205,2.566323692376712
-2.3061185534904265,2.5563453753052294
-2.3060614860814743,2.5660378514968025
-2.2862605546956614,2.968924675078757
-2.2821609261976583,3.0055481195412828
-2.279386092895928,3.0495928573619646
-2.2733604028992707,3.068770654865422
-2.2517547052522247,3.083428255351089
-2.246922107305963,3.045138515989862
-2.240663513671291,2.980526115111616
-2.235804698585703,2.9270516619487568
-2.227434788727101,2.7975643025587695
-2.2037170574915805,2.3093669511085984
-2.1912099659174205,1.994001659072538
-2.191019273156056,2.012375280551919
-2.1817933290554725,1.7764121520204617
-2.1755710076967794,1.634138062094331
-2.1735014081545914,1.5788559849167234
-2.170869884940678,1.5305735503414855
-2.159892025835859,1.2608938719847942
-2.131965822798219,0.7403155145905522
-2.1260286352823723,0.645737893173877
-2.126004916502655,0.6376326336043457
-2.1258229512522666,0.6447514081483977
-2.1257783075703216,0.647166505314997
-2.124454610473993,0.6510040756802769
-2.120562664548147,0.5966989227459043
-2.1193220767091305,0.590409528615959
-2.1171473454501917,0.5720657853744638
-2.115626148483628,0.5606525378239673
-2.1089499181637175,0.503682532705689
-2.1002525189856343,0.4624200783267996
-2.091377210895864,0.48512648075543047
-2.083566481243116,0.5501964258122849
-2.0780150211666966,0.5949644938264325
-2.074615425974569,0.6097051746903001
-2.074015620663485,0.6069213911739534
-2.064418293877968,0.7431509568306168
-2.0427901630503094,1.145341656877702
-2.0414778181088815,1.1808042791266318
-2.032829707614599,1.384430799681678
-2.0316757783472115,1.4171973037502676
-2.014432031275478,1.893843981649884
-2.0074870305555823,2.076715591426561
-1.9967175186255042,2.3695946810303443
-1.9921460173163779,2.487977251409363
-1.9887314207293985,2.585730912059628
-1.9861427245568422,2.6721204652600865
-1.9760663530552705,2.922678602833291
-1.9700242135670722,3.063953872381664
-1.9595826337260178,3.2663353455675233
-1.9594947530279958,3.2788088164295726
-1.9568338286389144,3.3330436690553293
-1.9559332138114383,3.3205868705774155
-1.938392788343651,3.568775542438989
-1.9214139450709609,3.6584138044194
-1.9183816431442338,3.6193778226674964
-1.915983543144769,3.6153948079034697
-1.9014795049226139,3.531024979241415
-1.892961362635808,3.3940527216809815
-1.8918477503768494,3.3656779135769592
-1.8879423306179128,3.3158300370789093
-1.8784661379797052,3.0888057697964135
-1.8671564316453935,2.75685471141393
-1.8664691439916072,2.726103835248632
-1.8588518067807625,2.489310640401689
-1.8520427213374568,2.2430112309762507
-1.848289721809317,2.0929967271200387
-1.839592817522743,1.7399727865620334
-1.8240824833207212,1.0612127844409889
-1.8213322153694134,0.941942572034835
-1.8137106115136519,0.5818671903008357
-1.8049167631098113,0.15536552834767328
-1.8037471034529606,0.09798355035095026
-1.7983053505128073,-0.13388526937934264
-1.7838557914149207,-0.8156784273426556
-1.762332879417192,-1.6521506828348136
-1.7523107348572953,-1.998376268695388
-1.750002549054705,-2.0506927754325432
-1.7422649729802067,-2.297733504202033
-1.7349649988599372,-2.4484281454179624
-1.703436025761455,-2.796762115179698
-1.6978348751631163,-2.8095125341380847
-1.6956218249397592,-2.792115860954887
-1.6824691701055465,-2.6623045663797917
-1.682441421270349,-2.6837652019404197
-1.6795182279605025,-2.6539831298777794
-1.6753383884800075,-2.569695141474467
-1.6723086530785027,-2.5300240799723257
-1.6695135469745155,-2.4590509133933116
-1.667412189326032,-2.4402293568999514
-1.6644602887405684,-2.351513800413256
-1.659858788130548,-2.2555671794770773
-1.6509195126278289,-1.9984586841450638
-1.6498990850478654,-1.9801101215792447
-1.636901451682601,-1.5403952708271913
-1.6304864079291541,-1.3192848038149567
-1.6302291696714926,-1.3239261566053657
-1.6291374287955347,-1.2728673412874711
-1.6135384246739648,-0.7004511137059537
-1.6095326491339796,-0.5110505621699687
-1.6081897509307848,-0.4923539583787722
-1.6037516430441576,-0.3084200113394136
-1.5995702537745855,-0.16062606974842086
-1.5926983777524062,0.13235654488526707
-1.588869235163635,0.262371760056494
-1.5871653290040848,0.32741561352408355
-1.585564011735652,0.4040567160975753
-1.5800430853085488,0.6288232577797378
-1.5793456805108252,0.6220126214018276
-1.5790803314585704,0.6279158288400933
-1.5726995812878957,0.8692526241952615
-1.5709350875493875,0.9297446950247746
-1.5644695440913892,1.1181556118796216
-1.5629215958965381,1.1614264341246907
-1.562874213302328,1.175724469822349
-1.562487923593551,1.1718082933387923
-1.5620906110622106,1.1951230400778796
-1.5502093399658605,1.5295138997086297
